w,residues,poles,poly_type,pole_2,res_2,remainder
4.641588833612782,-14.775643647408923,20.583141223308782,1_1,,,0.2821482645867154
4.641588833612782,-17.87829556607255,22.02413784854473,2_0,-94.97564528899814,17.87829556607255,0.1528062282393732
5.09413801481638,,,0_0,,,
5.09413801481638,,,0_1,,,
5.09413801481638,,,0_2,,,
5.09413801481638,-32.10523521919507,32.10523521919507,1_0,,,0.0
5.09413801481638,-16.081066719024857,22.72193718831787,1_1,,,0.2922669143151806
5.09413801481638,-19.71521521143077,24.42902817324636,2_0,-102.17281672884911,19.71521521143077,0.1557261288465193
5.590810182512229,,,0_0,,,
5.590810182512229,,,0_1,,,
5.590810182512229,,,0_2,,,
5.590810182512229,-36.11608189870248,36.11608189870248,1_0,,,0.0
5.590810182512229,-17.577088116473185,25.195546311903136,1_1,,,0.3023732091822419
5.590810182512229,-21.843550775760757,27.222514442312157,2_0,-110.54850215148667,21.843550775760757,0.1585496813176883
6.135907273413176,,,0_0,,,
6.135907273413176,,,0_1,,,
6.135907273413176,,,0_2,,,
6.135907273413176,-40.81891848536185,40.81891848536185,1_0,,,0.0
6.135907273413176,-19.298768916286573,28.06697125202035,1_1,,,0.3124028687314314
6.135907273413176,-24.318698412745,30.478946435290524,2_0,-120.321179209885,24.318698412745,0.1612644439697986
6.7341506577508286,,,0_0,,,
6.7341506577508286,,,0_1,,,
6.7341506577508286,,,0_2,,,
6.7341506577508286,-46.35053451555167,46.35053451555167,1_0,,,0.0
6.7341506577508286,-21.288431598019933,31.412261675434703,1_1,,,0.3222891169702656
6.7341506577508286,-27.20755031978958,34.288127620612634,2_0,-131.7542225689344,27.20755031978958,0.1638591015408452
7.390722033525782,,,0_0,,,
7.390722033525782,,,0_1,,,
7.390722033525782,,,0_2,,,
7.390722033525782,-52.87639177159176,52.87639177159176,1_0,,,0.0
7.390722033525782,-23.59723162482937,35.323313323065726,1_1,,,0.3319643769255178
7.390722033525782,-30.5909511784863,38.75861054177155,2_0,-145.1655498953611,30.5909511784863,0.1663237233530427
8.111308307896872,,,0_0,,,
8.111308307896872,,,0_1,,,
8.111308307896872,,,0_2,,,
8.111308307896872,-60.59666561020254,60.59666561020254,1_0,,,0.0
8.111308307896872,-26.28706640849733,39.91125872518807,1_1,,,0.3413621306835026
8.111308307896872,-34.566670794186166,44.02168041844011,2_0,-160.93933219567313,34.566670794186166,0.168649980566138
8.902150854450392,,,0_0,,,
8.902150854450392,,,0_1,,,
8.902150854450392,,,0_2,,,
8.902150854450392,-69.75351499006734,69.75351499006734,1_0,,,0.0
8.902150854450392,-29.432940590136127,45.31060651388174,1_1,,,0.3504183047931878
8.902150854450392,-39.25302845730833,50.23618990770439,2_0,-179.54052673629403,39.25302845730833,0.1708311835533993
9.770099572992256,,,0_0,,,
9.770099572992256,,,0_1,,,
9.770099572992256,,,0_2,,,
9.770099572992256,-80.63982014705978,80.63982014705978,1_0,,,0.0
9.770099572992256,-33.125611772060694,51.68407274548225,1_1,,,0.359075049383444
