w,residues,poles,poly_type,pole_2,res_2,remainder
9.770099572992256,-44.79312415003602,57.59427071612569,2_0,-201.5309570278794,44.79312415003602,0.1728628452737455
10.722672220103243,,,0_0,,,
10.722672220103243,,,0_1,,,
10.722672220103243,,,0_2,,,
10.722672220103243,-93.60967479317382,93.60967479317382,1_0,,,0.0
10.722672220103243,-37.475035412196966,59.22859003723143,1_1,,,0.3672813182174362
10.722672220103243,-51.36009641799838,66.3283370438866,2_0,-227.59052790263104,51.36009641799838,0.1747424290963563
11.768119524349991,,,0_0,,,
11.768119524349991,,,0_1,,,
11.768119524349991,,,0_2,,,
11.768119524349991,-109.09097890053128,109.09097890053128,1_0,,,0.0
11.768119524349991,-42.6147893177554,68.1827623546732,1_1,,,0.3749917450384054
11.768119524349991,-59.16362544988792,76.71965757549955,2_0,-258.5443597371169,59.16362544988792,0.1764687601256083
12.91549665014884,,,0_0,,,
12.91549665014884,,,0_1,,,
12.91549665014884,,,0_2,,,
12.91549665014884,-127.60055116931744,127.60055116931744,1_0,,,0.0
12.91549665014884,-48.70598147689185,78.83470099958498,1_1,,,0.3821758583552151
12.91549665014884,-68.45682479705417,89.10788010244295,2_0,-295.3864800612914,68.45682479705417,0.1780437683608734
14.174741629268064,,,0_0,,,
14.174741629268064,,,0_1,,,
14.174741629268064,,,0_2,,,
14.174741629268064,-149.76227000764203,149.76227000764203,1_0,,,0.0
14.174741629268064,-55.94412932859563,91.53316230662844,1_1,,,0.3888102637469524
14.174741629268064,-79.5459422642634,103.90365670172278,2_0,-339.3222421694164,79.5459422642634,0.1794704291126952
15.556761439304722,,,0_0,,,
15.556761439304722,,,0_1,,,
15.556761439304722,,,0_2,,,
15.556761439304722,-176.3288613946422,176.3288613946422,1_0,,,0.0
15.556761439304722,-64.56552054055574,106.69941294247394,1_1,,,0.3948840133228692
15.556761439304722,-92.80076989506698,121.6027682550394,2_0,-391.8072063750329,92.80076989506698,0.1807537338204868
17.07352647470692,,,0_0,,,
17.07352647470692,,,0_1,,,
17.07352647470692,,,0_2,,,
17.07352647470692,-208.20808438376932,208.20808438376932,1_0,,,0.0
17.07352647470692,-74.85549285605418,124.84197520530492,1_1,,,0.4003980413402388
17.07352647470692,-108.66756547078238,142.80343504907805,2_0,-454.5981051414332,108.66756547078238,0.1819003771502301
18.73817422860385,,,0_0,,,
18.73817422860385,,,0_1,,,
18.73817422860385,,,0_2,,,
18.73817422860385,-246.49422477805103,246.49422477805103,1_0,,,0.0
18.73817422860385,-87.15954469429174,146.57531989194953,1_1,,,0.4053600240576457
18.73817422860385,-127.68535120149812,168.22779050691244,2_0,-529.820723191131,127.68535120149812,0.1829175891014521
20.565123083486537,,,0_0,,,
20.565123083486537,,,0_1,,,
20.565123083486537,,,0_2,,,
20.565123083486537,-292.505997783518,292.505997783518,1_0,,,0.0
20.565123083486537,-101.89325218228072,172.63947230278956,1_1,,,0.4097916842356202
20.565123083486537,-150.50324687877315,198.74575047070985,2_0,-620.0316841392078,150.50324687877315,0.1838146003015776
22.57019719633921,,,0_0,,,
22.57019719633921,,,0_1,,,
22.57019719633921,,,0_2,,,
22.57019719633921,-347.83218851194937,347.83218851194937,1_0,,,0.0
22.57019719633921,-119.55980134160872,203.9282897459439,1_1,,,0.4137164515499168
22.57019719633921,-177.90502835872232,235.406942387026,2_0,-728.3249517675135,177.90502835872232,0.1846001252400123
24.77076355991712,,,0_0,,,
24.77076355991712,,,0_1,,,
24.77076355991712,,,0_2,,,
24.77076355991712,-414.3866308729205,414.3866308729205,1_0,,,0.0
24.77076355991712,-140.76351003202006,241.51711465652977,1_1,,,0.4171696269549884
24.77076355991712,-210.83368107179717,279.4747934600143,2_0,-858.4170247519127,210.83368107179717,0.1852844687846506
27.185882427329428,,,0_0,,,
27.185882427329428,,,0_1,,,
27.185882427329428,,,0_2,,,
27.185882427329428,-494.47445060832354,494.47445060832354,1_0,,,0.0
27.185882427329428,-166.2718044282504,286.7353468728851,1_1,,,0.4201210062114816
27.185882427329428,-250.4513911157005,332.49434262989786,2_0,-1015.0009124836022,250.4513911157005,0.1858643955630143
29.836472402833405,,,0_0,,,
29.836472402833405,,,0_1,,,
29.836472402833405,,,0_2,,,
29.836472402833405,-590.871888198118,590.871888198118,1_0,,,0.0
29.836472402833405,-196.8502348717545,341.04731339055667,1_1,,,0.422806668920075
29.836472402833405,-298.05214105822176,396.233256324266,2_0,-1202.8603472867935,298.05214105822176,0.186388176642795
32.74549162877732,,,0_0,,,
32.74549162877732,,,0_1,,,
32.74549162877732,,,0_2,,,
32.74549162877732,-706.9224861904797,706.9224861904797,1_0,,,0.0
32.74549162877732,-233.6722111762524,406.4334391734311,1_1,,,0.4250664717660177
32.74549162877732,-355.3619140858745,472.96811990770215,2_0,-1429.1325463439434,355.3619140858745,0.1868260289220994
35.938136638046295,,,0_0,,,
35.938136638046295,,,0_1,,,
35.938136638046295,,,0_2,,,
35.938136638046295,-846.6529902034918,846.6529902034918,1_0,,,0.0
35.938136638046295,-277.9813628836473,485.1327159719101,1_1,,,0.4269993473296431
35.938136638046295,-424.34642589786336,565.3412044367774,2_0,-1701.485133006738,424.34642589786336,0.187198471664324
39.4420605943766,,,0_0,,,
39.4420605943766,,,0_1,,,
39.4420605943766,,,0_2,,,
39.4420605943766,-1014.9129935245631,1014.9129935245631,1_0,,,0.0
39.4420605943766,-331.2912450968136,579.8549726351296,1_1,,,0.4286653374872811
39.4420605943766,-507.38352926602977,676.5437992441379,2_0,-2029.2423310033903,507.38352926602977,0.1875179725382115
43.287612810830616,,,0_0,,,
43.287612810830616,,,0_1,,,
43.287612810830616,,,0_2,,,
43.287612810830616,-1217.5431773632442,1217.5431773632442,1_0,,,0.0
43.287612810830616,-395.4842538578383,693.9158126453124,1_1,,,0.4300688258562775
43.287612810830616,-607.3768829174594,810.4547656411404,2_0,-2423.954212534807,607.3768829174594,0.1877860490172121
47.50810162102798,,,0_0,,,
47.50810162102798,,,0_1,,,
47.50810162102798,,,0_2,,,
47.50810162102798,-1461.577984836584,1461.577984836584,1_0,,,0.0
47.50810162102798,-475.2584073849028,833.4429946566655,1_1,,,0.4297649504142941
47.50810162102798,-729.4542868934913,973.1981955942103,2_0,-2912.4977914621963,729.4542868934913,0.1877280902374677
52.140082879996896,,,0_0,,,
52.140082879996896,,,0_1,,,
52.140082879996896,,,0_2,,,
52.140082879996896,-1755.4897722223182,1755.4897722223182,1_0,,,0.0
52.140082879996896,-569.5369048164513,999.9081014315444,1_1,,,0.4304107507469348
52.140082879996896,-875.2752301986261,1168.12920430311,2_0,-3491.27773090544,875.2752301986261,0.1878512099006973
57.223676593502205,,,0_0,,,
57.223676593502205,,,0_1,,,
57.223676593502205,,,0_2,,,
57.223676593502205,-2109.482900792073,2109.482900792073,1_0,,,0.0
57.223676593502205,-680.5148454582554,1198.1379011738798,1_1,,,0.4320229376004894
57.223676593502205,-1049.1774752500592,1401.367466235425,2_0,-4174.68757703438,1049.1774752500592,0.1881576611257445
62.8029144183426,,,0_0,,,
62.8029144183426,,,0_1,,,
62.8029144183426,,,0_2,,,
62.8029144183426,-2535.8479870735027,2535.8479870735027,1_0,,,0.0
62.8029144183426,-808.0336176258916,1431.450461156214,1_1,,,0.4355140889938831
62.8029144183426,-1254.495363894354,1678.5864755562177,2_0,-4965.392797857123,1254.495363894354,0.1888168689680239
68.92612104349702,,,0_0,,,
68.92612104349702,,,0_1,,,
68.92612104349702,,,0_2,,,
68.92612104349702,-3049.3885992946884,3049.3885992946884,1_0,,,0.0
68.92612104349702,-956.5518630327388,1707.8929550080495,1_1,,,0.439922824069363
68.92612104349702,-1498.3538525647436,2009.3763901920408,2_0,-5891.632235000777,1498.3538525647436,0.1896408324105807
75.64633275546291,,,0_0,,,
75.64633275546291,,,0_1,,,
75.64633275546291,,,0_2,,,
75.64633275546291,-3667.9352312238752,3667.9352312238752,1_0,,,0.0
75.64633275546291,-1138.359973151314,2043.3870537264272,1_1,,,0.442905360942098
75.64633275546291,-1794.0224631638932,2409.5236786646237,2_0,-7023.121151000398,1794.0224631638932,0.1901929411697783
83.02175681319753,,,0_0,,,
83.02175681319753,,,0_1,,,
83.02175681319753,,,0_2,,,
83.02175681319753,-4412.964347980191,4412.964347980191,1_0,,,0.0
83.02175681319753,-1361.9371127382508,2451.566830152704,1_1,,,0.4444625796093767
83.02175681319753,-2153.245865680681,2894.2714072465888,2_0,-8410.071707706762,2153.245865680681,0.1904795213471868
91.11627561154896,,,0_0,,,
91.11627561154896,,,0_1,,,
91.11627561154896,,,0_2,,,
91.11627561154896,-5310.344100880925,5310.344100880925,1_0,,,0.0
91.11627561154896,-1633.574548482692,2945.308636948645,1_1,,,0.4453638820768597
91.11627561154896,-2587.508582772301,3479.568811645098,2_0,-10092.832157594536,2587.508582772301,0.1906448673773053
100.0,,,0_0,,,
100.0,,,0_1,,,
100.0,,,0_2,,,
100.0,-6391.232415179585,6391.232415179585,1_0,,,0.0
100.0,-2040.938289554324,3611.6631838504495,1_1,,,0.434903481952476
100.0,-3164.7378511896663,4233.285490904772,2_0,-12537.8020876358,3164.7378511896663,0.1887020049456484
