chrom,scenario,seed,priv_pca_count,priv_geo_count
3,closest10kpca,5,22087.0,
3,closest10kpca,6,22087.0,
3,closest10kpca,7,22087.0,
3,closest10kpca,8,22087.0,
3,closest10kpca,9,22087.0,
3,closest10kpca,10,22087.0,
3,5epsilongeo,1,,13024.0
3,5epsilongeo,2,,13284.0
3,5epsilongeo,3,,13036.0
3,5epsilongeo,4,,13072.0
3,5epsilongeo,5,,13126.0
3,5epsilongeo,6,,13103.0
3,5epsilongeo,7,,13039.0
3,5epsilongeo,8,,13161.0
3,5epsilongeo,9,,13122.0
3,5epsilongeo,10,,13207.0
3,10epsilongeo,1,,5691.0
3,10epsilongeo,2,,5841.0
3,10epsilongeo,3,,5754.0
3,10epsilongeo,4,,5749.0
3,10epsilongeo,5,,5834.0
3,10epsilongeo,6,,5771.0
3,10epsilongeo,7,,5767.0
3,10epsilongeo,8,,5677.0
3,10epsilongeo,9,,5781.0
3,10epsilongeo,10,,5727.0
3,50epsilongeo,1,,2582.0
3,50epsilongeo,2,,2675.0
3,50epsilongeo,3,,2471.0
3,50epsilongeo,4,,2521.0
3,50epsilongeo,5,,2534.0
3,50epsilongeo,6,,2552.0
3,50epsilongeo,7,,2523.0
3,50epsilongeo,8,,2480.0
3,50epsilongeo,9,,2459.0
3,50epsilongeo,10,,2562.0
3,closest10kgeo,1,,13184.0
3,closest10kgeo,2,,13184.0
3,closest10kgeo,3,,13184.0
3,closest10kgeo,4,,13184.0
3,closest10kgeo,5,,13184.0
3,closest10kgeo,6,,13184.0
3,closest10kgeo,7,,13184.0
3,closest10kgeo,8,,13184.0
3,closest10kgeo,9,,13184.0
3,closest10kgeo,10,,13184.0
3,uniformgeo,1,,2509.0
3,uniformgeo,2,,2550.0
3,uniformgeo,3,,2476.0
3,uniformgeo,4,,2463.0
3,uniformgeo,5,,2586.0
3,uniformgeo,6,,2483.0
3,uniformgeo,7,,2596.0
3,uniformgeo,8,,2580.0
3,uniformgeo,9,,2596.0
3,uniformgeo,10,,2443.0
4,uniform,1,9801.0,
4,uniform,2,9771.0,
4,uniform,3,9683.0,
4,uniform,4,9877.0,
4,uniform,5,9590.0,
4,uniform,6,9830.0,
4,uniform,7,9859.0,
4,uniform,8,9563.0,
4,uniform,9,9795.0,
4,uniform,10,9707.0,
4,5epsilonpca,1,10480.0,
4,5epsilonpca,2,10523.0,
4,5epsilonpca,3,10473.0,
4,5epsilonpca,4,10542.0,
4,5epsilonpca,5,10651.0,
4,5epsilonpca,6,10481.0,
4,5epsilonpca,7,10920.0,
4,5epsilonpca,8,10640.0,
4,5epsilonpca,9,10314.0,
4,5epsilonpca,10,10637.0,
4,10epsilonpca,1,10322.0,
4,10epsilonpca,2,10262.0,
4,10epsilonpca,3,10464.0,
4,10epsilonpca,4,10366.0,
4,10epsilonpca,5,10457.0,
4,10epsilonpca,6,10334.0,
4,10epsilonpca,7,10364.0,
4,10epsilonpca,8,10644.0,
4,10epsilonpca,9,10224.0,
4,10epsilonpca,10,10533.0,
4,50epsilonpca,1,10115.0,
4,50epsilonpca,2,10226.0,
4,50epsilonpca,3,10430.0,
4,50epsilonpca,4,10369.0,
4,50epsilonpca,5,10402.0,
4,50epsilonpca,6,10147.0,
4,50epsilonpca,7,10019.0,
4,50epsilonpca,8,10267.0,
4,50epsilonpca,9,10136.0,
4,50epsilonpca,10,10193.0,
4,100epsilonpca,1,9973.0,
4,100epsilonpca,2,9885.0,
4,100epsilonpca,3,9891.0,
4,100epsilonpca,4,10025.0,
4,100epsilonpca,5,9783.0,
4,100epsilonpca,6,9857.0,
4,100epsilonpca,7,9916.0,
4,100epsilonpca,8,9941.0,
4,100epsilonpca,9,10004.0,
4,100epsilonpca,10,9829.0,
4,closest10kpca,1,15326.0,
4,closest10kpca,2,15326.0,
4,closest10kpca,3,15326.0,
4,closest10kpca,4,15326.0,
4,closest10kpca,5,15326.0,
4,closest10kpca,6,15326.0,
4,closest10kpca,7,15326.0,
4,closest10kpca,8,15326.0,
4,closest10kpca,9,15326.0,
4,closest10kpca,10,15326.0,
4,5epsilongeo,1,,9172.0
4,5epsilongeo,2,,9264.0
4,5epsilongeo,3,,9140.0
4,5epsilongeo,4,,9154.0
4,5epsilongeo,5,,9115.0
4,5epsilongeo,6,,9093.0
4,5epsilongeo,7,,9091.0
4,5epsilongeo,8,,9049.0
4,5epsilongeo,9,,9151.0
4,5epsilongeo,10,,9284.0
4,10epsilongeo,1,,4086.0
4,10epsilongeo,2,,3916.0
4,10epsilongeo,3,,4065.0
4,10epsilongeo,4,,3968.0
4,10epsilongeo,5,,3975.0
4,10epsilongeo,6,,3966.0
4,10epsilongeo,7,,3930.0
4,10epsilongeo,8,,3987.0
4,10epsilongeo,9,,4081.0
4,10epsilongeo,10,,3984.0
4,50epsilongeo,1,,1794.0
4,50epsilongeo,2,,1813.0
4,50epsilongeo,3,,1735.0
4,50epsilongeo,4,,1761.0
4,50epsilongeo,5,,1744.0
4,50epsilongeo,6,,1787.0
4,50epsilongeo,7,,1750.0
4,50epsilongeo,8,,1639.0
4,50epsilongeo,9,,1665.0
4,50epsilongeo,10,,1742.0
4,closest10kgeo,1,,9144.0
4,closest10kgeo,2,,9144.0
4,closest10kgeo,3,,9144.0
4,closest10kgeo,4,,9144.0
4,closest10kgeo,5,,9144.0
4,closest10kgeo,6,,9144.0
4,closest10kgeo,7,,9144.0
4,closest10kgeo,8,,9144.0
4,closest10kgeo,9,,9144.0
4,closest10kgeo,10,,9144.0
4,uniformgeo,1,,1756.0
4,uniformgeo,2,,1796.0
4,uniformgeo,3,,1662.0
4,uniformgeo,4,,1771.0
4,uniformgeo,5,,1754.0
4,uniformgeo,6,,1731.0
4,uniformgeo,7,,1825.0
4,uniformgeo,8,,1814.0
4,uniformgeo,9,,1834.0
4,uniformgeo,10,,1734.0
5,uniform,1,10750.0,
5,uniform,2,10703.0,
5,uniform,3,10608.0,
5,uniform,4,10830.0,
5,uniform,5,10483.0,
5,uniform,6,10749.0,
5,uniform,7,10761.0,
5,uniform,8,10587.0,
5,uniform,9,10734.0,
5,uniform,10,10721.0,
5,5epsilonpca,1,11721.0,
5,5epsilonpca,2,11828.0,
5,5epsilonpca,3,11658.0,
5,5epsilonpca,4,11909.0,
5,5epsilonpca,5,11759.0,
5,5epsilonpca,6,11678.0,
5,5epsilonpca,7,11856.0,
5,5epsilonpca,8,11593.0,
5,5epsilonpca,9,11362.0,
5,5epsilonpca,10,11672.0,
5,10epsilonpca,1,11711.0,
5,10epsilonpca,2,11397.0,
5,10epsilonpca,3,11428.0,
5,10epsilonpca,4,11601.0,
5,10epsilonpca,5,11553.0,
5,10epsilonpca,6,11517.0,
5,10epsilonpca,7,11404.0,
5,10epsilonpca,8,11698.0,
5,10epsilonpca,9,11485.0,
5,10epsilonpca,10,11791.0,
5,50epsilonpca,1,11379.0,
5,50epsilonpca,2,11279.0,
5,50epsilonpca,3,11440.0,
5,50epsilonpca,4,11287.0,
5,50epsilonpca,5,11485.0,
5,50epsilonpca,6,11155.0,
5,50epsilonpca,7,11502.0,
5,50epsilonpca,8,11269.0,
5,50epsilonpca,9,11214.0,
5,50epsilonpca,10,11176.0,
5,100epsilonpca,1,11107.0,
5,100epsilonpca,2,10988.0,
5,100epsilonpca,3,11012.0,
5,100epsilonpca,4,11175.0,
5,100epsilonpca,5,10951.0,
5,100epsilonpca,6,10940.0,
5,100epsilonpca,7,10925.0,
5,100epsilonpca,8,11007.0,
5,100epsilonpca,9,10985.0,
5,100epsilonpca,10,11177.0,
5,closest10kpca,1,16726.0,
5,closest10kpca,2,16726.0,
5,closest10kpca,3,16726.0,
5,closest10kpca,4,16726.0,
5,closest10kpca,5,16726.0,
5,closest10kpca,6,16726.0,
5,closest10kpca,7,16726.0,
5,closest10kpca,8,16726.0,
5,closest10kpca,9,16726.0,
5,closest10kpca,10,16726.0,
5,5epsilongeo,1,,10052.0
5,5epsilongeo,2,,10128.0
5,5epsilongeo,3,,9984.0
5,5epsilongeo,4,,10111.0
5,5epsilongeo,5,,10063.0
5,5epsilongeo,6,,10160.0
5,5epsilongeo,7,,10106.0
5,5epsilongeo,8,,10150.0
5,5epsilongeo,9,,10008.0
5,5epsilongeo,10,,9990.0
5,10epsilongeo,1,,4427.0
5,10epsilongeo,2,,4368.0
5,10epsilongeo,3,,4448.0
5,10epsilongeo,4,,4448.0
5,10epsilongeo,5,,4421.0
5,10epsilongeo,6,,4406.0
5,10epsilongeo,7,,4511.0
5,10epsilongeo,8,,4326.0
5,10epsilongeo,9,,4510.0
5,10epsilongeo,10,,4442.0
5,50epsilongeo,1,,2027.0
5,50epsilongeo,2,,1949.0
5,50epsilongeo,3,,1919.0
5,50epsilongeo,4,,1894.0
5,50epsilongeo,5,,1955.0
5,50epsilongeo,6,,1863.0
5,50epsilongeo,7,,1970.0
5,50epsilongeo,8,,1915.0
5,50epsilongeo,9,,1834.0
5,50epsilongeo,10,,1872.0
5,closest10kgeo,1,,9998.0
5,closest10kgeo,2,,9998.0
5,closest10kgeo,3,,9998.0
5,closest10kgeo,4,,9998.0
5,closest10kgeo,5,,9998.0
5,closest10kgeo,6,,9998.0
5,closest10kgeo,7,,9998.0
5,closest10kgeo,8,,9998.0
5,closest10kgeo,9,,9998.0
5,closest10kgeo,10,,9998.0
5,uniformgeo,1,,2004.0
5,uniformgeo,2,,1908.0
5,uniformgeo,3,,1907.0
5,uniformgeo,4,,1929.0
5,uniformgeo,5,,1931.0
5,uniformgeo,6,,1946.0
5,uniformgeo,7,,1960.0
5,uniformgeo,8,,2060.0
5,uniformgeo,9,,1995.0
5,uniformgeo,10,,1920.0
6,uniform,1,12075.0,
6,uniform,2,11839.0,
6,uniform,3,12065.0,
6,uniform,4,11987.0,
6,uniform,5,11756.0,
6,uniform,6,12118.0,
6,uniform,7,12040.0,
6,uniform,8,11993.0,
6,uniform,9,11853.0,
6,uniform,10,12086.0,
6,5epsilonpca,1,13386.0,
6,5epsilonpca,2,12988.0,
6,5epsilonpca,3,12984.0,
6,5epsilonpca,4,13055.0,
6,5epsilonpca,5,13219.0,
6,5epsilonpca,6,13074.0,
6,5epsilonpca,7,13142.0,
6,5epsilonpca,8,13211.0,
6,5epsilonpca,9,12964.0,
6,5epsilonpca,10,13004.0,
6,10epsilonpca,1,12967.0,
6,10epsilonpca,2,12837.0,
6,10epsilonpca,3,12956.0,
6,10epsilonpca,4,12821.0,
6,10epsilonpca,5,12979.0,
6,10epsilonpca,6,12842.0,
6,10epsilonpca,7,12906.0,
6,10epsilonpca,8,12942.0,
6,10epsilonpca,9,12719.0,
6,10epsilonpca,10,13115.0,
6,50epsilonpca,1,12875.0,
6,50epsilonpca,2,12777.0,
6,50epsilonpca,3,12589.0,
6,50epsilonpca,4,12673.0,
6,50epsilonpca,5,12592.0,
6,50epsilonpca,6,12537.0,
6,50epsilonpca,7,12773.0,
6,50epsilonpca,8,12774.0,
6,50epsilonpca,9,12704.0,
6,50epsilonpca,10,12499.0,
6,100epsilonpca,1,12143.0,
6,100epsilonpca,2,12447.0,
6,100epsilonpca,3,12253.0,
6,100epsilonpca,4,12373.0,
6,100epsilonpca,5,12185.0,
6,100epsilonpca,6,12240.0,
6,100epsilonpca,7,12549.0,
6,100epsilonpca,8,12113.0,
6,100epsilonpca,9,12274.0,
6,100epsilonpca,10,12322.0,
6,closest10kpca,1,18611.0,
6,closest10kpca,2,18611.0,
6,closest10kpca,3,18611.0,
6,closest10kpca,4,18611.0,
6,closest10kpca,5,18611.0,
6,closest10kpca,6,18611.0,
6,closest10kpca,7,18611.0,
6,closest10kpca,8,18611.0,
6,closest10kpca,9,18611.0,
6,closest10kpca,10,18611.0,
6,5epsilongeo,1,,11551.0
6,5epsilongeo,2,,11432.0
6,5epsilongeo,3,,11361.0
6,5epsilongeo,4,,11444.0
6,5epsilongeo,5,,11338.0
6,5epsilongeo,6,,11343.0
6,5epsilongeo,7,,11375.0
6,5epsilongeo,8,,11370.0
6,5epsilongeo,9,,11441.0
6,5epsilongeo,10,,11545.0
6,10epsilongeo,1,,4964.0
6,10epsilongeo,2,,4985.0
6,10epsilongeo,3,,4982.0
6,10epsilongeo,4,,4856.0
6,10epsilongeo,5,,5041.0
6,10epsilongeo,6,,4968.0
6,10epsilongeo,7,,4861.0
6,10epsilongeo,8,,4902.0
6,10epsilongeo,9,,4938.0
6,10epsilongeo,10,,4966.0
6,50epsilongeo,1,,2222.0
6,50epsilongeo,2,,2273.0
6,50epsilongeo,3,,2187.0
6,50epsilongeo,4,,2144.0
6,50epsilongeo,5,,2264.0
6,50epsilongeo,6,,2171.0
6,50epsilongeo,7,,2141.0
6,50epsilongeo,8,,2124.0
6,50epsilongeo,9,,2098.0
6,50epsilongeo,10,,2187.0
6,closest10kgeo,1,,11449.0
6,closest10kgeo,2,,11449.0
6,closest10kgeo,3,,11449.0
6,closest10kgeo,4,,11449.0
6,closest10kgeo,5,,11449.0
6,closest10kgeo,6,,11449.0
6,closest10kgeo,7,,11449.0
6,closest10kgeo,8,,11449.0
6,closest10kgeo,9,,11449.0
6,closest10kgeo,10,,11449.0
6,uniformgeo,1,,2205.0
6,uniformgeo,2,,2104.0
6,uniformgeo,3,,2126.0
6,uniformgeo,4,,2092.0
6,uniformgeo,5,,2238.0
6,uniformgeo,6,,2165.0
6,uniformgeo,7,,2268.0
6,uniformgeo,8,,2193.0
6,uniformgeo,9,,2247.0
6,uniformgeo,10,,2251.0
7,uniform,1,11396.0,
7,uniform,2,11217.0,
7,uniform,3,11308.0,
7,uniform,4,11419.0,
7,uniform,5,11285.0,
7,uniform,6,11459.0,
7,uniform,7,11532.0,
7,uniform,8,11104.0,
7,uniform,9,11285.0,
7,uniform,10,11299.0,
7,5epsilonpca,1,12437.0,
7,5epsilonpca,2,12270.0,
7,5epsilonpca,3,12391.0,
7,5epsilonpca,4,12308.0,
7,5epsilonpca,5,12295.0,
7,5epsilonpca,6,12303.0,
7,5epsilonpca,7,12449.0,
7,5epsilonpca,8,12227.0,
7,5epsilonpca,9,12435.0,
7,5epsilonpca,10,11935.0,
7,10epsilonpca,1,12226.0,
7,10epsilonpca,2,11937.0,
7,10epsilonpca,3,12205.0,
7,10epsilonpca,4,12019.0,
7,10epsilonpca,5,12340.0,
7,10epsilonpca,6,12103.0,
7,10epsilonpca,7,12032.0,
7,10epsilonpca,8,12132.0,
7,10epsilonpca,9,12081.0,
7,10epsilonpca,10,12585.0,
7,50epsilonpca,1,12022.0,
7,50epsilonpca,2,11816.0,
7,50epsilonpca,3,12142.0,
7,50epsilonpca,4,11941.0,
7,50epsilonpca,5,12011.0,
7,50epsilonpca,6,11859.0,
7,50epsilonpca,7,11914.0,
7,50epsilonpca,8,12100.0,
7,50epsilonpca,9,11893.0,
7,50epsilonpca,10,11942.0,
7,100epsilonpca,1,11542.0,
7,100epsilonpca,2,11471.0,
7,100epsilonpca,3,11241.0,
7,100epsilonpca,4,11528.0,
7,100epsilonpca,5,11447.0,
7,100epsilonpca,6,11462.0,
7,100epsilonpca,7,11595.0,
7,100epsilonpca,8,11458.0,
7,100epsilonpca,9,11666.0,
7,100epsilonpca,10,11491.0,
7,closest10kpca,1,17675.0,
7,closest10kpca,2,17675.0,
7,closest10kpca,3,17675.0,
7,closest10kpca,4,17675.0,
7,closest10kpca,5,17675.0,
7,closest10kpca,6,17675.0,
7,closest10kpca,7,17675.0,
7,closest10kpca,8,17675.0,
7,closest10kpca,9,17675.0,
7,closest10kpca,10,17675.0,
7,5epsilongeo,1,,10564.0
7,5epsilongeo,2,,10882.0
7,5epsilongeo,3,,10599.0
7,5epsilongeo,4,,10501.0
7,5epsilongeo,5,,10739.0
7,5epsilongeo,6,,10613.0
7,5epsilongeo,7,,10584.0
7,5epsilongeo,8,,10620.0
7,5epsilongeo,9,,10614.0
7,5epsilongeo,10,,10668.0
7,10epsilongeo,1,,4680.0
7,10epsilongeo,2,,4593.0
7,10epsilongeo,3,,4748.0
7,10epsilongeo,4,,4578.0
7,10epsilongeo,5,,4623.0
7,10epsilongeo,6,,4684.0
7,10epsilongeo,7,,4597.0
7,10epsilongeo,8,,4665.0
7,10epsilongeo,9,,4760.0
7,10epsilongeo,10,,4555.0
7,50epsilongeo,1,,2134.0
7,50epsilongeo,2,,2095.0
7,50epsilongeo,3,,2030.0
7,50epsilongeo,4,,2115.0
7,50epsilongeo,5,,2084.0
7,50epsilongeo,6,,2137.0
7,50epsilongeo,7,,2043.0
7,50epsilongeo,8,,1991.0
7,50epsilongeo,9,,2002.0
7,50epsilongeo,10,,2097.0
7,closest10kgeo,1,,10732.0
7,closest10kgeo,2,,10732.0
7,closest10kgeo,3,,10732.0
7,closest10kgeo,4,,10732.0
7,closest10kgeo,5,,10732.0
7,closest10kgeo,6,,10732.0
7,closest10kgeo,7,,10732.0
7,closest10kgeo,8,,10732.0
7,closest10kgeo,9,,10732.0
7,closest10kgeo,10,,10732.0
7,uniformgeo,1,,2154.0
7,uniformgeo,2,,1986.0
7,uniformgeo,3,,2001.0
7,uniformgeo,4,,2079.0
7,uniformgeo,5,,2045.0
7,uniformgeo,6,,1968.0
7,uniformgeo,7,,2166.0
7,uniformgeo,8,,2156.0
7,uniformgeo,9,,2070.0
7,uniformgeo,10,,2119.0
8,uniform,1,8745.0,
8,uniform,2,8669.0,
8,uniform,3,8700.0,
8,uniform,4,8881.0,
8,uniform,5,8664.0,
8,uniform,6,8680.0,
8,uniform,7,8606.0,
8,uniform,8,8542.0,
8,uniform,9,8435.0,
8,uniform,10,8666.0,
8,5epsilonpca,1,9477.0,
8,5epsilonpca,2,9489.0,
8,5epsilonpca,3,9411.0,
8,5epsilonpca,4,9509.0,
8,5epsilonpca,5,9310.0,
8,5epsilonpca,6,9354.0,
8,5epsilonpca,7,9454.0,
8,5epsilonpca,8,9423.0,
8,5epsilonpca,9,9433.0,
8,5epsilonpca,10,9483.0,
8,10epsilonpca,1,9436.0,
8,10epsilonpca,2,9257.0,
8,10epsilonpca,3,9488.0,
8,10epsilonpca,4,9543.0,
8,10epsilonpca,5,9246.0,
8,10epsilonpca,6,9274.0,
8,10epsilonpca,7,9156.0,
8,10epsilonpca,8,9219.0,
