sigma,rho,s,w,mu,logl
13.0,3.51,0.005298316906283708,50,1.25e-08,-2360.385655578396
12.0,3.86,0.005298316906283708,50,1.25e-08,-2360.424470639678
14.0,3.17,0.005298316906283708,50,1.25e-08,-2360.525953080617
17.0,2.49,0.005298316906283708,50,1.25e-08,-2360.5786655815127
19.0,2.15,0.005298316906283708,50,1.25e-08,-2360.9162235276917
5.0,9.66,0.005298316906283708,50,1.25e-08,-2361.02460150721
10.0,4.88,0.005298316906283708,50,1.25e-08,-2361.605428360901
25.0,1.47,0.005298316906283708,50,1.25e-08,-2361.6723859816884
8.0,6.24,0.005298316906283708,50,1.25e-08,-2361.7219689575295
6.0,8.29,0.005298316906283708,50,1.25e-08,-2361.8263254383355
7.0,6.93,0.005298316906283708,50,1.25e-08,-2361.8359730886405
30.0,1.12,0.005298316906283708,50,1.25e-08,-2362.1886939552774
21.0,1.81,0.005298316906283708,50,1.25e-08,-2363.348045400642
11.0,4.2,0.005298316906283708,50,1.25e-08,-2363.4111530572945
5.0,9.32,0.005298316906283708,50,1.25e-08,-2363.6376586787055
6.0,7.95,0.005298316906283708,50,1.25e-08,-2363.821381270803
9.0,5.56,0.005298316906283708,50,1.25e-08,-2364.3701175019064
15.0,2.83,0.005298316906283708,50,1.25e-08,-2365.3490690705603
7.0,7.27,0.005298316906283708,50,1.25e-08,-2365.661073229504
29.0,1.12,0.005298316906283708,50,1.25e-08,-2365.80243040608
9.0,5.22,0.005298316906283708,50,1.25e-08,-2367.2887635872494
8.0,5.9,0.005298316906283708,50,1.25e-08,-2369.0238499875645
22.0,1.81,0.005298316906283708,50,1.25e-08,-2369.803493542511
24.0,1.47,0.005298316906283708,50,1.25e-08,-2370.369208886991
5.0,10.0,0.005298316906283708,50,1.25e-08,-2371.693944934678
16.0,2.83,0.005298316906283708,50,1.25e-08,-2376.141829892508
11.0,4.54,0.005298316906283708,50,1.25e-08,-2376.1984769821356
6.0,8.63,0.005298316906283708,50,1.25e-08,-2377.7633303345883
10.0,4.54,0.005298316906283708,50,1.25e-08,-2377.9059511885193
6.0,8.98,0.006210169418915616,50,1.25e-08,-2380.0235300007816
17.0,2.83,0.006210169418915616,50,1.25e-08,-2380.167380453715
11.0,4.88,0.006210169418915616,50,1.25e-08,-2380.5050153827906
27.0,1.47,0.006210169418915616,50,1.25e-08,-2380.817792961936
8.0,6.93,0.006210169418915616,50,1.25e-08,-2380.9978887734424
5.0,8.98,0.005298316906283708,50,1.25e-08,-2381.0109235162076
21.0,2.15,0.006210169418915616,50,1.25e-08,-2381.177722461941
18.0,2.15,0.005298316906283708,50,1.25e-08,-2382.0848668514614
7.0,7.95,0.006210169418915616,50,1.25e-08,-2382.1942440045327
9.0,5.9,0.006210169418915616,50,1.25e-08,-2383.0907632945646
7.0,7.61,0.006210169418915616,50,1.25e-08,-2383.1450117755467
19.0,2.49,0.006210169418915616,50,1.25e-08,-2383.4855568909497
13.0,3.86,0.006210169418915616,50,1.25e-08,-2384.062830822185
14.0,3.51,0.006210169418915616,50,1.25e-08,-2384.3725250699135
24.0,1.81,0.006210169418915616,50,1.25e-08,-2384.4555540549754
7.0,6.59,0.005298316906283708,50,1.25e-08,-2384.5379555167633
10.0,5.22,0.006210169418915616,50,1.25e-08,-2385.3867188806066
23.0,1.81,0.006210169418915616,50,1.25e-08,-2385.4769104168236
10.0,5.56,0.006210169418915616,50,1.25e-08,-2385.6048322642946
9.0,6.24,0.006210169418915616,50,1.25e-08,-2385.7892110458915
8.0,6.59,0.005298316906283708,50,1.25e-08,-2386.0989601468827
6.0,7.61,0.005298316906283708,50,1.25e-08,-2386.1028317658784
8.0,6.59,0.006210169418915616,50,1.25e-08,-2387.5480098930752
6.0,9.32,0.006210169418915616,50,1.25e-08,-2387.882829047464
6.0,8.63,0.006210169418915616,50,1.25e-08,-2387.963042355547
12.0,4.2,0.006210169418915616,50,1.25e-08,-2388.3451423162815
12.0,4.54,0.006210169418915616,50,1.25e-08,-2388.387191253808
16.0,3.17,0.006210169418915616,50,1.25e-08,-2388.6526893840455
26.0,1.47,0.005298316906283708,50,1.25e-08,-2388.761005702027
28.0,1.47,0.006210169418915616,50,1.25e-08,-2389.091927526816
5.0,10.0,0.006210169418915616,50,1.25e-08,-2389.419562796731
16.0,2.49,0.005298316906283708,50,1.25e-08,-2389.9138075888313
15.0,3.17,0.006210169418915616,50,1.25e-08,-2390.235009164753
18.0,2.49,0.006210169418915616,50,1.25e-08,-2392.3104330855695
7.0,7.61,0.005298316906283708,50,1.25e-08,-2392.5070873944665
20.0,2.15,0.006210169418915616,50,1.25e-08,-2395.051279251137
12.0,4.2,0.005298316906283708,50,1.25e-08,-2395.695994493262
20.0,2.15,0.005298316906283708,50,1.25e-08,-2395.825139339734
