sigma,rho,s,w,mu,logl
51.91836734693878,0.1531591836734693,0.01,multi,1.25e-08,-103.62151117245423
51.91836734693878,0.1531591836734693,0.01193776641714437,multi,1.25e-08,-114.09728121881426
51.91836734693878,0.1531591836734693,0.008376776400682925,multi,1.25e-08,-119.1216266168296
51.91836734693878,0.1531591836734693,0.014251026703029992,multi,1.25e-08,-147.15385935231114
51.91836734693878,0.1531591836734693,0.00701703828670383,multi,1.25e-08,-164.64658983547676
51.91836734693878,0.1531591836734693,0.017012542798525893,multi,1.25e-08,-199.96563880423918
51.91836734693878,0.1531591836734693,0.0058780160722749115,multi,1.25e-08,-244.99913534292534
51.91836734693878,0.1531591836734693,0.020309176209047368,multi,1.25e-08,-270.2054083541004
51.91836734693878,0.1531591836734693,0.024244620170823284,multi,1.25e-08,-355.9847058163644
51.91836734693878,0.1531591836734693,0.004923882631706742,multi,1.25e-08,-365.8535224841
51.91836734693878,0.1531591836734693,0.028942661247167517,multi,1.25e-08,-455.8038749736639
51.91836734693878,0.1531591836734693,0.004124626382901352,multi,1.25e-08,-533.893832271644
51.91836734693878,0.1531591836734693,0.03455107294592222,multi,1.25e-08,-568.5102477172256
51.91836734693878,0.1531591836734693,0.04124626382901352,multi,1.25e-08,-693.2629830231663
51.91836734693878,0.1531591836734693,0.003455107294592218,multi,1.25e-08,-756.9757923741041
51.91836734693878,0.1531591836734693,0.04923882631706741,multi,1.25e-08,-829.503171289424
51.91836734693878,0.1531591836734693,0.05878016072274912,multi,1.25e-08,-976.9278637628931
51.91836734693878,0.1531591836734693,0.0028942661247167516,multi,1.25e-08,-1044.3154201627724
51.91836734693878,0.1531591836734693,0.07017038286703829,multi,1.25e-08,-1135.4667238970503
51.91836734693878,0.1531591836734693,0.08376776400682924,multi,1.25e-08,-1305.2600375199113
51.91836734693878,0.1531591836734693,0.0024244620170823282,multi,1.25e-08,-1406.7080543487814
51.91836734693878,0.1531591836734693,0.1,multi,1.25e-08,-1486.6368845224538
51.91836734693878,0.1531591836734693,0.002030917620904735,multi,1.25e-08,-1856.7815607888053
51.91836734693878,0.1531591836734693,0.0017012542798525892,multi,1.25e-08,-2409.2875874225474
51.91836734693878,0.1531591836734693,0.0014251026703029992,multi,1.25e-08,-3081.43461851444
51.91836734693878,0.1531591836734693,0.001193776641714437,multi,1.25e-08,-3893.2661106196483
51.91836734693878,0.1531591836734693,0.001,multi,1.25e-08,-4868.085996660277
51.91836734693878,0.1531591836734693,0.0008376776400682924,multi,1.25e-08,-6032.932056223288
51.91836734693878,0.1531591836734693,0.000701703828670383,multi,1.25e-08,-7419.094697411135
51.91836734693878,0.1531591836734693,0.0005878016072274912,multi,1.25e-08,-9062.674058533134
51.91836734693878,0.1531591836734693,0.0004923882631706741,multi,1.25e-08,-11005.16129877308
51.91836734693878,0.1531591836734693,0.0004124626382901352,multi,1.25e-08,-13294.019526496915
51.91836734693878,0.1531591836734693,0.0003455107294592218,multi,1.25e-08,-15983.224696218876
51.91836734693878,0.1531591836734693,0.0002894266124716752,multi,1.25e-08,-19133.705255646204
51.91836734693878,0.1531591836734693,0.00024244620170823283,multi,1.25e-08,-22813.58911353109
51.91836734693878,0.1531591836734693,0.0002030917620904735,multi,1.25e-08,-27098.12486571183
51.91836734693878,0.1531591836734693,0.00017012542798525892,multi,1.25e-08,-32069.087926582222
51.91836734693878,0.1531591836734693,0.00014251026703029977,multi,1.25e-08,-37813.407829306576
51.91836734693878,0.1531591836734693,0.00011937766417144369,multi,1.25e-08,-44420.65751646094
51.91836734693878,0.1531591836734693,0.0001,multi,1.25e-08,-51978.9278609233
