sigma,rho,s,w,mu,logl
1.0,9.317241379310344,0.005298316906283708,50,1.25e-08,-42.48389532242663
4.0,5.562068965517241,0.005298316906283708,50,1.25e-08,-42.49658463466062
2.0,7.951724137931034,0.005298316906283708,50,1.25e-08,-42.49750477090106
18.0,1.124137931034483,0.005298316906283708,50,1.25e-08,-42.50680033934577
7.0,3.513793103448276,0.005298316906283708,50,1.25e-08,-42.53317334117992
11.0,2.148275862068966,0.005298316906283708,50,1.25e-08,-42.556123266591385
3.0,6.586206896551724,0.005298316906283708,50,1.25e-08,-42.59683810504657
15.0,1.4655172413793105,0.005298316906283708,50,1.25e-08,-42.624948305679936
23.0,0.7827586206896552,0.005298316906283708,50,1.25e-08,-42.88296244122648
5.0,4.879310344827586,0.005298316906283708,50,1.25e-08,-43.09582453311009
24.0,0.7827586206896552,0.005298316906283708,50,1.25e-08,-43.14250907928454
1.0,9.658620689655173,0.005298316906283708,50,1.25e-08,-43.16251491926596
3.0,6.927586206896551,0.005298316906283708,50,1.25e-08,-43.214718423771046
2.0,8.293103448275863,0.005298316906283708,50,1.25e-08,-43.24090211851831
1.0,8.975862068965517,0.005298316906283708,50,1.25e-08,-43.322928340339104
5.0,4.537931034482758,0.005298316906283708,50,1.25e-08,-43.3678675805063
6.0,4.196551724137931,0.005298316906283708,50,1.25e-08,-43.37998369365209
13.0,1.806896551724138,0.005298316906283708,50,1.25e-08,-43.475350215689105
8.0,3.1724137931034484,0.005298316906283708,50,1.25e-08,-43.531228923327035
6.0,3.855172413793104,0.005298316906283708,50,1.25e-08,-43.6237583692041
10.0,2.4896551724137934,0.005298316906283708,50,1.25e-08,-43.71466122349284
2.0,7.610344827586207,0.005298316906283708,50,1.25e-08,-43.86093869195133
4.0,5.903448275862069,0.005298316906283708,50,1.25e-08,-44.1235841069697
9.0,2.831034482758621,0.005298316906283708,50,1.25e-08,-44.25626795305584
12.0,1.806896551724138,0.005298316906283708,50,1.25e-08,-44.34230043737648
19.0,1.124137931034483,0.005298316906283708,50,1.25e-08,-44.96487130246442
3.0,6.244827586206896,0.005298316906283708,50,1.25e-08,-45.12524014420501
1.0,10.0,0.005298316906283708,50,1.25e-08,-45.13051036883894
4.0,5.220689655172413,0.005298316906283708,50,1.25e-08,-45.189536584733105
