sigma,rho,s,w,mu,logl
62.102040816326536,0.1,0.005298316906283708,multi,1.25e-08,-653.1928703404405
51.91836734693878,0.1,0.004520353656360241,multi,1.25e-08,-670.5628041036871
51.91836734693878,0.1,0.0038566204211634724,multi,1.25e-08,-671.0185199862037
41.734693877551024,0.1,0.0032903445623126675,multi,1.25e-08,-708.4616514636157
62.102040816326536,0.1,0.004520353656360241,multi,1.25e-08,-748.9424604847527
41.734693877551024,0.1,0.0028072162039411755,multi,1.25e-08,-750.1218403975518
72.28571428571429,0.1,0.006210169418915616,multi,1.25e-08,-760.7397144113513
21.367346938775512,0.4413793103448276,0.004520353656360241,multi,1.25e-08,-792.6559533465004
21.367346938775512,0.4413793103448276,0.005298316906283708,multi,1.25e-08,-792.6955486781881
31.551020408163268,0.1,0.0020433597178569417,multi,1.25e-08,-796.1353070472373
72.28571428571429,0.1,0.005298316906283708,multi,1.25e-08,-826.0895579291132
62.102040816326536,0.1,0.006210169418915616,multi,1.25e-08,-875.1839769969877
31.551020408163268,0.1,0.0017433288221999873,multi,1.25e-08,-904.417504274794
21.367346938775512,0.1,0.001082636733874054,multi,1.25e-08,-934.5830177954103
41.734693877551024,0.1,0.0038566204211634724,multi,1.25e-08,-938.5612343916953
82.46938775510205,0.1,0.006210169418915616,multi,1.25e-08,-950.0562032476416
31.551020408163268,0.1,0.002395026619987486,multi,1.25e-08,-951.4946706774726
51.91836734693878,0.1,0.005298316906283708,multi,1.25e-08,-955.5074924485145
21.367346938775512,0.1,0.0009236708571873865,multi,1.25e-08,-956.6946766037552
11.183673469387756,0.7827586206896552,0.0038566204211634724,multi,1.25e-08,-964.7426458489233
11.183673469387756,0.7827586206896552,0.004520353656360241,multi,1.25e-08,-982.9021142193371
11.183673469387756,1.124137931034483,0.005298316906283708,multi,1.25e-08,-985.5497154953837
51.91836734693878,0.1,0.0032903445623126675,multi,1.25e-08,-1000.1656398371513
11.183673469387756,0.1,0.0003039195382313198,multi,1.25e-08,-1011.9517523574891
82.46938775510205,0.1,0.007278953843983146,multi,1.25e-08,-1018.2471059134057
72.28571428571429,0.1,0.007278953843983146,multi,1.25e-08,-1028.863794383644
21.367346938775512,0.4413793103448276,0.006210169418915616,multi,1.25e-08,-1048.9349933066314
11.183673469387756,0.4413793103448276,0.0020433597178569417,multi,1.25e-08,-1057.1083135153117
11.183673469387756,1.124137931034483,0.006210169418915616,multi,1.25e-08,-1063.266241055614
21.367346938775512,0.4413793103448276,0.0038566204211634724,multi,1.25e-08,-1082.941264325905
31.551020408163268,0.4413793103448276,0.006210169418915616,multi,1.25e-08,-1087.7751288850122
11.183673469387756,0.1,0.0002592943797404667,multi,1.25e-08,-1090.2104064584905
11.183673469387756,0.4413793103448276,0.002395026619987486,multi,1.25e-08,-1102.1153328748435
41.734693877551024,0.1,0.002395026619987486,multi,1.25e-08,-1105.2146457188833
31.551020408163268,0.4413793103448276,0.007278953843983146,multi,1.25e-08,-1143.5951225453678
21.367346938775512,0.1,0.0012689610031679222,multi,1.25e-08,-1150.5459302439249
11.183673469387756,0.7827586206896552,0.0032903445623126675,multi,1.25e-08,-1163.7909436055622
11.183673469387756,1.124137931034483,0.004520353656360241,multi,1.25e-08,-1167.741982359505
11.183673469387756,0.1,0.0003562247890262444,multi,1.25e-08,-1169.8854508692418
11.183673469387756,0.7827586206896552,0.005298316906283708,multi,1.25e-08,-1195.51339021229
11.183673469387756,1.4655172413793105,0.006210169418915616,multi,1.25e-08,-1206.928488200198
11.183673469387756,0.4413793103448276,0.0017433288221999873,multi,1.25e-08,-1209.2355523735505
62.102040816326536,0.1,0.0038566204211634724,multi,1.25e-08,-1210.3862840550053
92.6530612244898,0.1,0.007278953843983146,multi,1.25e-08,-1227.9218848201408
21.367346938775512,0.7827586206896552,0.006210169418915616,multi,1.25e-08,-1241.6017471387872
21.367346938775512,0.1,0.0007880462815669912,multi,1.25e-08,-1254.4542198942386
82.46938775510205,0.1,0.005298316906283708,multi,1.25e-08,-1267.3693617404233
72.28571428571429,0.1,0.004520353656360241,multi,1.25e-08,-1275.1735515756955
21.367346938775512,0.7827586206896552,0.007278953843983146,multi,1.25e-08,-1279.125105149254
31.551020408163268,0.1,0.0014873521072935117,multi,1.25e-08,-1317.2395547244732
11.183673469387756,0.4413793103448276,0.0028072162039411755,multi,1.25e-08,-1317.5821559932872
92.6530612244898,0.1,0.006210169418915616,multi,1.25e-08,-1324.730320469285
31.551020408163268,0.1,0.0028072162039411755,multi,1.25e-08,-1334.7552948554028
