sigma,rho,s,w,mu,logl
11.183673469387756,4.285757142857142,0.00701703828670383,multi,1.25e-08,-620.1748998896668
11.183673469387756,4.285757142857142,0.0058780160722749115,multi,1.25e-08,-679.7582281813446
11.183673469387756,4.285757142857142,0.008376776400682925,multi,1.25e-08,-688.9712917897234
11.183673469387756,4.285757142857142,0.01,multi,1.25e-08,-874.1340353328042
11.183673469387756,4.285757142857142,0.004923882631706742,multi,1.25e-08,-881.9925697832468
11.183673469387756,4.285757142857142,0.01193776641714437,multi,1.25e-08,-1165.541411261321
11.183673469387756,4.285757142857142,0.004124626382901352,multi,1.25e-08,-1243.8062824565632
11.183673469387756,4.285757142857142,0.014251026703029992,multi,1.25e-08,-1554.6307311187456
11.183673469387756,4.285757142857142,0.003455107294592218,multi,1.25e-08,-1785.2169434482294
11.183673469387756,4.285757142857142,0.017012542798525893,multi,1.25e-08,-2034.1008074034635
11.183673469387756,4.285757142857142,0.0028942661247167516,multi,1.25e-08,-2529.7975347480306
11.183673469387756,4.285757142857142,0.020309176209047368,multi,1.25e-08,-2597.651053778375
11.183673469387756,4.285757142857142,0.024244620170823284,multi,1.25e-08,-3239.7582666097755
11.183673469387756,4.285757142857142,0.0024244620170823282,multi,1.25e-08,-3505.177982512824
11.183673469387756,4.285757142857142,0.028942661247167517,multi,1.25e-08,-3955.4911193668772
11.183673469387756,4.285757142857142,0.03455107294592222,multi,1.25e-08,-4740.3610313606405
11.183673469387756,4.285757142857142,0.002030917620904735,multi,1.25e-08,-4743.582611532047
11.183673469387756,4.285757142857142,0.04124626382901352,multi,1.25e-08,-5590.206604113073
11.183673469387756,4.285757142857142,0.0017012542798525892,multi,1.25e-08,-6282.401751475827
11.183673469387756,4.285757142857142,0.04923882631706741,multi,1.25e-08,-6501.10753042931
11.183673469387756,4.285757142857142,0.05878016072274912,multi,1.25e-08,-7469.323019651751
11.183673469387756,4.285757142857142,0.0014251026703029992,multi,1.25e-08,-8164.791383919623
11.183673469387756,4.285757142857142,0.07017038286703829,multi,1.25e-08,-8491.24950617475
11.183673469387756,4.285757142857142,0.08376776400682924,multi,1.25e-08,-9563.39274772106
11.183673469387756,4.285757142857142,0.001193776641714437,multi,1.25e-08,-10440.287860109078
11.183673469387756,4.285757142857142,0.1,multi,1.25e-08,-10682.35026757565
11.183673469387756,4.285757142857142,0.001,multi,1.25e-08,-13165.414747217734
11.183673469387756,4.285757142857142,0.0008376776400682924,multi,1.25e-08,-16404.244969106167
11.183673469387756,4.285757142857142,0.000701703828670383,multi,1.25e-08,-20228.86252252714
11.183673469387756,4.285757142857142,0.0005878016072274912,multi,1.25e-08,-24719.642811890335
11.183673469387756,4.285757142857142,0.0004923882631706741,multi,1.25e-08,-29965.237450716937
11.183673469387756,4.285757142857142,0.0004124626382901352,multi,1.25e-08,-36062.106500321395
11.183673469387756,4.285757142857142,0.0003455107294592218,multi,1.25e-08,-43113.386963328245
11.183673469387756,4.285757142857142,0.0002894266124716752,multi,1.25e-08,-51226.819923965944
11.183673469387756,4.285757142857142,0.00024244620170823283,multi,1.25e-08,-60511.38041572082
11.183673469387756,4.285757142857142,0.0002030917620904735,multi,1.25e-08,-71072.1669456027
11.183673469387756,4.285757142857142,0.00017012542798525892,multi,1.25e-08,-83003.01926813334
11.183673469387756,4.285757142857142,0.00014251026703029977,multi,1.25e-08,-96376.25856551714
11.183673469387756,4.285757142857142,0.00011937766417144369,multi,1.25e-08,-111228.90997043726
11.183673469387756,4.285757142857142,0.0001,multi,1.25e-08,-127544.81558139542
