sigma,rho,s,w,mu,logl
1.0,9.317241379310344,0.005298316906283708,50,1.25e-08,-42.48389532242663
11.183673469387756,2.148275862068966,0.005298316906283708,50,1.25e-08,-43.02102670451109
1.0,9.658620689655173,0.005298316906283708,50,1.25e-08,-43.16251491926596
1.0,8.975862068965517,0.005298316906283708,50,1.25e-08,-43.322928340339104
1.0,10.0,0.005298316906283708,50,1.25e-08,-45.13051036883894
1.0,8.63448275862069,0.005298316906283708,50,1.25e-08,-45.95448879469268
92.6530612244898,0.1,0.005298316906283708,50,1.25e-08,-47.23631483387294
82.46938775510205,0.1,0.005298316906283708,50,1.25e-08,-48.282579561444436
1.0,8.293103448275863,0.005298316906283708,50,1.25e-08,-50.70977743789945
21.367346938775512,0.7827586206896552,0.005298316906283708,50,1.25e-08,-52.786934153538596
31.551020408163268,0.4413793103448276,0.005298316906283708,50,1.25e-08,-53.643435841730934
11.183673469387756,1.806896551724138,0.005298316906283708,50,1.25e-08,-54.65858742875298
1.0,7.951724137931034,0.005298316906283708,50,1.25e-08,-57.988324097646
11.183673469387756,2.4896551724137934,0.005298316906283708,50,1.25e-08,-58.98990584592639
1.0,7.610344827586207,0.005298316906283708,50,1.25e-08,-68.27288989728663
1.0,7.951724137931034,0.004520353656360241,50,1.25e-08,-69.01795979560666
72.28571428571429,0.1,0.004520353656360241,50,1.25e-08,-69.44465971629688
21.367346938775512,1.124137931034483,0.005298316906283708,50,1.25e-08,-69.50763625271384
1.0,7.610344827586207,0.004520353656360241,50,1.25e-08,-69.77990434396702
1.0,8.293103448275863,0.004520353656360241,50,1.25e-08,-70.98142573070118
1.0,7.268965517241379,0.004520353656360241,50,1.25e-08,-73.89503700285468
1.0,8.63448275862069,0.004520353656360241,50,1.25e-08,-75.15038539508532
11.183673469387756,1.4655172413793105,0.004520353656360241,50,1.25e-08,-76.25514831311853
11.183673469387756,1.806896551724138,0.004520353656360241,50,1.25e-08,-78.10270713315253
102.83673469387756,0.1,0.005298316906283708,50,1.25e-08,-78.39022913949907
1.0,8.975862068965517,0.004520353656360241,50,1.25e-08,-81.09354860491999
1.0,6.927586206896551,0.004520353656360241,50,1.25e-08,-82.123129132332
1.0,7.268965517241379,0.005298316906283708,50,1.25e-08,-82.14809565422343
21.367346938775512,0.7827586206896552,0.004520353656360241,50,1.25e-08,-82.80759227253611
31.551020408163268,0.4413793103448276,0.004520353656360241,50,1.25e-08,-83.18566322876268
41.734693877551024,0.4413793103448276,0.005298316906283708,50,1.25e-08,-84.56481961233794
1.0,9.317241379310344,0.004520353656360241,50,1.25e-08,-88.45280095110775
11.183673469387756,2.831034482758621,0.005298316906283708,50,1.25e-08,-88.93838772961476
1.0,9.658620689655173,0.006210169418915616,50,1.25e-08,-90.8122971094615
1.0,10.0,0.006210169418915616,50,1.25e-08,-90.83167638222608
11.183673469387756,2.4896551724137934,0.006210169418915616,50,1.25e-08,-91.85358080147512
1.0,9.317241379310344,0.006210169418915616,50,1.25e-08,-92.5770285042554
82.46938775510205,0.1,0.004520353656360241,50,1.25e-08,-93.67872678176195
21.367346938775512,1.124137931034483,0.006210169418915616,50,1.25e-08,-94.78455291131081
92.6530612244898,0.1,0.006210169418915616,50,1.25e-08,-95.16722284169805
1.0,6.586206896551724,0.004520353656360241,50,1.25e-08,-95.38648941385554
1.0,8.975862068965517,0.006210169418915616,50,1.25e-08,-96.34534235663591
102.83673469387756,0.1,0.006210169418915616,50,1.25e-08,-96.61903934347515
1.0,9.658620689655173,0.004520353656360241,50,1.25e-08,-96.9307039934647
11.183673469387756,2.148275862068966,0.006210169418915616,50,1.25e-08,-98.42411378365091
1.0,6.927586206896551,0.005298316906283708,50,1.25e-08,-100.32388551053555
41.734693877551024,0.4413793103448276,0.006210169418915616,50,1.25e-08,-101.69691044153979
1.0,8.63448275862069,0.006210169418915616,50,1.25e-08,-102.37953015340395
1.0,10.0,0.004520353656360241,50,1.25e-08,-106.28031775010231
72.28571428571429,0.1,0.005298316906283708,50,1.25e-08,-108.29828979556146
1.0,8.293103448275863,0.006210169418915616,50,1.25e-08,-110.99389583451602
11.183673469387756,2.831034482758621,0.006210169418915616,50,1.25e-08,-111.03044037474479
62.102040816326536,0.1,0.0038566204211634724,50,1.25e-08,-111.97191316239355
1.0,6.586206896551724,0.0038566204211634724,50,1.25e-08,-112.50033920452461
1.0,6.927586206896551,0.0038566204211634724,50,1.25e-08,-112.87576464713379
1.0,6.244827586206896,0.004520353656360241,50,1.25e-08,-114.80899705482102
1.0,7.268965517241379,0.0038566204211634724,50,1.25e-08,-118.30713694722363
1.0,6.244827586206896,0.0038566204211634724,50,1.25e-08,-118.37243302180013
11.183673469387756,2.148275862068966,0.004520353656360241,50,1.25e-08,-120.54119167449448
1.0,7.951724137931034,0.006210169418915616,50,1.25e-08,-122.56615812715677
1.0,6.586206896551724,0.005298316906283708,50,1.25e-08,-123.66533132417294
11.183673469387756,1.4655172413793105,0.005298316906283708,50,1.25e-08,-125.43824764368514
11.183673469387756,3.1724137931034484,0.005298316906283708,50,1.25e-08,-127.08300773874089
1.0,7.610344827586207,0.0038566204211634724,50,1.25e-08,-127.81144784984053
11.183673469387756,1.124137931034483,0.0038566204211634724,50,1.25e-08,-128.15039561821936
113.02040816326532,0.1,0.005298316906283708,50,1.25e-08,-129.3485476351916
1.0,5.903448275862069,0.0038566204211634724,50,1.25e-08,-131.94325863926588
31.551020408163268,0.7827586206896552,0.005298316906283708,50,1.25e-08,-133.29229855584845
11.183673469387756,1.4655172413793105,0.0038566204211634724,50,1.25e-08,-134.3889118601303
62.102040816326536,0.1,0.004520353656360241,50,1.25e-08,-135.02051481870717
113.02040816326532,0.1,0.006210169418915616,50,1.25e-08,-135.03773680406266
1.0,7.610344827586207,0.006210169418915616,50,1.25e-08,-137.55167834344843
1.0,7.951724137931034,0.0038566204211634724,50,1.25e-08,-140.57462201514613
1.0,5.903448275862069,0.004520353656360241,50,1.25e-08,-141.7665258146344
82.46938775510205,0.1,0.006210169418915616,50,1.25e-08,-144.26107158257378
31.551020408163268,0.7827586206896552,0.006210169418915616,50,1.25e-08,-144.5317450357993
11.183673469387756,1.806896551724138,0.006210169418915616,50,1.25e-08,-146.64007113290245
21.367346938775512,0.4413793103448276,0.0038566204211634724,50,1.25e-08,-147.35516487782547
11.183673469387756,3.1724137931034484,0.006210169418915616,50,1.25e-08,-148.16714214783565
21.367346938775512,0.7827586206896552,0.006210169418915616,50,1.25e-08,-149.26481100203023
1.0,5.903448275862069,0.0032903445623126675,50,1.25e-08,-152.8577308086733
1.0,6.244827586206896,0.005298316906283708,50,1.25e-08,-153.23084934696408
31.551020408163268,0.4413793103448276,0.006210169418915616,50,1.25e-08,-154.76344940915533
1.0,5.562068965517241,0.0038566204211634724,50,1.25e-08,-154.99031091380243
1.0,6.244827586206896,0.0032903445623126675,50,1.25e-08,-155.2441281616259
92.6530612244898,0.1,0.004520353656360241,50,1.25e-08,-155.65843090626322
21.367346938775512,0.4413793103448276,0.0032903445623126675,50,1.25e-08,-155.70532679940425
1.0,8.293103448275863,0.0038566204211634724,50,1.25e-08,-155.9204248181943
1.0,7.268965517241379,0.006210169418915616,50,1.25e-08,-156.5013318539793
51.91836734693878,0.1,0.0032903445623126675,50,1.25e-08,-157.68940904442434
21.367346938775512,1.4655172413793105,0.005298316906283708,50,1.25e-08,-158.5695505068402
1.0,5.562068965517241,0.0032903445623126675,50,1.25e-08,-160.3208082748913
11.183673469387756,1.124137931034483,0.0032903445623126675,50,1.25e-08,-163.2228320578065
1.0,6.586206896551724,0.0032903445623126675,50,1.25e-08,-165.62363923468274
11.183673469387756,3.513793103448276,0.005298316906283708,50,1.25e-08,-171.1737350481617
72.28571428571429,0.1,0.0038566204211634724,50,1.25e-08,-173.2823802664143
1.0,8.63448275862069,0.0038566204211634724,50,1.25e-08,-173.2858261633139
11.183673469387756,2.4896551724137934,0.004520353656360241,50,1.25e-08,-174.65642236504186
21.367346938775512,1.4655172413793105,0.006210169418915616,50,1.25e-08,-174.9605873813025
1.0,5.562068965517241,0.004520353656360241,50,1.25e-08,-177.95287533267924
1.0,5.220689655172413,0.0032903445623126675,50,1.25e-08,-179.9113657247101
1.0,6.927586206896551,0.006210169418915616,50,1.25e-08,-180.08412230365934
1.0,6.927586206896551,0.0032903445623126675,50,1.25e-08,-182.47285342816735
11.183673469387756,1.124137931034483,0.004520353656360241,50,1.25e-08,-187.6868322649368
1.0,5.562068965517241,0.0028072162039411755,50,1.25e-08,-188.45141353144163
1.0,5.220689655172413,0.0038566204211634724,50,1.25e-08,-189.70553011061315
1.0,5.903448275862069,0.005298316906283708,50,1.25e-08,-190.32172223244947
1.0,5.220689655172413,0.0028072162039411755,50,1.25e-08,-191.0662023194384
1.0,8.975862068965517,0.0038566204211634724,50,1.25e-08,-192.20130436802265
123.20408163265307,0.1,0.005298316906283708,50,1.25e-08,-196.23074601351686
1.0,5.903448275862069,0.0028072162039411755,50,1.25e-08,-198.50898110912453
11.183673469387756,3.513793103448276,0.006210169418915616,50,1.25e-08,-199.28209193032353
21.367346938775512,1.124137931034483,0.004520353656360241,50,1.25e-08,-203.32256554887363
11.183673469387756,0.7827586206896552,0.0028072162039411755,50,1.25e-08,-203.46717874628052
1.0,7.268965517241379,0.0032903445623126675,50,1.25e-08,-204.53417645754553
123.20408163265307,0.1,0.006210169418915616,50,1.25e-08,-204.63565172288577
1.0,6.586206896551724,0.006210169418915616,50,1.25e-08,-209.11603287150433
1.0,4.879310344827586,0.0028072162039411755,50,1.25e-08,-209.25512422382076
1.0,9.317241379310344,0.0038566204211634724,50,1.25e-08,-212.27497161577435
1.0,4.879310344827586,0.0032903445623126675,50,1.25e-08,-214.44809093967547
51.91836734693878,0.1,0.0038566204211634724,50,1.25e-08,-215.6482197507819
41.734693877551024,0.1,0.002395026619987486,50,1.25e-08,-218.36589779574092
1.0,6.244827586206896,0.0028072162039411755,50,1.25e-08,-218.8837223299115
1.0,5.220689655172413,0.002395026619987486,50,1.25e-08,-219.6479129539946
1.0,4.879310344827586,0.002395026619987486,50,1.25e-08,-220.00904867090253
11.183673469387756,3.855172413793104,0.005298316906283708,50,1.25e-08,-220.5356241951938
51.91836734693878,0.1,0.0028072162039411755,50,1.25e-08,-224.42995137823004
1.0,5.220689655172413,0.004520353656360241,50,1.25e-08,-225.46715906125496
62.102040816326536,0.1,0.0032903445623126675,50,1.25e-08,-226.4366402428832
11.183673469387756,0.7827586206896552,0.002395026619987486,50,1.25e-08,-226.78879045226063
102.83673469387756,0.1,0.004520353656360241,50,1.25e-08,-228.43847921470956
11.183673469387756,2.831034482758621,0.004520353656360241,50,1.25e-08,-229.22493995733998
11.183673469387756,1.806896551724138,0.0038566204211634724,50,1.25e-08,-230.2758810627156
1.0,7.610344827586207,0.0032903445623126675,50,1.25e-08,-230.76429798514937
51.91836734693878,0.4413793103448276,0.005298316906283708,50,1.25e-08,-231.95035568448907
1.0,9.658620689655173,0.0038566204211634724,50,1.25e-08,-233.17968530480107
41.734693877551024,0.4413793103448276,0.004520353656360241,50,1.25e-08,-234.62614264861554
1.0,5.562068965517241,0.002395026619987486,50,1.25e-08,-235.53090573961686
1.0,5.562068965517241,0.005298316906283708,50,1.25e-08,-236.54703379961393
1.0,4.879310344827586,0.0038566204211634724,50,1.25e-08,-238.81376843917997
1.0,4.537931034482758,0.002395026619987486,50,1.25e-08,-240.30221294385046
21.367346938775512,0.4413793103448276,0.004520353656360241,50,1.25e-08,-243.8527962095086
1.0,6.244827586206896,0.006210169418915616,50,1.25e-08,-244.5971734749196
1.0,4.879310344827586,0.0020433597178569417,50,1.25e-08,-244.66025000862942
1.0,4.537931034482758,0.0020433597178569417,50,1.25e-08,-246.56165974915484
1.0,4.537931034482758,0.0028072162039411755,50,1.25e-08,-246.6295973690917
1.0,6.586206896551724,0.0028072162039411755,50,1.25e-08,-247.6476311697486
51.91836734693878,0.4413793103448276,0.006210169418915616,50,1.25e-08,-252.3571199159337
