sigma,rho,s,w,mu,logl
30.0,0.78,0.005298316906283708,multi,1.25e-08,-8526.965650227816
29.0,0.78,0.005298316906283708,multi,1.25e-08,-8548.648490551068
28.0,0.78,0.005298316906283708,multi,1.25e-08,-8638.576446750212
27.0,0.78,0.005298316906283708,multi,1.25e-08,-8802.201436910891
30.0,0.78,0.006210169418915616,multi,1.25e-08,-8814.702016804225
23.0,1.12,0.005298316906283708,multi,1.25e-08,-8975.21798325341
22.0,1.12,0.005298316906283708,multi,1.25e-08,-8990.036590194366
29.0,0.78,0.006210169418915616,multi,1.25e-08,-9016.59546511923
25.0,1.12,0.006210169418915616,multi,1.25e-08,-9022.712030035475
26.0,0.78,0.005298316906283708,multi,1.25e-08,-9045.513112395263
24.0,1.12,0.005298316906283708,multi,1.25e-08,-9054.364750042238
24.0,1.12,0.006210169418915616,multi,1.25e-08,-9060.21464747282
26.0,1.12,0.006210169418915616,multi,1.25e-08,-9066.283993162548
21.0,1.12,0.005298316906283708,multi,1.25e-08,-9107.961641016393
27.0,1.12,0.006210169418915616,multi,1.25e-08,-9184.556300453258
23.0,1.12,0.006210169418915616,multi,1.25e-08,-9185.810140477062
25.0,1.12,0.005298316906283708,multi,1.25e-08,-9219.276871539978
28.0,0.78,0.006210169418915616,multi,1.25e-08,-9288.572208100577
20.0,1.12,0.005298316906283708,multi,1.25e-08,-9339.209027027759
28.0,1.12,0.006210169418915616,multi,1.25e-08,-9371.725891251104
27.0,0.78,0.004520353656360241,multi,1.25e-08,-9374.09329811961
26.0,0.78,0.004520353656360241,multi,1.25e-08,-9375.064333242455
25.0,0.78,0.005298316906283708,multi,1.25e-08,-9375.104897553752
22.0,1.12,0.006210169418915616,multi,1.25e-08,-9407.244375368888
18.0,1.47,0.005298316906283708,multi,1.25e-08,-9423.219457214023
19.0,1.47,0.005298316906283708,multi,1.25e-08,-9449.146364797829
28.0,0.78,0.004520353656360241,multi,1.25e-08,-9450.417815209334
25.0,0.78,0.004520353656360241,multi,1.25e-08,-9460.339787163712
26.0,1.12,0.005298316906283708,multi,1.25e-08,-9462.579182887432
20.0,1.47,0.006210169418915616,multi,1.25e-08,-9467.765849491927
21.0,1.47,0.006210169418915616,multi,1.25e-08,-9503.421160098893
17.0,1.47,0.005298316906283708,multi,1.25e-08,-9532.89549398005
19.0,1.47,0.006210169418915616,multi,1.25e-08,-9543.940245440543
20.0,1.47,0.005298316906283708,multi,1.25e-08,-9596.927186100569
29.0,0.78,0.004520353656360241,multi,1.25e-08,-9597.709548827177
29.0,1.12,0.006210169418915616,multi,1.25e-08,-9622.497348215711
27.0,0.78,0.006210169418915616,multi,1.25e-08,-9635.812490441487
24.0,0.78,0.004520353656360241,multi,1.25e-08,-9637.697052241594
22.0,1.47,0.006210169418915616,multi,1.25e-08,-9640.75805357727
19.0,1.12,0.005298316906283708,multi,1.25e-08,-9695.22291031132
21.0,1.12,0.006210169418915616,multi,1.25e-08,-9733.086273818411
18.0,1.47,0.006210169418915616,multi,1.25e-08,-9743.276764831442
27.0,1.12,0.005298316906283708,multi,1.25e-08,-9777.620678870997
16.0,1.47,0.005298316906283708,multi,1.25e-08,-9793.758628547348
24.0,0.78,0.005298316906283708,multi,1.25e-08,-9798.24877836599
30.0,0.78,0.004520353656360241,multi,1.25e-08,-9810.243325793015
20.0,1.12,0.004520353656360241,multi,1.25e-08,-9835.407296796913
21.0,1.47,0.005298316906283708,multi,1.25e-08,-9854.400370725187
23.0,1.47,0.006210169418915616,multi,1.25e-08,-9870.665240348637
21.0,1.12,0.004520353656360241,multi,1.25e-08,-9883.826200553249
15.0,1.81,0.005298316906283708,multi,1.25e-08,-9884.761856133522
19.0,1.12,0.004520353656360241,multi,1.25e-08,-9910.373968072443
16.0,1.81,0.005298316906283708,multi,1.25e-08,-9912.344587516629
23.0,0.78,0.004520353656360241,multi,1.25e-08,-9915.782059820292
