seed	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0	101.0	102.0	103.0	104.0	105.0	106.0	107.0	108.0	110.0	111.0	112.0	113.0	114.0	115.0	116.0	117.0	118.0	119.0	120.0	121.0	122.0	123.0	124.0	125.0	126.0	127.0	128.0	129.0	130.0	131.0	132.0	133.0	134.0	135.0	137.0	138.0	139.0	141.0	142.0	143.0	144.0	145.0	146.0	147.0	149.0	150.0	153.0	154.0	155.0	157.0	158.0	159.0	160.0	161.0	163.0	164.0	166.0	167.0	168.0	169.0	170.0	171.0	172.0	173.0	174.0	175.0	176.0	177.0	178.0	179.0	181.0	183.0	184.0	185.0	186.0	187.0	188.0	191.0	192.0	194.0	196.0	197.0	198.0	199.0	200.0	202.0	204.0	212.0	214.0	216.0	218.0	220.0	221.0	222.0	223.0	226.0	228.0	229.0	230.0	231.0	232.0	233.0	234.0	235.0	237.0	238.0	239.0	241.0	243.0	244.0	246.0	248.0	249.0	251.0	254.0	255.0	256.0	258.0	260.0	261.0	262.0	263.0	269.0	270.0	271.0	272.0	278.0	281.0	282.0	283.0	284.0	285.0	286.0	287.0	289.0	290.0	291.0	294.0	296.0	297.0	298.0	309.0	310.0	311.0	318.0	325.0	327.0	335.0	337.0	339.0	341.0	344.0	350.0	351.0	353.0	358.0	360.0	361.0	362.0	363.0	364.0	366.0	370.0	382.0	384.0	385.0	388.0	393.0	395.0	400.0	401.0	406.0	407.0	419.0	424.0	425.0	428.0	431.0	435.0	437.0	439.0	440.0	443.0	445.0	446.0	461.0	465.0	469.0	473.0	477.0	485.0	488.0	489.0	501.0	503.0	505.0	507.0	511.0	514.0	518.0	522.0	527.0	531.0	536.0	539.0	540.0	545.0	547.0	548.0	555.0	561.0	569.0	572.0	583.0	586.0	593.0	596.0	598.0	602.0	603.0	608.0	615.0	620.0	623.0	627.0	628.0	637.0	640.0	653.0	656.0	658.0	660.0	662.0	689.0	703.0	704.0	710.0	712.0	717.0	726.0	734.0	736.0	748.0	751.0	753.0	755.0	764.0	768.0	773.0	774.0	776.0	783.0	787.0	788.0	791.0	800.0	809.0	814.0	827.0	829.0	832.0	834.0	850.0	873.0	876.0	882.0	914.0	916.0	917.0	921.0	946.0	950.0	952.0	969.0	976.0	984.0	990.0	1000.0	1001.0	1015.0	1021.0	1023.0	1030.0	1040.0	1058.0	1061.0	1063.0	1080.0	1085.0	1096.0	1101.0	1103.0	1106.0	1114.0	1116.0	1125.0	1129.0	1134.0	1161.0	1204.0	1209.0	1221.0	1223.0	1243.0	1252.0	1266.0	1271.0	1272.0	1275.0	1278.0	1281.0	1296.0	1300.0	1311.0	1313.0	1319.0	1320.0	1345.0	1356.0	1368.0	1372.0	1408.0	1416.0	1426.0	1432.0	1468.0	1473.0	1480.0	1511.0	1515.0	1527.0	1532.0	1557.0	1568.0	1601.0	1619.0	1636.0	1639.0	1667.0	1684.0	1692.0	1703.0	1727.0	1728.0	1772.0	1777.0	1797.0	1798.0	1819.0	1863.0	1892.0	1896.0	1910.0	2014.0	2030.0	2037.0	2043.0	2055.0	2130.0	2187.0	2233.0	2235.0	2272.0	2278.0	2286.0	2344.0	2368.0	2371.0	2409.0	2463.0	2546.0	2579.0	2619.0	2631.0	2632.0	2647.0	2683.0	2690.0	2723.0	2768.0	2789.0	2790.0	2797.0	2883.0	2911.0	2915.0	2923.0	2925.0	2929.0	2936.0	2958.0	2969.0	2982.0	3004.0	3011.0	3026.0	3034.0	3072.0	3079.0	3081.0	3099.0	3245.0	3271.0	3323.0	3370.0	3371.0	3374.0	3403.0	3435.0	3491.0	3504.0	3525.0	3547.0	3562.0	3590.0	3641.0	3653.0	3663.0	3684.0	3703.0	3722.0	3746.0	3764.0	3777.0	3797.0	3826.0	3845.0	3871.0	3882.0	3935.0	3947.0	3959.0	3968.0	4041.0	4045.0	4068.0	4076.0	4098.0	4113.0	4163.0	4177.0	4192.0	4202.0	4220.0	4234.0	4248.0	4293.0	4306.0	4322.0	4336.0	4338.0	4395.0	4415.0	4517.0	4597.0	4634.0	4674.0	4783.0	4814.0	4855.0	4875.0	4993.0	5002.0	5061.0	5082.0	5090.0	5175.0	5401.0	5488.0	5519.0	5596.0	5657.0	5709.0	5901.0	5902.0	5998.0	6009.0	6010.0	6107.0	6125.0	6146.0	6194.0	6210.0	6359.0	6371.0	6377.0	6450.0	6570.0	6679.0	6696.0	6708.0	6727.0	6804.0	6980.0	7031.0	7230.0	7238.0	7250.0	7255.0	7304.0	7343.0	7405.0	7438.0	7465.0	7504.0	7543.0	7597.0	7697.0	7718.0	7815.0	7856.0	7966.0	7991.0	7999.0	8009.0	8072.0	8118.0	8123.0	8143.0	8162.0	8215.0	8311.0	8391.0	8553.0	8653.0	8670.0	8679.0	8700.0	8755.0	8794.0	8799.0	8902.0	8951.0	8992.0	9025.0	9152.0	9202.0	9274.0	9362.0	9399.0	9647.0	9672.0	9877.0	9879.0	9952.0
1	478354	22677	4862	1953	1099	675	403	321	240	196	177	120	112	80	74	57	55	56	39	37	49	32	34	36	20	20	19	27	14	27	13	17	19	12	15	14	13	17	11	15	10	14	13	9	12	15	9	12	5	10	11	9	10	9	11	7	8	8	7	7	7	8	3	5	7	8	7	7	4	6	4	6	3	4	7	3	3	2	6	3	5	7	2	1	2	3	5	5	2	8	6	2	3	3	3	6	3	4	8	5	4	4	3	3	3	3	1	5	2	1	1	2	3	1	3	1	1	1	5	1	2	2	4	1	1	3	2	4	1	3	1	2	4	3	4	1	1	5	1	2	3	5	1	3	1	3	1	3	1	2	2	2	1	1	3	2	1	4	2	3	1	4	1	2	3	1	1	3	1	1	1	3	1	1	2	1	1	1	2	1	2	2	1	1	3	1	1	1	1	2	1	2	1	2	1	4	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	4	1	2	1	1	2	2	3	1	1	2	3	1	1	2	1	1	2	1	2	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
