s	width	allele counts	sampnum	se_f	f	n	f_per_kb
-0.1	1.224744871391589	34.362293368603815	10000	0.030796346476647085	0.02154135338345865	38	2.1541353383458649e-7
-0.1	1.224744871391589	37.42425471098598	100	0	0	38	0
-0.1	1.224744871391589	38.295437792913965	1000	0.02163354144328978	0.00824561403508772	38	8.245614035087719e-8
-0.1	1.224744871391589	41.69778215893126	100	0	0	38	0
-0.1	1.224744871391589	42.058934246120046	10000	0.028093084863375632	0.016348684210526317	38	1.6348684210526316e-7
-0.1	1.224744871391589	44.72135954999582	1000	0.009278638293108075	0.0031954887218045105	38	3.1954887218045105e-8
-0.1	1.224744871391589	46.45930962155633	100	0	0	38	0
-0.1	1.224744871391589	51.479507812354285	10000	0.021343445697759304	0.013605263157894735	38	1.3605263157894733e-7
-0.1	1.224744871391589	51.764562496025064	100	0	0	38	0
-0.1	1.224744871391589	52.22554213416182	1000	0.00819781493022113	0.0018092105263157897	38	1.8092105263157895e-8
-0.1	1.224744871391589	57.67562953973838	100	0	0	38	0
-0.1	1.224744871391589	60.98891622822693	1000	0.0069106098470600175	0.001578947368421053	38	1.578947368421053e-8
-0.1	1.224744871391589	63.0101492608963	10000	0.020478629819724457	0.014210526315789476	38	1.4210526315789474e-7
-0.1	1.224744871391589	64.26168951124772	100	0	0	38	0
-0.1	1.224744871391589	71.2227724345744	1000	0.007518986387534014	0.0012679425837320568	38	1.2679425837320568e-8
-0.1	1.224744871391589	71.59982078730054	100	0	0	38	0
-0.1	1.224744871391589	77.12348230585881	10000	0.0171062714270898	0.010279605263157895	38	1.0279605263157895e-7
-0.1	1.224744871391589	79.77590343117669	100	0	0	38	0
-0.1	1.224744871391589	83.17385562787595	1000	0.0011230713770591253	1.8218623481781377e-4	38	1.8218623481781377e-9
-0.1	1.224744871391589	88.88562426945661	100	0	0	38	0
-0.1	1.224744871391589	94.39799131968466	10000	0.014220498166362467	0.008822714681440446	38	8.822714681440447e-8
-0.1	1.224744871391589	97.13031413318771	1000	0	0	38	0
-0.1	1.224744871391589	99.03559673989747	100	0	0	38	0
-0.1	1.224744871391589	110.34460861628762	100	0	0	38	0
-0.1	1.224744871391589	113.42864716794253	1000	0	0	38	0
-0.1	1.224744871391589	115.54173254070393	10000	0.013788561183623557	0.010068649885583529	38	1.0068649885583529e-7
-0.1	1.224744871391589	122.94501221273003	100	0	0	38	0
-0.1	1.224744871391589	132.46181805514686	1000	0	0	38	0
-0.1	1.224744871391589	136.98427333727636	100	0	0	38	0
-0.1	1.224744871391589	141.4213562373095	10000	0.009850452161031035	0.006061705989110707	38	6.061705989110707e-8
-0.1	1.224744871391589	152.62669712272165	100	0	0	38	0
-0.1	1.224744871391589	154.68872882258793	1000	0	0	38	0
-0.1	1.224744871391589	170.05535093240493	100	0	0	38	0
-0.1	1.224744871391589	173.0976294037676	10000	0.01026046540878968	0.00536090225563909	38	5.36090225563909e-8
-0.1	1.224744871391589	180.64528462674488	1000	0	0	38	0
-0.1	1.224744871391589	189.4742068452859	100	0	0	38	0
-0.1	1.224744871391589	210.9573147718093	1000	0	0	38	0
-0.1	1.224744871391589	211.86891500973533	10000	0.004866607065679871	0.0017747858017135877	38	1.774785801713588e-8
-0.1	1.224744871391589	246.35566185790955	1000	0	0	38	0
-0.1	1.224744871391589	259.3243899527689	10000	0.0045933480423342886	0.0015334008097165981	38	1.533400809716598e-8
-0.1	1.224744871391589	287.69380286764516	1000	0	0	38	0
-0.1	1.224744871391589	317.409183037944	10000	0.004063824140415187	0.0015910931174089042	38	1.5910931174089044e-8
-0.1	1.224744871391589	335.96842704668774	1000	0	0	38	0
-0.1	1.224744871391589	388.50410289276914	10000	0.002314584161594799	6.646423751686904e-4	38	6.646423751686904e-9
-0.1	1.224744871391589	392.34346672442524	1000	0	0	38	0
-0.1	1.224744871391589	458.17816047324357	1000	0	0	38	0
-0.1	1.224744871391589	475.5232237451433	10000	0.0011204984758516581	1.817688551275094e-4	38	1.8176885512750939e-9
-0.1	1.224744871391589	535.0598252273023	1000	0	0	38	0
-0.1	1.224744871391589	582.0333289591675	10000	4.609134822092578e-4	8.547008547008548e-5	38	8.547008547008548e-10
-0.1	1.224744871391589	624.8421275177529	1000	0	0	38	0
-0.1	1.224744871391589	712.4001081403561	10000	0.001062830000511894	1.7241379310344853e-4	38	1.7241379310344854e-9
-0.1	1.224744871391589	729.6897765685391	1000	0	0	38	0
-0.1	1.224744871391589	852.1307168321739	1000	0	0	38	0
-0.1	1.224744871391589	871.9671002105022	10000	0	0	38	0
-0.1	1.224744871391589	995.1170783611925	1000	0	0	38	0
-0.1	1.224744871391589	1067.2747170607029	10000	0	0	38	0
-0.1	1.224744871391589	1162.0963545680327	1000	0	0	38	0
-0.1	1.224744871391589	1306.3283252338515	10000	0	0	38	0
-0.1	1.224744871391589	1357.0945235150923	1000	0	0	38	0
-0.1	1.224744871391589	1584.8131168428295	1000	0	0	38	0
-0.1	1.224744871391589	1598.9263739030541	10000	0	0	38	0
-0.1	1.224744871391589	1850.742576730435	1000	0	0	38	0
-0.1	1.224744871391589	1957.062018620097	10000	0	0	38	0
-0.1	1.224744871391589	2395.4147027895547	10000	0	0	38	0
-0.1	1.224744871391589	2931.9518460565623	10000	0	0	38	0
-0.1	1.224744871391589	3588.6653019135715	10000	0	0	38	0
-0.1	1.224744871391589	4392.472770819839	10000	0	0	38	0
-0.1	1.224744871391589	5376.321116406638	10000	0	0	38	0
-0.1	1.224744871391589	6580.536808046029	10000	0	0	38	0
-0.1	1.224744871391589	8054.478842400569	10000	0	0	38	0
-0.1	1.224744871391589	9858.561894731161	10000	0	0	38	0
-0.1	1.224744871391589	12066.732625903607	10000	0	0	38	0
-0.1	1.224744871391589	14769.500645207127	10000	0	0	38	0
-0.1	1.224744871391589	18077.64836360904	10000	0	0	38	0
-0.1	12.24744871391589	1	100	0	0	38	0
-0.1	12.24744871391589	1	1000	0	0	38	0
-0.1	12.24744871391589	1	10000	0	0	38	0
-0.1	12.24744871391589	1.0555526439717928	100	0.30649871965370407	2.958684210526316	38	2.9586842105263157e-5
-0.1	12.24744871391589	1.0806473169992383	1000	2.1347620053171408	23.745789473684212	38	2.3745789473684213e-4
-0.1	12.24744871391589	1.106338589938541	10000	4.701003706270896	66.1542105263158	38	6.61542105263158e-4
-0.1	12.24744871391589	1.1760876614785134	100	0	0	38	0
-0.1	12.24744871391589	1.2619784495374968	1000	0	0	38	0
-0.1	12.24744871391589	1.3103867394783963	100	0	0	38	0
-0.1	12.24744871391589	1.3541419226309606	10000	0	0	38	0
-0.1	12.24744871391589	1.4600216150913115	100	0	0	38	0
-0.1	12.24744871391589	1.4737366965564649	1000	0	0	38	0
-0.1	12.24744871391589	1.626743504274438	100	0	0	38	0
-0.1	12.24744871391589	1.6574495035272516	10000	0	0	38	0
-0.1	12.24744871391589	1.7210276859903137	1000	0	0	38	0
-0.1	12.24744871391589	1.8125035967591316	100	0	0	38	0
-0.1	12.24744871391589	2.009813763113885	1000	0.5013231426080059	3.203157894736842	38	3.203157894736842e-5
-0.1	12.24744871391589	2.019475891333	100	0.057826935599222154	0.11421052631578947	38	1.1421052631578945e-6
-0.1	12.24744871391589	2.0286934558567684	10000	2.5981944710213836	32.53263157894737	38	3.2532631578947364e-4
-0.1	12.24744871391589	2.2500826387144484	100	0	0	38	0
-0.1	12.24744871391589	2.347057746533386	1000	0	0	38	0
-0.1	12.24744871391589	2.4830905129101035	10000	0	0	38	0
-0.1	12.24744871391589	2.5070226897842858	100	0	0	38	0
-0.1	12.24744871391589	2.740890806234484	1000	0	0	38	0
-0.1	12.24744871391589	2.7933030809411377	100	0	0	38	0
-0.1	12.24744871391589	3.0392657291341303	10000	1.6888273347841343	17.019736842105264	38	1.7019736842105264e-4
-0.1	12.24744871391589	3.112274226232318	100	0.005419788829194208	0.002368421052631579	38	2.3684210526315793e-8
-0.1	12.24744871391589	3.2008085113358145	1000	0.13071419965506864	0.4605263157894737	38	4.605263157894737e-6
-0.1	12.24744871391589	3.467669128122832	100	0	0	38	0
-0.1	12.24744871391589	3.720015893203823	10000	0.9737046324412518	9.385789473684211	38	9.38578947368421e-5
-0.1	12.24744871391589	3.7378997743857276	1000	0.04695341355105855	0.1181578947368421	38	1.181578947368421e-6
-0.1	12.24744871391589	3.8636470657963677	100	0.0031101174777590484	0.0010526315789473684	38	1.0526315789473684e-8
-0.1	12.24744871391589	4.304842272283861	100	0	0	38	0
-0.1	12.24744871391589	4.365114212196933	1000	0	0	38	0
-0.1	12.24744871391589	4.5532439342286635	10000	0.763701959397808	5.238421052631579	38	5.238421052631579e-5
-0.1	12.24744871391589	4.796418170100732	100	0	0	38	0
-0.1	12.24744871391589	5.097574369461243	1000	0.019000636359785786	0.021052631578947368	38	2.105263157894737e-7
-0.1	12.24744871391589	5.344127800126624	100	0	0	38	0
-0.1	12.24744871391589	5.573102621003827	10000	0.5814004894741143	3.187105263157895	38	3.187105263157895e-5
-0.1	12.24744871391589	5.952940333057172	1000	0.012488970952327485	0.008157894736842105	38	8.157894736842106e-8
-0.1	12.24744871391589	5.954381150942568	100	0	0	38	0
-0.1	12.24744871391589	6.634320176598333	100	0	0	38	0
-0.1	12.24744871391589	6.821394432824586	10000	0.38261509392543996	1.9705263157894737	38	1.970526315789474e-5
-0.1	12.24744871391589	6.951835528136526	1000	0.004740791778345997	0.002105263157894737	38	2.1052631578947368e-8
-0.1	12.24744871391589	7.391902380762504	100	0	0	38	0
-0.1	12.24744871391589	8.118343962208348	1000	0.0022629428592141425	5.263157894736842e-4	38	5.263157894736842e-9
-0.1	12.24744871391589	8.235993945462319	100	0	0	38	0
-0.1	12.24744871391589	8.349284980470902	10000	0.2812636909896695	1.095921052631579	38	1.095921052631579e-5
-0.1	12.24744871391589	9.176473494323238	100	0	0	38	0
-0.1	12.24744871391589	9.48059090609579	1000	0	0	38	0
-0.1	12.24744871391589	10.21940020792074	10000	0.15990022893915362	0.5146052631578948	38	5.146052631578948e-6
-0.1	12.24744871391589	10.224347704676473	100	0	0	38	0
-0.1	12.24744871391589	11.071421012358362	1000	0	0	38	0
-0.1	12.24744871391589	11.391880121573063	100	0	0	38	0
-0.1	12.24744871391589	12.508393335947712	10000	0.12396348347278884	0.25802631578947366	38	2.5802631578947367e-6
-0.1	12.24744871391589	12.692734681248593	100	0	0	38	0
-0.1	12.24744871391589	12.929190221052218	1000	0	0	38	0
-0.1	12.24744871391589	14.142135623730951	100	0	0	38	0
-0.1	12.24744871391589	15.098690546187088	1000	0	0	38	0
-0.1	12.24744871391589	15.310086762774377	10000	0.06662569864971524	0.10903508771929825	38	1.0903508771929825e-6
-0.1	12.24744871391589	15.757045666090121	100	0	0	38	0
-0.1	12.24744871391589	17.55636452153805	100	0	0	38	0
-0.1	12.24744871391589	17.63223004007799	1000	0	0	38	0
-0.1	12.24744871391589	18.739317703580973	10000	0.03128848981006585	0.03375	38	3.375e-7
-0.1	12.24744871391589	19.56115008769927	100	0	0	38	0
-0.1	12.24744871391589	20.59089397422876	1000	0	0	38	0
-0.1	12.24744871391589	21.794864892676273	100	0	0	38	0
-0.1	12.24744871391589	22.936645195870106	10000	0.011658487954877582	0.007157894736842106	38	7.157894736842106e-8
-0.1	12.24744871391589	24.04601764463227	1000	0	0	38	0
-0.1	12.24744871391589	24.283650683132347	100	0	0	38	0
-0.1	12.24744871391589	27.056634367967558	100	0	0	38	0
-0.1	12.24744871391589	28.074111403783828	10000	0.002501777462009118	0.0012280701754385963	38	1.2280701754385964e-8
-0.1	12.24744871391589	28.08090631177286	1000	0	0	38	0
-0.1	12.24744871391589	30.14626889812659	100	0	0	38	0
