s	width	allele counts	sampnum	se_f	f	n	f_per_kb
-0.1	45.31556024148879	2.5070226897842858	100	0	0	38	0
-0.1	45.31556024148879	2.740890806234484	1000	0	0	38	0
-0.1	45.31556024148879	2.7933030809411377	100	0	0	38	0
-0.1	45.31556024148879	3.0392657291341303	10000	1.2379033173249423	14.768157894736841	38	1.476815789473684e-4
-0.1	45.31556024148879	3.112274226232318	100	0.0016222142113076253	2.631578947368421e-4	38	2.631578947368421e-9
-0.1	45.31556024148879	3.2008085113358145	1000	0.04383549358529327	0.11973684210526316	38	1.1973684210526315e-6
-0.1	45.31556024148879	3.467669128122832	100	0	0	38	0
-0.1	45.31556024148879	3.720015893203823	10000	0.6351411397676269	5.258947368421053	38	5.258947368421053e-5
-0.1	45.31556024148879	3.7378997743857276	1000	0.016171643341483688	0.030789473684210526	38	3.078947368421053e-7
-0.1	45.31556024148879	3.8636470657963677	100	0.0022629428592141425	5.263157894736842e-4	38	5.263157894736842e-9
-0.1	45.31556024148879	4.304842272283861	100	0	0	38	0
-0.1	45.31556024148879	4.365114212196933	1000	0	0	38	0
-0.1	45.31556024148879	4.5532439342286635	10000	0.3324990507906322	1.8589473684210527	38	1.8589473684210526e-5
-0.1	45.31556024148879	4.796418170100732	100	0	0	38	0
-0.1	45.31556024148879	5.097574369461243	1000	0.004462583499902143	0.002631578947368421	38	2.631578947368421e-8
-0.1	45.31556024148879	5.344127800126624	100	0	0	38	0
-0.1	45.31556024148879	5.573102621003827	10000	0.1979453492979239	0.8347368421052632	38	8.347368421052633e-6
-0.1	45.31556024148879	5.952940333057172	1000	0.0035879520224642047	7.894736842105263e-4	38	7.894736842105263e-9
-0.1	45.31556024148879	5.954381150942568	100	0	0	38	0
-0.1	45.31556024148879	6.634320176598333	100	0	0	38	0
-0.1	45.31556024148879	6.821394432824586	10000	0.1141721392575518	0.34157894736842104	38	3.4157894736842106e-6
-0.1	45.31556024148879	6.951835528136526	1000	0	0	38	0
-0.1	45.31556024148879	7.391902380762504	100	0	0	38	0
-0.1	45.31556024148879	8.118343962208348	1000	0	0	38	0
-0.1	45.31556024148879	8.235993945462319	100	0	0	38	0
-0.1	45.31556024148879	8.349284980470902	10000	0.04922009096086985	0.10736842105263159	38	1.0736842105263159e-6
-0.1	45.31556024148879	9.176473494323238	100	0	0	38	0
-0.1	45.31556024148879	9.48059090609579	1000	0	0	38	0
-0.1	45.31556024148879	10.21940020792074	10000	0.017886158097635135	0.022631578947368423	38	2.2631578947368423e-7
-0.1	45.31556024148879	10.224347704676473	100	0	0	38	0
-0.1	45.31556024148879	11.071421012358362	1000	0	0	38	0
-0.1	45.31556024148879	11.391880121573063	100	0	0	38	0
-0.1	45.31556024148879	12.508393335947712	10000	0.006344765205994893	0.0044736842105263155	38	4.4736842105263155e-8
-0.1	45.31556024148879	12.692734681248593	100	0	0	38	0
-0.1	45.31556024148879	12.929190221052218	1000	0	0	38	0
-0.1	45.31556024148879	14.142135623730951	100	0	0	38	0
-0.1	45.31556024148879	15.098690546187088	1000	0	0	38	0
-0.1	45.31556024148879	15.310086762774377	10000	0.0010367058259196827	3.508771929824561e-4	38	3.5087719298245614e-9
-0.1	45.31556024148879	15.757045666090121	100	0	0	38	0
-0.1	45.31556024148879	17.55636452153805	100	0	0	38	0
-0.1	45.31556024148879	17.63223004007799	1000	0	0	38	0
-0.1	45.31556024148879	18.739317703580973	10000	0	0	38	0
-0.1	45.31556024148879	19.56115008769927	100	0	0	38	0
-0.1	45.31556024148879	20.59089397422876	1000	0	0	38	0
-0.1	45.31556024148879	21.794864892676273	100	0	0	38	0
-0.1	45.31556024148879	22.936645195870106	10000	0	0	38	0
-0.1	45.31556024148879	24.04601764463227	1000	0	0	38	0
-0.1	45.31556024148879	24.283650683132347	100	0	0	38	0
-0.1	45.31556024148879	27.056634367967558	100	0	0	38	0
-0.1	45.31556024148879	28.074111403783828	10000	0	0	38	0
-0.1	45.31556024148879	28.08090631177286	1000	0	0	38	0
-0.1	45.31556024148879	30.14626889812659	100	0	0	38	0
-0.1	45.31556024148879	32.79284374419429	1000	0	0	38	0
-0.1	45.31556024148879	33.58871307194372	100	0	0	38	0
-0.1	45.31556024148879	34.362293368603815	10000	0	0	38	0
-0.1	45.31556024148879	37.42425471098598	100	0	0	38	0
-0.1	45.31556024148879	38.295437792913965	1000	0	0	38	0
-0.1	45.31556024148879	41.69778215893126	100	0	0	38	0
-0.1	45.31556024148879	42.058934246120046	10000	0	0	38	0
-0.1	45.31556024148879	44.72135954999582	1000	0	0	38	0
-0.1	45.31556024148879	46.45930962155633	100	0	0	38	0
-0.1	45.31556024148879	51.479507812354285	10000	0	0	38	0
-0.1	45.31556024148879	51.764562496025064	100	0	0	38	0
-0.1	45.31556024148879	52.22554213416182	1000	0	0	38	0
-0.1	45.31556024148879	57.67562953973838	100	0	0	38	0
-0.1	45.31556024148879	60.98891622822693	1000	0	0	38	0
-0.1	45.31556024148879	63.0101492608963	10000	0	0	38	0
-0.1	45.31556024148879	64.26168951124772	100	0	0	38	0
-0.1	45.31556024148879	71.2227724345744	1000	0	0	38	0
-0.1	45.31556024148879	71.59982078730054	100	0	0	38	0
-0.1	45.31556024148879	77.12348230585881	10000	0	0	38	0
-0.1	45.31556024148879	79.77590343117669	100	0	0	38	0
-0.1	45.31556024148879	83.17385562787595	1000	0	0	38	0
-0.1	45.31556024148879	88.88562426945661	100	0	0	38	0
-0.1	45.31556024148879	94.39799131968466	10000	0	0	38	0
-0.1	45.31556024148879	97.13031413318771	1000	0	0	38	0
-0.1	45.31556024148879	99.03559673989747	100	0	0	38	0
-0.1	45.31556024148879	110.34460861628762	100	0	0	38	0
-0.1	45.31556024148879	113.42864716794253	1000	0	0	38	0
-0.1	45.31556024148879	115.54173254070393	10000	0	0	38	0
-0.1	45.31556024148879	122.94501221273003	100	0	0	38	0
-0.1	45.31556024148879	132.46181805514686	1000	0	0	38	0
-0.1	45.31556024148879	136.98427333727636	100	0	0	38	0
-0.1	45.31556024148879	141.4213562373095	10000	0	0	38	0
-0.1	45.31556024148879	152.62669712272165	100	0	0	38	0
-0.1	45.31556024148879	154.68872882258793	1000	0	0	38	0
-0.1	45.31556024148879	170.05535093240493	100	0	0	38	0
-0.1	45.31556024148879	173.0976294037676	10000	0	0	38	0
-0.1	45.31556024148879	180.64528462674488	1000	0	0	38	0
-0.1	45.31556024148879	189.4742068452859	100	0	0	38	0
-0.1	45.31556024148879	210.9573147718093	1000	0	0	38	0
-0.1	45.31556024148879	211.86891500973533	10000	0	0	38	0
-0.1	45.31556024148879	246.35566185790955	1000	0	0	38	0
-0.1	45.31556024148879	259.3243899527689	10000	0	0	38	0
-0.1	45.31556024148879	287.69380286764516	1000	0	0	38	0
-0.1	45.31556024148879	317.409183037944	10000	0	0	38	0
-0.1	45.31556024148879	335.96842704668774	1000	0	0	38	0
-0.1	45.31556024148879	388.50410289276914	10000	0	0	38	0
-0.1	45.31556024148879	392.34346672442524	1000	0	0	38	0
-0.1	45.31556024148879	458.17816047324357	1000	0	0	38	0
-0.1	45.31556024148879	475.5232237451433	10000	0	0	38	0
-0.1	45.31556024148879	535.0598252273023	1000	0	0	38	0
-0.1	45.31556024148879	582.0333289591675	10000	0	0	38	0
-0.1	45.31556024148879	624.8421275177529	1000	0	0	38	0
-0.1	45.31556024148879	712.4001081403561	10000	0	0	38	0
-0.1	45.31556024148879	729.6897765685391	1000	0	0	38	0
-0.1	45.31556024148879	852.1307168321739	1000	0	0	38	0
-0.1	45.31556024148879	871.9671002105022	10000	0	0	38	0
-0.1	45.31556024148879	995.1170783611925	1000	0	0	38	0
-0.1	45.31556024148879	1067.2747170607029	10000	0	0	38	0
-0.1	45.31556024148879	1162.0963545680327	1000	0	0	38	0
-0.1	45.31556024148879	1306.3283252338515	10000	0	0	38	0
-0.1	45.31556024148879	1357.0945235150923	1000	0	0	38	0
-0.1	45.31556024148879	1584.8131168428295	1000	0	0	38	0
-0.1	45.31556024148879	1598.9263739030541	10000	0	0	38	0
-0.1	45.31556024148879	1850.742576730435	1000	0	0	38	0
-0.1	45.31556024148879	1957.062018620097	10000	0	0	38	0
-0.1	45.31556024148879	2395.4147027895547	10000	0	0	38	0
-0.1	45.31556024148879	2931.9518460565623	10000	0	0	38	0
-0.1	45.31556024148879	3588.6653019135715	10000	0	0	38	0
-0.1	45.31556024148879	4392.472770819839	10000	0	0	38	0
-0.1	45.31556024148879	5376.321116406638	10000	0	0	38	0
-0.1	45.31556024148879	6580.536808046029	10000	0	0	38	0
-0.1	45.31556024148879	8054.478842400569	10000	0	0	38	0
-0.1	45.31556024148879	9858.561894731161	10000	0	0	38	0
-0.1	45.31556024148879	12066.732625903607	10000	0	0	38	0
-0.1	45.31556024148879	14769.500645207127	10000	0	0	38	0
-0.1	45.31556024148879	18077.64836360904	10000	0	0	38	0
-0.01	0.0	1	100	0	0	36	0
-0.01	0.0	1	1000	0	0	36	0
-0.01	0.0	1	10000	0	0	36	0
-0.01	0.0	1.0555526439717928	100	0.8005047514804999	22.7125	36	2.2712499999999998e-4
-0.01	0.0	1.0806473169992383	1000	4.162073535043693	168.36694444444444	36	0.0016836694444444446
-0.01	0.0	1.106338589938541	10000	11.036828690329596	388.0730555555556	36	0.003880730555555556
-0.01	0.0	1.1760876614785134	100	0	0	36	0
-0.01	0.0	1.2619784495374968	1000	0	0	36	0
-0.01	0.0	1.3103867394783963	100	0	0	36	0
-0.01	0.0	1.3541419226309606	10000	0	0	36	0
-0.01	0.0	1.4600216150913115	100	0	0	36	0
-0.01	0.0	1.4737366965564649	1000	0	0	36	0
-0.01	0.0	1.626743504274438	100	0	0	36	0
-0.01	0.0	1.6574495035272516	10000	0	0	36	0
-0.01	0.0	1.7210276859903137	1000	0	0	36	0
-0.01	0.0	1.8125035967591316	100	0	0	36	0
-0.01	0.0	2.009813763113885	1000	2.296727831102051	60.90888888888889	36	6.09088888888889e-4
-0.01	0.0	2.019475891333	100	0.37788414702316975	6.939166666666667	36	6.939166666666667e-5
-0.01	0.0	2.0286934558567684	10000	5.918159462921851	222.36	36	0.0022236
-0.01	0.0	2.2500826387144484	100	0	0	36	0
-0.01	0.0	2.347057746533386	1000	0	0	36	0
-0.01	0.0	2.4830905129101035	10000	0	0	36	0
-0.01	0.0	2.5070226897842858	100	0	0	36	0
-0.01	0.0	2.740890806234484	1000	0	0	36	0
-0.01	0.0	2.7933030809411377	100	0	0	36	0
-0.01	0.0	3.0392657291341303	10000	3.2925590351579124	120.93416666666667	36	0.0012093416666666668
-0.01	0.0	3.112274226232318	100	0.05683937267171661	0.22083333333333333	36	2.208333333333333e-6
-0.01	0.0	3.2008085113358145	1000	0.6785193965013612	13.243333333333334	36	1.3243333333333334e-4
-0.01	0.0	3.467669128122832	100	0	0	36	0
-0.01	0.0	3.720015893203823	10000	2.6187690522851286	85.18027777777777	36	8.518027777777778e-4
-0.01	0.0	3.7378997743857276	1000	0.5339936388658637	6.9622222222222225	36	6.962222222222222e-5
-0.01	0.0	3.8636470657963677	100	0.03406809241262153	0.08777777777777777	36	8.777777777777777e-7
-0.01	0.0	4.304842272283861	100	0	0	36	0
-0.01	0.0	4.365114212196933	1000	0	0	36	0
-0.01	0.0	4.5532439342286635	10000	2.375629089615753	56.01416666666667	36	5.601416666666666e-4
-0.01	0.0	4.796418170100732	100	0.007725447539304094	0.0044444444444444444	36	4.444444444444444e-8
-0.01	0.0	5.097574369461243	1000	0.2231818960627379	1.9088888888888889	36	1.9088888888888887e-5
-0.01	0.0	5.344127800126624	100	0	0	36	0
-0.01	0.0	5.573102621003827	10000	1.9533317690551193	43.740833333333335	36	4.3740833333333334e-4
-0.01	0.0	5.952940333057172	1000	0.17650576680178387	0.96	36	9.6e-6
-0.01	0.0	5.954381150942568	100	0.0016666666666666668	2.777777777777778e-4	36	2.7777777777777776e-9
-0.01	0.0	6.634320176598333	100	0.0016666666666666668	2.777777777777778e-4	36	2.7777777777777776e-9
-0.01	0.0	6.821394432824586	10000	1.5634320204408254	31.579444444444444	36	3.1579444444444446e-4
-0.01	0.0	6.951835528136526	1000	0.08892300932436771	0.29888888888888887	36	2.9888888888888885e-6
-0.01	0.0	7.391902380762504	100	0	0	36	0
-0.01	0.0	8.118343962208348	1000	0.05376241089643233	0.14805555555555555	36	1.4805555555555555e-6
-0.01	0.0	8.235993945462319	100	0	0	36	0
-0.01	0.0	8.349284980470902	10000	1.2299941605229818	22.00027777777778	36	2.200027777777778e-4
-0.01	0.0	9.176473494323238	100	0	0	36	0
-0.01	0.0	9.48059090609579	1000	0.02085617795115296	0.035138888888888886	36	3.5138888888888883e-7
-0.01	0.0	10.21940020792074	10000	0.97211954446465	13.62486111111111	36	1.3624861111111112e-4
-0.01	0.0	10.224347704676473	100	0	0	36	0
-0.01	0.0	11.071421012358362	1000	0.012146591395930075	0.008055555555555555	36	8.055555555555555e-8
-0.01	0.0	11.391880121573063	100	0	0	36	0
-0.01	0.0	12.508393335947712	10000	0.6640683890962025	8.585555555555555	36	8.585555555555554e-5
-0.01	0.0	12.692734681248593	100	0	0	36	0
-0.01	0.0	12.929190221052218	1000	0.005261042808091513	0.002916666666666667	36	2.916666666666667e-8
-0.01	0.0	14.142135623730951	100	0	0	36	0
-0.01	0.0	15.098690546187088	1000	0.0010624254305194609	3.7037037037037035e-4	36	3.7037037037037036e-9
-0.01	0.0	15.310086762774377	10000	0.45644322150962124	5.03212962962963	36	5.032129629629629e-5
-0.01	0.0	15.757045666090121	100	0	0	36	0
-0.01	0.0	17.55636452153805	100	0	0	36	0
-0.01	0.0	17.63223004007799	1000	0	0	36	0
-0.01	0.0	18.739317703580973	10000	0.2717107307968508	2.3982638888888888	36	2.3982638888888888e-5
-0.01	0.0	19.56115008769927	100	0	0	36	0
-0.01	0.0	20.59089397422876	1000	0	0	36	0
-0.01	0.0	21.794864892676273	100	0	0	36	0
-0.01	0.0	22.936645195870106	10000	0.18565394502026425	0.9853888888888888	36	9.853888888888888e-6
-0.01	0.0	24.04601764463227	1000	0	0	36	0
-0.01	0.0	24.283650683132347	100	0	0	36	0
-0.01	0.0	27.056634367967558	100	0	0	36	0
-0.01	0.0	28.074111403783828	10000	0.10830963314217851	0.34810185185185183	36	3.4810185185185183e-6
-0.01	0.0	28.08090631177286	1000	0	0	36	0
-0.01	0.0	30.14626889812659	100	0	0	36	0
-0.01	0.0	32.79284374419429	1000	0	0	36	0
-0.01	0.0	33.58871307194372	100	0	0	36	0
-0.01	0.0	34.362293368603815	10000	0.05647030518485689	0.10698412698412699	36	1.0698412698412697e-6
-0.01	0.0	37.42425471098598	100	0	0	36	0
-0.01	0.0	38.295437792913965	1000	0	0	36	0
-0.01	0.0	41.69778215893126	100	0	0	36	0
-0.01	0.0	42.058934246120046	10000	0.025506452459397252	0.02684027777777778	36	2.684027777777778e-7
-0.01	0.0	44.72135954999582	1000	0	0	36	0
-0.01	0.0	46.45930962155633	100	0	0	36	0
-0.01	0.0	51.479507812354285	10000	0.010300562475010155	0.006111111111111112	36	6.111111111111112e-8
-0.01	0.0	51.764562496025064	100	0	0	36	0
-0.01	0.0	52.22554213416182	1000	0	0	36	0
-0.01	0.0	57.67562953973838	100	0	0	36	0
-0.01	0.0	60.98891622822693	1000	0	0	36	0
-0.01	0.0	63.0101492608963	10000	0.0018186545745002307	6.196581196581196e-4	36	6.196581196581196e-9
-0.01	0.0	64.26168951124772	100	0	0	36	0
-0.01	0.0	71.2227724345744	1000	0	0	36	0
-0.01	0.0	71.59982078730054	100	0	0	36	0
-0.01	0.0	77.12348230585881	10000	1.45194177591077e-4	3.472222222222222e-5	36	3.472222222222222e-10
-0.01	0.0	79.77590343117669	100	0	0	36	0
-0.01	0.0	83.17385562787595	1000	0	0	36	0
-0.01	0.0	88.88562426945661	100	0	0	36	0
-0.01	0.0	94.39799131968466	10000	0	0	36	0
-0.01	0.0	97.13031413318771	1000	0	0	36	0
-0.01	0.0	99.03559673989747	100	0	0	36	0
-0.01	0.0	110.34460861628762	100	0	0	36	0
-0.01	0.0	113.42864716794253	1000	0	0	36	0
-0.01	0.0	115.54173254070393	10000	0	0	36	0
-0.01	0.0	122.94501221273003	100	0	0	36	0
-0.01	0.0	132.46181805514686	1000	0	0	36	0
-0.01	0.0	136.98427333727636	100	0	0	36	0
-0.01	0.0	141.4213562373095	10000	0	0	36	0
-0.01	0.0	152.62669712272165	100	0	0	36	0
-0.01	0.0	154.68872882258793	1000	0	0	36	0
-0.01	0.0	170.05535093240493	100	0	0	36	0
-0.01	0.0	173.0976294037676	10000	0	0	36	0
-0.01	0.0	180.64528462674488	1000	0	0	36	0
-0.01	0.0	189.4742068452859	100	0	0	36	0
-0.01	0.0	210.9573147718093	1000	0	0	36	0
-0.01	0.0	211.86891500973533	10000	0	0	36	0
-0.01	0.0	246.35566185790955	1000	0	0	36	0
-0.01	0.0	259.3243899527689	10000	0	0	36	0
-0.01	0.0	287.69380286764516	1000	0	0	36	0
-0.01	0.0	317.409183037944	10000	0	0	36	0
-0.01	0.0	335.96842704668774	1000	0	0	36	0
-0.01	0.0	388.50410289276914	10000	0	0	36	0
-0.01	0.0	392.34346672442524	1000	0	0	36	0
-0.01	0.0	458.17816047324357	1000	0	0	36	0
-0.01	0.0	475.5232237451433	10000	0	0	36	0
-0.01	0.0	535.0598252273023	1000	0	0	36	0
-0.01	0.0	582.0333289591675	10000	0	0	36	0
-0.01	0.0	624.8421275177529	1000	0	0	36	0
-0.01	0.0	712.4001081403561	10000	0	0	36	0
-0.01	0.0	729.6897765685391	1000	0	0	36	0
-0.01	0.0	852.1307168321739	1000	0	0	36	0
-0.01	0.0	871.9671002105022	10000	0	0	36	0
-0.01	0.0	995.1170783611925	1000	0	0	36	0
-0.01	0.0	1067.2747170607029	10000	0	0	36	0
-0.01	0.0	1162.0963545680327	1000	0	0	36	0
-0.01	0.0	1306.3283252338515	10000	0	0	36	0
-0.01	0.0	1357.0945235150923	1000	0	0	36	0
-0.01	0.0	1584.8131168428295	1000	0	0	36	0
-0.01	0.0	1598.9263739030541	10000	0	0	36	0
-0.01	0.0	1850.742576730435	1000	0	0	36	0
-0.01	0.0	1957.062018620097	10000	0	0	36	0
-0.01	0.0	2395.4147027895547	10000	0	0	36	0
-0.01	0.0	2931.9518460565623	10000	0	0	36	0
-0.01	0.0	3588.6653019135715	10000	0	0	36	0
-0.01	0.0	4392.472770819839	10000	0	0	36	0
-0.01	0.0	5376.321116406638	10000	0	0	36	0
-0.01	0.0	6580.536808046029	10000	0	0	36	0
-0.01	0.0	8054.478842400569	10000	0	0	36	0
-0.01	0.0	9858.561894731161	10000	0	0	36	0
-0.01	0.0	12066.732625903607	10000	0	0	36	0
-0.01	0.0	14769.500645207127	10000	0	0	36	0
-0.01	0.0	18077.64836360904	10000	0	0	36	0
-0.01	1.224744871391589	1	100	0	0	36	0
-0.01	1.224744871391589	1	1000	0	0	36	0
-0.01	1.224744871391589	1	10000	0	0	36	0
-0.01	1.224744871391589	1.0555526439717928	100	0.668501285155061	2.7244444444444444	36	2.7244444444444445e-5
-0.01	1.224744871391589	1.0806473169992383	1000	0.86778659325238	2.535833333333333	36	2.535833333333333e-5
-0.01	1.224744871391589	1.106338589938541	10000	0.9890832696420024	2.703333333333333	36	2.703333333333333e-5
-0.01	1.224744871391589	1.1760876614785134	100	0	0	36	0
-0.01	1.224744871391589	1.2619784495374968	1000	0	0	36	0
-0.01	1.224744871391589	1.3103867394783963	100	0	0	36	0
-0.01	1.224744871391589	1.3541419226309606	10000	0	0	36	0
-0.01	1.224744871391589	1.4600216150913115	100	0	0	36	0
-0.01	1.224744871391589	1.4737366965564649	1000	0	0	36	0
-0.01	1.224744871391589	1.626743504274438	100	0	0	36	0
-0.01	1.224744871391589	1.6574495035272516	10000	0	0	36	0
-0.01	1.224744871391589	1.7210276859903137	1000	0	0	36	0
-0.01	1.224744871391589	1.8125035967591316	100	0	0	36	0
-0.01	1.224744871391589	2.009813763113885	1000	0.642641868717384	1.5866666666666667	36	1.5866666666666665e-5
-0.01	1.224744871391589	2.019475891333	100	0.47639344483915214	1.4841666666666666	36	1.4841666666666665e-5
-0.01	1.224744871391589	2.0286934558567684	10000	0.6061329415706944	1.615	36	1.615e-5
-0.01	1.224744871391589	2.2500826387144484	100	0	0	36	0
-0.01	1.224744871391589	2.347057746533386	1000	0	0	36	0
-0.01	1.224744871391589	2.4830905129101035	10000	0	0	36	0
-0.01	1.224744871391589	2.5070226897842858	100	0	0	36	0
-0.01	1.224744871391589	2.740890806234484	1000	0	0	36	0
-0.01	1.224744871391589	2.7933030809411377	100	0	0	36	0
-0.01	1.224744871391589	3.0392657291341303	10000	0.34567945515214776	0.905	36	9.05e-6
-0.01	1.224744871391589	3.112274226232318	100	0.32026216939073077	0.8075	36	8.075e-6
-0.01	1.224744871391589	3.2008085113358145	1000	0.39203852661340105	0.9947222222222222	36	9.947222222222221e-6
-0.01	1.224744871391589	3.467669128122832	100	0	0	36	0
-0.01	1.224744871391589	3.720015893203823	10000	0.3193687971161688	0.7575	36	7.575e-6
-0.01	1.224744871391589	3.7378997743857276	1000	0.312154825240032	0.8322222222222222	36	8.322222222222223e-6
-0.01	1.224744871391589	3.8636470657963677	100	0.28073754901788867	0.5925	36	5.925e-6
-0.01	1.224744871391589	4.304842272283861	100	0	0	36	0
-0.01	1.224744871391589	4.365114212196933	1000	0	0	36	0
-0.01	1.224744871391589	4.5532439342286635	10000	0.24987361884926027	0.49444444444444446	36	4.9444444444444444e-6
-0.01	1.224744871391589	4.796418170100732	100	0.21365507731737166	0.4152777777777778	36	4.152777777777778e-6
-0.01	1.224744871391589	5.097574369461243	1000	0.27091848478246255	0.6055555555555555	36	6.055555555555555e-6
-0.01	1.224744871391589	5.344127800126624	100	0	0	36	0
-0.01	1.224744871391589	5.573102621003827	10000	0.2799403281086655	0.4563888888888889	36	4.563888888888889e-6
-0.01	1.224744871391589	5.952940333057172	1000	0.2552714086291139	0.5527777777777778	36	5.527777777777778e-6
-0.01	1.224744871391589	5.954381150942568	100	0.17764240877905646	0.31555555555555553	36	3.155555555555555e-6
-0.01	1.224744871391589	6.634320176598333	100	0.14810844375359264	0.24805555555555556	36	2.4805555555555556e-6
-0.01	1.224744871391589	6.821394432824586	10000	0.20412336761465896	0.3527777777777778	36	3.527777777777778e-6
-0.01	1.224744871391589	6.951835528136526	1000	0.20848813296516802	0.4388888888888889	36	4.388888888888889e-6
-0.01	1.224744871391589	7.391902380762504	100	0	0	36	0
-0.01	1.224744871391589	8.118343962208348	1000	0.17241146796461737	0.39666666666666667	36	3.966666666666666e-6
-0.01	1.224744871391589	8.235993945462319	100	0.12789504625724507	0.21833333333333335	36	2.1833333333333333e-6
-0.01	1.224744871391589	8.349284980470902	10000	0.1959014066083016	0.31569444444444444	36	3.156944444444444e-6
-0.01	1.224744871391589	9.176473494323238	100	0.10834212418545186	0.15861111111111112	36	1.5861111111111111e-6
-0.01	1.224744871391589	9.48059090609579	1000	0.15188099717076953	0.3223611111111111	36	3.2236111111111114e-6
-0.01	1.224744871391589	10.21940020792074	10000	0.16874654611397777	0.2594444444444444	36	2.594444444444444e-6
-0.01	1.224744871391589	10.224347704676473	100	0.11129397650524132	0.1527777777777778	36	1.527777777777778e-6
-0.01	1.224744871391589	11.071421012358362	1000	0.1352067787349178	0.27861111111111114	36	2.7861111111111113e-6
-0.01	1.224744871391589	11.391880121573063	100	0.07725601635789968	0.10972222222222222	36	1.0972222222222223e-6
-0.01	1.224744871391589	12.508393335947712	10000	0.1501228993879179	0.21847222222222223	36	2.184722222222222e-6
-0.01	1.224744871391589	12.692734681248593	100	0.07151423434733616	0.08333333333333333	36	8.333333333333332e-7
-0.01	1.224744871391589	12.929190221052218	1000	0.11594641619546259	0.24416666666666667	36	2.4416666666666664e-6
-0.01	1.224744871391589	14.142135623730951	100	0.08613942186943212	0.075	36	7.5e-7
-0.01	1.224744871391589	15.098690546187088	1000	0.10250598984520182	0.19462962962962962	36	1.9462962962962964e-6
-0.01	1.224744871391589	15.310086762774377	10000	0.11770239426417917	0.19564814814814813	36	1.956481481481481e-6
-0.01	1.224744871391589	15.757045666090121	100	0.06779286847355713	0.06111111111111111	36	6.111111111111112e-7
-0.01	1.224744871391589	17.55636452153805	100	0.050846797592344256	0.04055555555555555	36	4.055555555555555e-7
-0.01	1.224744871391589	17.63223004007799	1000	0.0910721945536138	0.15796296296296294	36	1.5796296296296295e-6
-0.01	1.224744871391589	18.739317703580973	10000	0.107383450108212	0.163125	36	1.6312499999999998e-6
-0.01	1.224744871391589	19.56115008769927	100	0.04751858450139138	0.03138888888888889	36	3.1388888888888887e-7
-0.01	1.224744871391589	20.59089397422876	1000	0.08714863947045888	0.1401851851851852	36	1.401851851851852e-6
-0.01	1.224744871391589	21.794864892676273	100	0.032647980834307644	0.01962962962962963	36	1.962962962962963e-7
-0.01	1.224744871391589	22.936645195870106	10000	0.10116778457058662	0.13822222222222216	36	1.3822222222222216e-6
-0.01	1.224744871391589	24.04601764463227	1000	0.06560718978107519	0.10796296296296296	36	1.0796296296296297e-6
-0.01	1.224744871391589	24.283650683132347	100	0.03070597894314954	0.016666666666666666	36	1.6666666666666665e-7
-0.01	1.224744871391589	27.056634367967558	100	0.025483507825176607	0.012685185185185183	36	1.2685185185185184e-7
-0.01	1.224744871391589	28.074111403783828	10000	0.07916205778842576	0.12148148148148147	36	1.2148148148148147e-6
-0.01	1.224744871391589	28.08090631177286	1000	0.05951835784558337	0.08827777777777775	36	8.827777777777775e-7
-0.01	1.224744871391589	30.14626889812659	100	0.028899875810623976	0.011851851851851851	36	1.1851851851851851e-7
-0.01	1.224744871391589	32.79284374419429	1000	0.05962387398690515	0.07327777777777776	36	7.327777777777776e-7
-0.01	1.224744871391589	33.58871307194372	100	0.023995183875235238	0.010347222222222221	36	1.034722222222222e-7
-0.01	1.224744871391589	34.362293368603815	10000	0.059142068416312275	0.09452380952380952	36	9.452380952380953e-7
-0.01	1.224744871391589	37.42425471098598	100	0.02329503659921422	0.011111111111111112	36	1.1111111111111112e-7
-0.01	1.224744871391589	38.295437792913965	1000	0.055875960983888355	0.06680555555555555	36	6.680555555555555e-7
-0.01	1.224744871391589	41.69778215893126	100	0.015531534741569217	0.006833333333333335	36	6.833333333333335e-8
-0.01	1.224744871391589	42.058934246120046	10000	0.05282138966696357	0.07777777777777778	36	7.777777777777778e-7
-0.01	1.224744871391589	44.72135954999582	1000	0.0435516664599821	0.05103174603174604	36	5.103174603174604e-7
-0.01	1.224744871391589	46.45930962155633	100	0.012544270810163906	0.005111111111111112	36	5.111111111111112e-8
-0.01	1.224744871391589	51.479507812354285	10000	0.043791388585950435	0.05849999999999996	36	5.849999999999996e-7
-0.01	1.224744871391589	51.764562496025064	100	0.006633010281676443	0.0020555555555555557	36	2.055555555555556e-8
-0.01	1.224744871391589	52.22554213416182	1000	0.033965344003174296	0.035381944444444445	36	3.5381944444444446e-7
-0.01	1.224744871391589	57.67562953973838	100	0.00296659829895659	7.407407407407407e-4	36	7.407407407407407e-9
-0.01	1.224744871391589	60.98891622822693	1000	0.029859344314246715	0.025401234567901224	36	2.5401234567901223e-7
-0.01	1.224744871391589	63.0101492608963	10000	0.04250474699869115	0.0522222222222222	36	5.22222222222222e-7
-0.01	1.224744871391589	64.26168951124772	100	3.318724059224617e-4	7.936507936507937e-5	36	7.936507936507936e-10
-0.01	1.224744871391589	71.2227724345744	1000	0.02632444716287625	0.02282828282828282	36	2.2828282828282818e-7
-0.01	1.224744871391589	71.59982078730054	100	0	0	36	0
-0.01	1.224744871391589	77.12348230585881	10000	0.0300555196826283	0.04109375	36	4.109375e-7
-0.01	1.224744871391589	79.77590343117669	100	0	0	36	0
