s	width	allele counts	se_f	f	n	f_per_kb
-0.1	13.47219358530748	2.0286934558567684	5.746097959332207	122.73428571428572	14	0.0012273428571428573
-0.1	13.47219358530748	2.4830905129101035	0	0	14	0
-0.1	13.47219358530748	3.0392657291341303	2.7852839340732563	46.752857142857145	14	4.675285714285715e-4
-0.1	13.47219358530748	3.720015893203823	1.466978842068598	19.305	14	1.9305e-4
-0.1	13.47219358530748	4.5532439342286635	0.8769264507357502	8.67	14	8.6700000000000007e-05
-0.1	13.47219358530748	5.573102621003827	0.5183023853286444	4.037142857142857	14	4.037142857142857e-5
-0.1	13.47219358530748	6.821394432824586	0.3949050518795626	1.9849999999999999	14	1.9849999999999998e-5
-0.1	13.47219358530748	8.349284980470902	0.20706478255807811	0.7228571428571429	14	7.2285714285714286e-06
-0.1	13.47219358530748	10.21940020792074	0.09283685323556222	0.1792857142857143	14	1.7928571428571431e-6
-0.1	13.47219358530748	12.508393335947712	0.052837091533867016	0.054285714285714284	14	5.428571428571428e-7
-0.1	13.47219358530748	15.310086762774377	0.03467008295367423	0.017380952380952382	14	1.7380952380952382e-7
-0.1	13.47219358530748	18.739317703580973	0.009221034243916055	0.0032142857142857147	14	3.2142857142857145e-8
-0.1	13.47219358530748	22.936645195870106	5.345224838248488e-4	1.4285714285714287e-4	14	1.4285714285714286e-9
-0.1	13.47219358530748	28.074111403783828	0	0	14	0
-0.1	13.47219358530748	34.362293368603815	0	0	14	0
-0.1	13.47219358530748	42.058934246120046	0	0	14	0
-0.1	13.47219358530748	51.479507812354285	0	0	14	0
-0.1	13.47219358530748	63.0101492608963	0	0	14	0
-0.1	13.47219358530748	77.12348230585881	0	0	14	0
-0.1	13.47219358530748	94.39799131968466	0	0	14	0
-0.1	13.47219358530748	115.54173254070393	0	0	14	0
-0.1	13.47219358530748	141.4213562373095	0	0	14	0
-0.1	13.47219358530748	173.0976294037676	0	0	14	0
-0.1	13.47219358530748	211.86891500973533	0	0	14	0
-0.1	13.47219358530748	259.3243899527689	0	0	14	0
-0.1	13.47219358530748	317.409183037944	0	0	14	0
-0.1	13.47219358530748	388.50410289276914	0	0	14	0
-0.1	13.47219358530748	475.5232237451433	0	0	14	0
-0.1	13.47219358530748	582.0333289591675	0	0	14	0
-0.1	13.47219358530748	712.4001081403561	0	0	14	0
-0.1	13.47219358530748	871.9671002105022	0	0	14	0
-0.1	13.47219358530748	1067.2747170607029	0	0	14	0
-0.1	13.47219358530748	1306.3283252338515	0	0	14	0
-0.1	13.47219358530748	1598.9263739030541	0	0	14	0
-0.1	13.47219358530748	1957.062018620097	0	0	14	0
-0.1	13.47219358530748	2395.4147027895547	0	0	14	0
-0.1	13.47219358530748	2931.9518460565623	0	0	14	0
-0.1	13.47219358530748	3588.6653019135715	0	0	14	0
-0.1	13.47219358530748	4392.472770819839	0	0	14	0
-0.1	13.47219358530748	5376.321116406638	0	0	14	0
-0.1	13.47219358530748	6580.536808046029	0	0	14	0
-0.1	13.47219358530748	8054.478842400569	0	0	14	0
-0.1	13.47219358530748	9858.561894731161	0	0	14	0
-0.1	13.47219358530748	12066.732625903607	0	0	14	0
-0.1	13.47219358530748	14769.500645207127	0	0	14	0
-0.1	13.47219358530748	18077.64836360904	0	0	14	0
-0.1	14.696938456699067	1	0	0	14	0
-0.1	14.696938456699067	1.106338589938541	11.777627725274936	330.01928571428573	14	0.003300192857142857
-0.1	14.696938456699067	1.3541419226309606	0	0	14	0
-0.1	14.696938456699067	1.6574495035272516	0	0	14	0
-0.1	14.696938456699067	2.0286934558567684	5.301685871203901	123.375	14	0.00123375
-0.1	14.696938456699067	2.4830905129101035	0	0	14	0
-0.1	14.696938456699067	3.0392657291341303	2.8144369764671398	46.55357142857143	14	4.6553571428571434e-4
-0.1	14.696938456699067	3.720015893203823	1.4175464408928236	19.240714285714287	14	1.9240714285714285e-4
-0.1	14.696938456699067	4.5532439342286635	0.8558460886587772	8.635714285714286	14	8.635714285714286e-5
-0.1	14.696938456699067	5.573102621003827	0.5478489404374727	4.06	14	4.059999999999999e-5
-0.1	14.696938456699067	6.821394432824586	0.38864373923164647	1.9385714285714286	14	1.9385714285714284e-5
-0.1	14.696938456699067	8.349284980470902	0.2008077780771047	0.7089285714285715	14	7.089285714285714e-6
-0.1	14.696938456699067	10.21940020792074	0.08425497670108929	0.18785714285714286	14	1.8785714285714286e-6
-0.1	14.696938456699067	12.508393335947712	0.05424937331891038	0.05607142857142857	14	5.607142857142858e-7
-0.1	14.696938456699067	15.310086762774377	0.02101804562175659	0.01095238095238095	14	1.0952380952380949e-7
-0.1	14.696938456699067	18.739317703580973	0.01666575089059154	0.004642857142857143	14	4.642857142857143e-8
-0.1	14.696938456699067	22.936645195870106	0	0	14	0
-0.1	14.696938456699067	28.074111403783828	0	0	14	0
-0.1	14.696938456699067	34.362293368603815	0	0	14	0
-0.1	14.696938456699067	42.058934246120046	0	0	14	0
-0.1	14.696938456699067	51.479507812354285	0	0	14	0
-0.1	14.696938456699067	63.0101492608963	0	0	14	0
-0.1	14.696938456699067	77.12348230585881	0	0	14	0
-0.1	14.696938456699067	94.39799131968466	0	0	14	0
-0.1	14.696938456699067	115.54173254070393	0	0	14	0
-0.1	14.696938456699067	141.4213562373095	0	0	14	0
-0.1	14.696938456699067	173.0976294037676	0	0	14	0
-0.1	14.696938456699067	211.86891500973533	0	0	14	0
-0.1	14.696938456699067	259.3243899527689	0	0	14	0
-0.1	14.696938456699067	317.409183037944	0	0	14	0
-0.1	14.696938456699067	388.50410289276914	0	0	14	0
-0.1	14.696938456699067	475.5232237451433	0	0	14	0
-0.1	14.696938456699067	582.0333289591675	0	0	14	0
-0.1	14.696938456699067	712.4001081403561	0	0	14	0
-0.1	14.696938456699067	871.9671002105022	0	0	14	0
-0.1	14.696938456699067	1067.2747170607029	0	0	14	0
-0.1	14.696938456699067	1306.3283252338515	0	0	14	0
-0.1	14.696938456699067	1598.9263739030541	0	0	14	0
-0.1	14.696938456699067	1957.062018620097	0	0	14	0
-0.1	14.696938456699067	2395.4147027895547	0	0	14	0
-0.1	14.696938456699067	2931.9518460565623	0	0	14	0
-0.1	14.696938456699067	3588.6653019135715	0	0	14	0
-0.1	14.696938456699067	4392.472770819839	0	0	14	0
-0.1	14.696938456699067	5376.321116406638	0	0	14	0
-0.1	14.696938456699067	6580.536808046029	0	0	14	0
-0.1	14.696938456699067	8054.478842400569	0	0	14	0
-0.1	14.696938456699067	9858.561894731161	0	0	14	0
-0.1	14.696938456699067	12066.732625903607	0	0	14	0
-0.1	14.696938456699067	14769.500645207127	0	0	14	0
-0.1	14.696938456699067	18077.64836360904	0	0	14	0
-0.1	15.921683328090657	1	0	0	14	0
-0.1	15.921683328090657	1.106338589938541	11.619312457199092	329.8828571428571	14	0.0032988285714285713
-0.1	15.921683328090657	1.3541419226309606	0	0	14	0
-0.1	15.921683328090657	1.6574495035272516	0	0	14	0
-0.1	15.921683328090657	2.0286934558567684	5.915285284751704	123.26	14	0.0012326000000000001
-0.1	15.921683328090657	2.4830905129101035	0	0	14	0
-0.1	15.921683328090657	3.0392657291341303	2.825086695159078	46.57071428571429	14	4.657071428571429e-4
-0.1	15.921683328090657	3.720015893203823	1.5160657949131018	19.38357142857143	14	1.938357142857143e-4
-0.1	15.921683328090657	4.5532439342286635	0.8273657389172373	8.595714285714285	14	8.595714285714285e-5
-0.1	15.921683328090657	5.573102621003827	0.54864468375351	4.035714285714286	14	4.0357142857142857e-5
-0.1	15.921683328090657	6.821394432824586	0.4008733597402683	1.9807142857142856	14	1.980714285714286e-5
-0.1	15.921683328090657	8.349284980470902	0.21407993782748486	0.7142857142857143	14	7.142857142857143e-6
-0.1	15.921683328090657	10.21940020792074	0.1013406018455465	0.19392857142857142	14	1.9392857142857142e-6
-0.1	15.921683328090657	12.508393335947712	0.0651382722022507	0.05392857142857143	14	5.392857142857143e-7
-0.1	15.921683328090657	15.310086762774377	0.028206460175009475	0.014285714285714285	14	1.4285714285714285e-7
-0.1	15.921683328090657	18.739317703580973	0.007994245870184819	0.0023214285714285715	14	2.3214285714285716e-8
-0.1	15.921683328090657	22.936645195870106	0.0016035674514745467	4.2857142857142866e-4	14	4.285714285714287e-9
-0.1	15.921683328090657	28.074111403783828	0	0	14	0
-0.1	15.921683328090657	34.362293368603815	0	0	14	0
-0.1	15.921683328090657	42.058934246120046	0	0	14	0
-0.1	15.921683328090657	51.479507812354285	0	0	14	0
-0.1	15.921683328090657	63.0101492608963	0	0	14	0
-0.1	15.921683328090657	77.12348230585881	0	0	14	0
-0.1	15.921683328090657	94.39799131968466	0	0	14	0
-0.1	15.921683328090657	115.54173254070393	0	0	14	0
-0.1	15.921683328090657	141.4213562373095	0	0	14	0
-0.1	15.921683328090657	173.0976294037676	0	0	14	0
-0.1	15.921683328090657	211.86891500973533	0	0	14	0
-0.1	15.921683328090657	259.3243899527689	0	0	14	0
-0.1	15.921683328090657	317.409183037944	0	0	14	0
-0.1	15.921683328090657	388.50410289276914	0	0	14	0
-0.1	15.921683328090657	475.5232237451433	0	0	14	0
-0.1	15.921683328090657	582.0333289591675	0	0	14	0
-0.1	15.921683328090657	712.4001081403561	0	0	14	0
-0.1	15.921683328090657	871.9671002105022	0	0	14	0
-0.1	15.921683328090657	1067.2747170607029	0	0	14	0
-0.1	15.921683328090657	1306.3283252338515	0	0	14	0
-0.1	15.921683328090657	1598.9263739030541	0	0	14	0
-0.1	15.921683328090657	1957.062018620097	0	0	14	0
-0.1	15.921683328090657	2395.4147027895547	0	0	14	0
-0.1	15.921683328090657	2931.9518460565623	0	0	14	0
-0.1	15.921683328090657	3588.6653019135715	0	0	14	0
-0.1	15.921683328090657	4392.472770819839	0	0	14	0
-0.1	15.921683328090657	5376.321116406638	0	0	14	0
-0.1	15.921683328090657	6580.536808046029	0	0	14	0
-0.1	15.921683328090657	8054.478842400569	0	0	14	0
-0.1	15.921683328090657	9858.561894731161	0	0	14	0
-0.1	15.921683328090657	12066.732625903607	0	0	14	0
-0.1	15.921683328090657	14769.500645207127	0	0	14	0
-0.1	15.921683328090657	18077.64836360904	0	0	14	0
-0.1	17.146428199482244	1	0	0	14	0
-0.1	17.146428199482244	1.106338589938541	11.990522837311472	330.0807142857143	14	0.003300807142857143
-0.1	17.146428199482244	1.3541419226309606	0	0	14	0
-0.1	17.146428199482244	1.6574495035272516	0	0	14	0
-0.1	17.146428199482244	2.0286934558567684	6.1017281374817305	123.23642857142858	14	0.0012323642857142857
-0.1	17.146428199482244	2.4830905129101035	0	0	14	0
-0.1	17.146428199482244	3.0392657291341303	2.9949944504525803	46.770714285714284	14	4.677071428571428e-4
-0.1	17.146428199482244	3.720015893203823	1.342434233148749	19.282857142857143	14	1.9282857142857143e-4
-0.1	17.146428199482244	4.5532439342286635	0.9295458539015139	8.666428571428572	14	8.666428571428572e-5
-0.1	17.146428199482244	5.573102621003827	0.6740512257574012	3.992857142857143	14	3.992857142857143e-5
-0.1	17.146428199482244	6.821394432824586	0.34197953155123184	1.925	14	1.925e-5
-0.1	17.146428199482244	8.349284980470902	0.1727687427214149	0.7025	14	7.025e-6
-0.1	17.146428199482244	10.21940020792074	0.09374386426807937	0.1757142857142857	14	1.757142857142857e-6
-0.1	17.146428199482244	12.508393335947712	0.06589201956047669	0.055714285714285716	14	5.571428571428571e-7
-0.1	17.146428199482244	15.310086762774377	0.03784487326223242	0.016190476190476196	14	1.6190476190476197e-7
-0.1	17.146428199482244	18.739317703580973	0.007368350047166762	0.0026785714285714286	14	2.6785714285714285e-8
-0.1	17.146428199482244	22.936645195870106	0.0016508406117111143	5.714285714285715e-4	14	5.714285714285714e-9
-0.1	17.146428199482244	28.074111403783828	0	0	14	0
-0.1	17.146428199482244	34.362293368603815	0	0	14	0
-0.1	17.146428199482244	42.058934246120046	0	0	14	0
-0.1	17.146428199482244	51.479507812354285	0	0	14	0
-0.1	17.146428199482244	63.0101492608963	0	0	14	0
-0.1	17.146428199482244	77.12348230585881	0	0	14	0
-0.1	17.146428199482244	94.39799131968466	0	0	14	0
-0.1	17.146428199482244	115.54173254070393	0	0	14	0
-0.1	17.146428199482244	141.4213562373095	0	0	14	0
-0.1	17.146428199482244	173.0976294037676	0	0	14	0
-0.1	17.146428199482244	211.86891500973533	0	0	14	0
-0.1	17.146428199482244	259.3243899527689	0	0	14	0
-0.1	17.146428199482244	317.409183037944	0	0	14	0
-0.1	17.146428199482244	388.50410289276914	0	0	14	0
-0.1	17.146428199482244	475.5232237451433	0	0	14	0
-0.1	17.146428199482244	582.0333289591675	0	0	14	0
-0.1	17.146428199482244	712.4001081403561	0	0	14	0
-0.1	17.146428199482244	871.9671002105022	0	0	14	0
-0.1	17.146428199482244	1067.2747170607029	0	0	14	0
-0.1	17.146428199482244	1306.3283252338515	0	0	14	0
-0.1	17.146428199482244	1598.9263739030541	0	0	14	0
-0.1	17.146428199482244	1957.062018620097	0	0	14	0
-0.1	17.146428199482244	2395.4147027895547	0	0	14	0
-0.1	17.146428199482244	2931.9518460565623	0	0	14	0
-0.1	17.146428199482244	3588.6653019135715	0	0	14	0
-0.1	17.146428199482244	4392.472770819839	0	0	14	0
-0.1	17.146428199482244	5376.321116406638	0	0	14	0
-0.1	17.146428199482244	6580.536808046029	0	0	14	0
-0.1	17.146428199482244	8054.478842400569	0	0	14	0
-0.1	17.146428199482244	9858.561894731161	0	0	14	0
-0.1	17.146428199482244	12066.732625903607	0	0	14	0
-0.1	17.146428199482244	14769.500645207127	0	0	14	0
-0.1	17.146428199482244	18077.64836360904	0	0	14	0
-0.1	18.371173070873834	1	0	0	14	0
-0.1	18.371173070873834	1.106338589938541	11.975569201182372	330.165	14	0.0033016500000000006
-0.1	18.371173070873834	1.3541419226309606	0	0	14	0
-0.1	18.371173070873834	1.6574495035272516	0	0	14	0
-0.1	18.371173070873834	2.0286934558567684	5.95077850664641	123.56428571428572	14	0.0012356428571428572
-0.1	18.371173070873834	2.4830905129101035	0	0	14	0
