s	width	allele counts	se_f	f	n	f_per_kb
-0.2	12.24744871391589	77.12348230585881	0	0	20	0
-0.2	12.24744871391589	94.39799131968466	0	0	20	0
-0.2	12.24744871391589	115.54173254070393	0	0	20	0
-0.2	12.24744871391589	141.4213562373095	0	0	20	0
-0.2	12.24744871391589	173.0976294037676	0	0	20	0
-0.2	12.24744871391589	211.86891500973533	0	0	20	0
-0.2	12.24744871391589	259.3243899527689	0	0	20	0
-0.2	12.24744871391589	317.409183037944	0	0	20	0
-0.2	12.24744871391589	388.50410289276914	0	0	20	0
-0.2	12.24744871391589	475.5232237451433	0	0	20	0
-0.2	12.24744871391589	582.0333289591675	0	0	20	0
-0.2	12.24744871391589	712.4001081403561	0	0	20	0
-0.2	12.24744871391589	871.9671002105022	0	0	20	0
-0.2	12.24744871391589	1067.2747170607029	0	0	20	0
-0.2	12.24744871391589	1306.3283252338515	0	0	20	0
-0.2	12.24744871391589	1598.9263739030541	0	0	20	0
-0.2	12.24744871391589	1957.062018620097	0	0	20	0
-0.2	12.24744871391589	2395.4147027895547	0	0	20	0
-0.2	12.24744871391589	2931.9518460565623	0	0	20	0
-0.2	12.24744871391589	3588.6653019135715	0	0	20	0
-0.2	12.24744871391589	4392.472770819839	0	0	20	0
-0.2	12.24744871391589	5376.321116406638	0	0	20	0
-0.2	12.24744871391589	6580.536808046029	0	0	20	0
-0.2	12.24744871391589	8054.478842400569	0	0	20	0
-0.2	12.24744871391589	9858.561894731161	0	0	20	0
-0.2	12.24744871391589	12066.732625903607	0	0	20	0
-0.2	12.24744871391589	14769.500645207127	0	0	20	0
-0.2	12.24744871391589	18077.64836360904	0	0	20	0
-0.2	13.47219358530748	1	0	0	20	0
-0.2	13.47219358530748	1.106338589938541	1.4464638369412997	7.4795	20	7.4795e-5
-0.2	13.47219358530748	1.3541419226309606	0	0	20	0
-0.2	13.47219358530748	1.6574495035272516	0	0	20	0
-0.2	13.47219358530748	2.0286934558567684	0.8669199865950113	7.0415	20	7.0415e-5
-0.2	13.47219358530748	2.4830905129101035	0	0	20	0
-0.2	13.47219358530748	3.0392657291341303	0.6730705366961334	5.8485000000000005	20	5.848500000000001e-5
-0.2	13.47219358530748	3.720015893203823	0.5628555016960158	4.662	20	4.662e-5
-0.2	13.47219358530748	4.5532439342286635	0.5468519957567659	3.5095	20	3.5094999999999995e-5
-0.2	13.47219358530748	5.573102621003827	0.5267517142079868	2.404	20	2.404e-5
-0.2	13.47219358530748	6.821394432824586	0.43244074738627486	1.7145000000000001	20	1.7145000000000003e-5
-0.2	13.47219358530748	8.349284980470902	0.2885593754461891	0.96675	20	9.6675e-6
-0.2	13.47219358530748	10.21940020792074	0.22314896487843225	0.46425	20	4.6425e-6
-0.2	13.47219358530748	12.508393335947712	0.14324137707123302	0.24625	20	2.4625e-6
-0.2	13.47219358530748	15.310086762774377	0.06858021299205104	0.11783333333333333	20	1.1783333333333332e-6
-0.2	13.47219358530748	18.739317703580973	0.044400057788013605	0.046375	20	4.6374999999999995e-7
-0.2	13.47219358530748	22.936645195870106	0.027338809892089103	0.0166	20	1.66e-7
-0.2	13.47219358530748	28.074111403783828	0.008678803916836727	0.0036666666666666657	20	3.666666666666666e-8
-0.2	13.47219358530748	34.362293368603815	0.001023357713444827	3.571428571428571e-4	20	3.5714285714285707e-9
-0.2	13.47219358530748	42.058934246120046	0	0	20	0
-0.2	13.47219358530748	51.479507812354285	0	0	20	0
-0.2	13.47219358530748	63.0101492608963	0	0	20	0
-0.2	13.47219358530748	77.12348230585881	0	0	20	0
-0.2	13.47219358530748	94.39799131968466	0	0	20	0
-0.2	13.47219358530748	115.54173254070393	0	0	20	0
-0.2	13.47219358530748	141.4213562373095	0	0	20	0
-0.2	13.47219358530748	173.0976294037676	0	0	20	0
-0.2	13.47219358530748	211.86891500973533	0	0	20	0
-0.2	13.47219358530748	259.3243899527689	0	0	20	0
-0.2	13.47219358530748	317.409183037944	0	0	20	0
-0.2	13.47219358530748	388.50410289276914	0	0	20	0
-0.2	13.47219358530748	475.5232237451433	0	0	20	0
-0.2	13.47219358530748	582.0333289591675	0	0	20	0
-0.2	13.47219358530748	712.4001081403561	0	0	20	0
-0.2	13.47219358530748	871.9671002105022	0	0	20	0
-0.2	13.47219358530748	1067.2747170607029	0	0	20	0
-0.2	13.47219358530748	1306.3283252338515	0	0	20	0
-0.2	13.47219358530748	1598.9263739030541	0	0	20	0
-0.2	13.47219358530748	1957.062018620097	0	0	20	0
-0.2	13.47219358530748	2395.4147027895547	0	0	20	0
-0.2	13.47219358530748	2931.9518460565623	0	0	20	0
-0.2	13.47219358530748	3588.6653019135715	0	0	20	0
-0.2	13.47219358530748	4392.472770819839	0	0	20	0
-0.2	13.47219358530748	5376.321116406638	0	0	20	0
-0.2	13.47219358530748	6580.536808046029	0	0	20	0
-0.2	13.47219358530748	8054.478842400569	0	0	20	0
-0.2	13.47219358530748	9858.561894731161	0	0	20	0
-0.2	13.47219358530748	12066.732625903607	0	0	20	0
-0.2	13.47219358530748	14769.500645207127	0	0	20	0
-0.2	13.47219358530748	18077.64836360904	0	0	20	0
-0.2	14.696938456699067	1	0	0	20	0
-0.2	14.696938456699067	1.106338589938541	1.3451573963862489	7.252	20	7.252e-5
-0.2	14.696938456699067	1.3541419226309606	0	0	20	0
-0.2	14.696938456699067	1.6574495035272516	0	0	20	0
-0.2	14.696938456699067	2.0286934558567684	1.0170488783989842	7.441	20	7.441e-5
-0.2	14.696938456699067	2.4830905129101035	0	0	20	0
-0.2	14.696938456699067	3.0392657291341303	0.7766220716057863	6.3255	20	6.325499999999999e-5
-0.2	14.696938456699067	3.720015893203823	0.5760891287036463	5.1095	20	5.1095e-5
-0.2	14.696938456699067	4.5532439342286635	0.5428918667169075	3.605	20	3.605e-5
-0.2	14.696938456699067	5.573102621003827	0.49582759100316315	2.5635	20	2.5634999999999998e-5
-0.2	14.696938456699067	6.821394432824586	0.42480057240520464	1.6285	20	1.6285e-5
-0.2	14.696938456699067	8.349284980470902	0.27760856103134635	0.89575	20	8.9575e-6
-0.2	14.696938456699067	10.21940020792074	0.1924692388272392	0.40625	20	4.0625e-6
-0.2	14.696938456699067	12.508393335947712	0.11832048361169448	0.2155	20	2.155e-6
-0.2	14.696938456699067	15.310086762774377	0.06658855072547606	0.10566666666666666	20	1.0566666666666666e-6
-0.2	14.696938456699067	18.739317703580973	0.04177693741767101	0.043125	20	4.3125e-7
-0.2	14.696938456699067	22.936645195870106	0.032870399417937346	0.0166	20	1.66e-7
-0.2	14.696938456699067	28.074111403783828	0.007617980423379553	0.002416666666666666	20	2.416666666666666e-8
-0.2	14.696938456699067	34.362293368603815	4.397050080364946e-4	1.4285714285714287e-4	20	1.4285714285714286e-9
-0.2	14.696938456699067	42.058934246120046	0	0	20	0
-0.2	14.696938456699067	51.479507812354285	0	0	20	0
-0.2	14.696938456699067	63.0101492608963	0	0	20	0
-0.2	14.696938456699067	77.12348230585881	0	0	20	0
-0.2	14.696938456699067	94.39799131968466	0	0	20	0
-0.2	14.696938456699067	115.54173254070393	0	0	20	0
-0.2	14.696938456699067	141.4213562373095	0	0	20	0
-0.2	14.696938456699067	173.0976294037676	0	0	20	0
-0.2	14.696938456699067	211.86891500973533	0	0	20	0
-0.2	14.696938456699067	259.3243899527689	0	0	20	0
-0.2	14.696938456699067	317.409183037944	0	0	20	0
-0.2	14.696938456699067	388.50410289276914	0	0	20	0
-0.2	14.696938456699067	475.5232237451433	0	0	20	0
-0.2	14.696938456699067	582.0333289591675	0	0	20	0
-0.2	14.696938456699067	712.4001081403561	0	0	20	0
-0.2	14.696938456699067	871.9671002105022	0	0	20	0
-0.2	14.696938456699067	1067.2747170607029	0	0	20	0
-0.2	14.696938456699067	1306.3283252338515	0	0	20	0
-0.2	14.696938456699067	1598.9263739030541	0	0	20	0
-0.2	14.696938456699067	1957.062018620097	0	0	20	0
-0.2	14.696938456699067	2395.4147027895547	0	0	20	0
-0.2	14.696938456699067	2931.9518460565623	0	0	20	0
-0.2	14.696938456699067	3588.6653019135715	0	0	20	0
-0.2	14.696938456699067	4392.472770819839	0	0	20	0
-0.2	14.696938456699067	5376.321116406638	0	0	20	0
-0.2	14.696938456699067	6580.536808046029	0	0	20	0
-0.2	14.696938456699067	8054.478842400569	0	0	20	0
-0.2	14.696938456699067	9858.561894731161	0	0	20	0
-0.2	14.696938456699067	12066.732625903607	0	0	20	0
-0.2	14.696938456699067	14769.500645207127	0	0	20	0
-0.2	14.696938456699067	18077.64836360904	0	0	20	0
-0.2	15.921683328090657	1	0	0	20	0
-0.2	15.921683328090657	1.106338589938541	1.2687800813130865	7.0465	20	7.0465e-5
-0.2	15.921683328090657	1.3541419226309606	0	0	20	0
-0.2	15.921683328090657	1.6574495035272516	0	0	20	0
-0.2	15.921683328090657	2.0286934558567684	1.0264814711071584	7.667	20	7.667e-5
-0.2	15.921683328090657	2.4830905129101035	0	0	20	0
-0.2	15.921683328090657	3.0392657291341303	0.823595934398595	6.8795	20	6.879500000000001e-5
-0.2	15.921683328090657	3.720015893203823	0.6226131264783596	5.2595	20	5.2595e-5
-0.2	15.921683328090657	4.5532439342286635	0.5990922958504544	3.772	20	3.772e-5
-0.2	15.921683328090657	5.573102621003827	0.43669813734191115	2.54	20	2.54e-5
-0.2	15.921683328090657	6.821394432824586	0.45865248856095603	1.604	20	1.604e-5
-0.2	15.921683328090657	8.349284980470902	0.28811216291759123	0.8532500000000001	20	8.5325e-6
-0.2	15.921683328090657	10.21940020792074	0.1934799051173287	0.3865	20	3.865e-6
-0.2	15.921683328090657	12.508393335947712	0.10311465259092603	0.197	20	1.97e-6
-0.2	15.921683328090657	15.310086762774377	0.06149668369321356	0.09816666666666667	20	9.816666666666667e-7
-0.2	15.921683328090657	18.739317703580973	0.04633544738329961	0.0415	20	4.15e-7
-0.2	15.921683328090657	22.936645195870106	0.022121911024331083	0.0123	20	1.2299999999999998e-7
-0.2	15.921683328090657	28.074111403783828	0.00488089125213876	0.0015833333333333333	20	1.5833333333333333e-8
-0.2	15.921683328090657	34.362293368603815	6.388765649999399e-4	1.4285714285714287e-4	20	1.4285714285714286e-9
-0.2	15.921683328090657	42.058934246120046	0	0	20	0
-0.2	15.921683328090657	51.479507812354285	0	0	20	0
-0.2	15.921683328090657	63.0101492608963	0	0	20	0
-0.2	15.921683328090657	77.12348230585881	0	0	20	0
-0.2	15.921683328090657	94.39799131968466	0	0	20	0
-0.2	15.921683328090657	115.54173254070393	0	0	20	0
-0.2	15.921683328090657	141.4213562373095	0	0	20	0
-0.2	15.921683328090657	173.0976294037676	0	0	20	0
-0.2	15.921683328090657	211.86891500973533	0	0	20	0
-0.2	15.921683328090657	259.3243899527689	0	0	20	0
-0.2	15.921683328090657	317.409183037944	0	0	20	0
-0.2	15.921683328090657	388.50410289276914	0	0	20	0
-0.2	15.921683328090657	475.5232237451433	0	0	20	0
-0.2	15.921683328090657	582.0333289591675	0	0	20	0
-0.2	15.921683328090657	712.4001081403561	0	0	20	0
-0.2	15.921683328090657	871.9671002105022	0	0	20	0
-0.2	15.921683328090657	1067.2747170607029	0	0	20	0
-0.2	15.921683328090657	1306.3283252338515	0	0	20	0
-0.2	15.921683328090657	1598.9263739030541	0	0	20	0
-0.2	15.921683328090657	1957.062018620097	0	0	20	0
-0.2	15.921683328090657	2395.4147027895547	0	0	20	0
-0.2	15.921683328090657	2931.9518460565623	0	0	20	0
-0.2	15.921683328090657	3588.6653019135715	0	0	20	0
-0.2	15.921683328090657	4392.472770819839	0	0	20	0
-0.2	15.921683328090657	5376.321116406638	0	0	20	0
-0.2	15.921683328090657	6580.536808046029	0	0	20	0
-0.2	15.921683328090657	8054.478842400569	0	0	20	0
-0.2	15.921683328090657	9858.561894731161	0	0	20	0
-0.2	15.921683328090657	12066.732625903607	0	0	20	0
-0.2	15.921683328090657	14769.500645207127	0	0	20	0
-0.2	15.921683328090657	18077.64836360904	0	0	20	0
-0.2	17.146428199482244	1	0	0	20	0
-0.2	17.146428199482244	1.106338589938541	1.2627513819559175	6.974	20	6.974e-5
-0.2	17.146428199482244	1.3541419226309606	0	0	20	0
-0.2	17.146428199482244	1.6574495035272516	0	0	20	0
-0.2	17.146428199482244	2.0286934558567684	1.0746038437734304	8.0055	20	8.005499999999999e-5
-0.2	17.146428199482244	2.4830905129101035	0	0	20	0
-0.2	17.146428199482244	3.0392657291341303	0.7617837446967547	7.0275	20	7.0275e-5
-0.2	17.146428199482244	3.720015893203823	0.6472067513147313	5.4615	20	5.4615000000000005e-5
-0.2	17.146428199482244	4.5532439342286635	0.6164830214932716	3.8325	20	3.8325e-5
-0.2	17.146428199482244	5.573102621003827	0.45294823684738844	2.566	20	2.5659999999999998e-5
-0.2	17.146428199482244	6.821394432824586	0.379740562406549	1.6115	20	1.6115e-5
-0.2	17.146428199482244	8.349284980470902	0.29586180984763105	0.82	20	8.2e-6
-0.2	17.146428199482244	10.21940020792074	0.1910075432514312	0.39125	20	3.912499999999999e-6
-0.2	17.146428199482244	12.508393335947712	0.09970482752394162	0.186	20	1.86e-6
-0.2	17.146428199482244	15.310086762774377	0.05527707983925668	0.085	20	8.5e-7
-0.2	17.146428199482244	18.739317703580973	0.040338004477950544	0.035875000000000004	20	3.5875e-7
-0.2	17.146428199482244	22.936645195870106	0.018794176029599683	0.009800000000000003	20	9.800000000000003e-8
-0.2	17.146428199482244	28.074111403783828	0.005011682258915411	0.001833333333333333	20	1.8333333333333332e-8
-0.2	17.146428199482244	34.362293368603815	3.1943828249996994e-4	7.142857142857143e-5	20	7.142857142857143e-10
-0.2	17.146428199482244	42.058934246120046	0	0	20	0
-0.2	17.146428199482244	51.479507812354285	0	0	20	0
-0.2	17.146428199482244	63.0101492608963	0	0	20	0
-0.2	17.146428199482244	77.12348230585881	0	0	20	0
-0.2	17.146428199482244	94.39799131968466	0	0	20	0
-0.2	17.146428199482244	115.54173254070393	0	0	20	0
-0.2	17.146428199482244	141.4213562373095	0	0	20	0
-0.2	17.146428199482244	173.0976294037676	0	0	20	0
-0.2	17.146428199482244	211.86891500973533	0	0	20	0
-0.2	17.146428199482244	259.3243899527689	0	0	20	0
-0.2	17.146428199482244	317.409183037944	0	0	20	0
-0.2	17.146428199482244	388.50410289276914	0	0	20	0
-0.2	17.146428199482244	475.5232237451433	0	0	20	0
-0.2	17.146428199482244	582.0333289591675	0	0	20	0
-0.2	17.146428199482244	712.4001081403561	0	0	20	0
-0.2	17.146428199482244	871.9671002105022	0	0	20	0
-0.2	17.146428199482244	1067.2747170607029	0	0	20	0
-0.2	17.146428199482244	1306.3283252338515	0	0	20	0
-0.2	17.146428199482244	1598.9263739030541	0	0	20	0
-0.2	17.146428199482244	1957.062018620097	0	0	20	0
-0.2	17.146428199482244	2395.4147027895547	0	0	20	0
-0.2	17.146428199482244	2931.9518460565623	0	0	20	0
-0.2	17.146428199482244	3588.6653019135715	0	0	20	0
-0.2	17.146428199482244	4392.472770819839	0	0	20	0
-0.2	17.146428199482244	5376.321116406638	0	0	20	0
-0.2	17.146428199482244	6580.536808046029	0	0	20	0
-0.2	17.146428199482244	8054.478842400569	0	0	20	0
-0.2	17.146428199482244	9858.561894731161	0	0	20	0
-0.2	17.146428199482244	12066.732625903607	0	0	20	0
-0.2	17.146428199482244	14769.500645207127	0	0	20	0
-0.2	17.146428199482244	18077.64836360904	0	0	20	0
-0.2	18.371173070873834	1	0	0	20	0
-0.2	18.371173070873834	1.106338589938541	1.3188410981256473	6.7345	20	6.7345e-5
-0.2	18.371173070873834	1.3541419226309606	0	0	20	0
