sigma,rho,s,w,mu,logl
51.918367,0.306218,0.01193776641714437,multi,1.25e-08,-75.57074540704491
51.918367,0.306218,0.01,multi,1.25e-08,-76.5713242821733
51.918367,0.306218,0.014251026703029992,multi,1.25e-08,-106.31423670989925
51.918367,0.306218,0.008376776400682925,multi,1.25e-08,-113.91479169520227
51.918367,0.306218,0.017012542798525893,multi,1.25e-08,-165.00303771767597
51.918367,0.306218,0.00701703828670383,multi,1.25e-08,-193.11748391944008
51.918367,0.306218,0.020309176209047368,multi,1.25e-08,-248.53941527777945
51.918367,0.306218,0.0058780160722749115,multi,1.25e-08,-320.75202651314555
51.918367,0.306218,0.024244620170823284,multi,1.25e-08,-354.4434377098579
51.918367,0.306218,0.028942661247167517,multi,1.25e-08,-480.7831518396911
51.918367,0.306218,0.004923882631706742,multi,1.25e-08,-504.6105779134184
51.918367,0.306218,0.03455107294592222,multi,1.25e-08,-626.1159435190407
51.918367,0.306218,0.004124626382901352,multi,1.25e-08,-753.8959860988957
51.918367,0.306218,0.04124626382901352,multi,1.25e-08,-789.4390028495727
51.918367,0.306218,0.04923882631706741,multi,1.25e-08,-970.1469172303212
51.918367,0.306218,0.003455107294592218,multi,1.25e-08,-1079.444547093284
51.918367,0.306218,0.05878016072274912,multi,1.25e-08,-1167.9944865677953
51.918367,0.306218,0.07017038286703829,multi,1.25e-08,-1383.062909681085
51.918367,0.306218,0.0028942661247167516,multi,1.25e-08,-1493.9842193190557
51.918367,0.306218,0.08376776400682924,multi,1.25e-08,-1615.7275509723204
51.918367,0.306218,0.1,multi,1.25e-08,-1866.625592396866
51.918367,0.306218,0.0024244620170823282,multi,1.25e-08,-2012.4321540984724
51.918367,0.306218,0.002030917620904735,multi,1.25e-08,-2652.2351365738377
51.918367,0.306218,0.0017012542798525892,multi,1.25e-08,-3433.7558261862023
51.918367,0.306218,0.0014251026703029992,multi,1.25e-08,-4380.706298409093
51.918367,0.306218,0.001193776641714437,multi,1.25e-08,-5520.627968072605
51.918367,0.306218,0.001,multi,1.25e-08,-6885.413015327821
51.918367,0.306218,0.0008376776400682924,multi,1.25e-08,-8511.856222225333
51.918367,0.306218,0.000701703828670383,multi,1.25e-08,-10442.216654807406
51.918367,0.306218,0.0005878016072274912,multi,1.25e-08,-12724.754496025937
51.918367,0.306218,0.0004923882631706741,multi,1.25e-08,-15414.18764158263
51.918367,0.306218,0.0004124626382901352,multi,1.25e-08,-18571.982865513666
51.918367,0.306218,0.0003455107294592218,multi,1.25e-08,-22266.354142658914
51.918367,0.306218,0.0002894266124716752,multi,1.25e-08,-26571.781995195903
51.918367,0.306218,0.00024244620170823283,multi,1.25e-08,-31567.7878263413
51.918367,0.306218,0.0002030917620904735,multi,1.25e-08,-37336.59148454683
51.918367,0.306218,0.00017012542798525892,multi,1.25e-08,-43959.14574448179
51.918367,0.306218,0.00014251026703029977,multi,1.25e-08,-51508.87978823007
51.918367,0.306218,0.00011937766417144369,multi,1.25e-08,-60042.30771159159
51.918367,0.306218,0.0001,multi,1.25e-08,-69585.50129043782
