sigma,rho,s,w,mu,logl
21.367347,1.530692,0.01,multi,1.25e-08,-165.98621849579894
21.367347,1.530692,0.008376776400682925,multi,1.25e-08,-214.37746839478513
21.367347,1.530692,0.01193776641714437,multi,1.25e-08,-222.8166946621959
21.367347,1.530692,0.014251026703029992,multi,1.25e-08,-374.39614465687833
21.367347,1.530692,0.00701703828670383,multi,1.25e-08,-380.7813439051078
21.367347,1.530692,0.017012542798525893,multi,1.25e-08,-612.3014695749038
21.367347,1.530692,0.0058780160722749115,multi,1.25e-08,-680.6019480298396
21.367347,1.530692,0.020309176209047368,multi,1.25e-08,-929.9117272299682
21.367347,1.530692,0.004923882631706742,multi,1.25e-08,-1132.1832544494641
21.367347,1.530692,0.024244620170823284,multi,1.25e-08,-1322.1760168957535
21.367347,1.530692,0.004124626382901352,multi,1.25e-08,-1757.1714529847968
21.367347,1.530692,0.028942661247167517,multi,1.25e-08,-1785.391612005566
21.367347,1.530692,0.03455107294592222,multi,1.25e-08,-2316.988305171199
21.367347,1.530692,0.003455107294592218,multi,1.25e-08,-2580.9154969724195
21.367347,1.530692,0.04124626382901352,multi,1.25e-08,-2915.316649446466
21.367347,1.530692,0.04923882631706741,multi,1.25e-08,-3579.4399710307043
21.367347,1.530692,0.0028942661247167516,multi,1.25e-08,-3632.9060749003875
21.367347,1.530692,0.05878016072274912,multi,1.25e-08,-4308.932359366999
21.367347,1.530692,0.0024244620170823282,multi,1.25e-08,-4947.249870712542
21.367347,1.530692,0.07017038286703829,multi,1.25e-08,-5103.686861702345
21.367347,1.530692,0.08376776400682924,multi,1.25e-08,-5963.7393905703675
21.367347,1.530692,0.002030917620904735,multi,1.25e-08,-6563.171150827093
21.367347,1.530692,0.1,multi,1.25e-08,-6889.114120794946
21.367347,1.530692,0.0017012542798525892,multi,1.25e-08,-8525.52587587915
21.367347,1.530692,0.0014251026703029992,multi,1.25e-08,-10885.303974969667
21.367347,1.530692,0.001193776641714437,multi,1.25e-08,-13700.082242670753
21.367347,1.530692,0.001,multi,1.25e-08,-17034.372414471094
21.367347,1.530692,0.0008376776400682924,multi,1.25e-08,-20959.78502142711
21.367347,1.530692,0.000701703828670383,multi,1.25e-08,-25554.898124939064
21.367347,1.530692,0.0005878016072274912,multi,1.25e-08,-30904.679443828027
21.367347,1.530692,0.0004923882631706741,multi,1.25e-08,-37099.25937312025
21.367347,1.530692,0.0004124626382901352,multi,1.25e-08,-44231.790310994125
21.367347,1.530692,0.0003455107294592218,multi,1.25e-08,-52395.05542408388
21.367347,1.530692,0.0002894266124716752,multi,1.25e-08,-61676.41120198657
21.367347,1.530692,0.00024244620170823283,multi,1.25e-08,-72150.5714644507
21.367347,1.530692,0.0002030917620904735,multi,1.25e-08,-83869.68227409081
21.367347,1.530692,0.00017012542798525892,multi,1.25e-08,-96850.12557675623
21.367347,1.530692,0.00014251026703029977,multi,1.25e-08,-111055.56890053161
21.367347,1.530692,0.00011937766417144369,multi,1.25e-08,-126376.01488296912
21.367347,1.530692,0.0001,multi,1.25e-08,-142603.08766694705
