0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.406652699343639856e-228,5.189217052778761285e-245,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.187286744709959299e-88,2.651428526477260186e-104,2.709642998847535913e-188,0.000000000000000000e+00,0.000000000000000000e+00,5.086631335937147961e-15,1.876485509320130381e-31,1.917685418254004476e-115,2.714542962335433451e-267,0.000000000000000000e+00,9.972699918696808542e-10,3.678982346139471049e-26,3.759757676872077595e-110,5.322053160904773751e-262,0.000000000000000000e+00
0.000000000000000000e+00,1.362353541974926031e-248,9.548609225851909707e-102,1.139861017355942289e-22,4.649735587369223446e-11,0.000000000000000000e+00,8.047289852336690345e-253,4.474468916178492784e-106,3.601120793721241367e-27,8.837191018057967379e-16,0.000000000000000000e+00,0.000000000000000000e+00,8.448726682683091600e-178,6.356936613677519068e-99,1.339156444054037139e-87,0.000000000000000000e+00,0.000000000000000000e+00,2.302712012263777260e-317,1.721866362151166181e-238,3.570067825892521245e-227,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.539772443686574712e-202,3.196112689839567239e-73,3.116716392124982896e-12,8.419565601214244691e-19,0.000000000000000000e+00,1.900861043352032997e-209,1.338253442797133322e-80,1.305009192962118053e-19,3.525380281020962196e-26,0.000000000000000000e+00,2.204874396749993921e-284,1.552286403419903061e-155,1.513725249485617099e-94,4.089210385796138930e-101,0.000000000000000000e+00,0.000000000000000000e+00,2.493977552808974616e-298,2.432023359233199127e-237,6.569920916926415892e-244,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.835822432986929612e-308,1.073844410231867165e-177,1.740080128480291120e-114,3.905569195914164356e-119,2.428379870600124120e-191,2.183192561338730150e-222,1.277034797226535159e-91,2.069334116617454185e-28,4.644572080122410800e-33,2.887872364089716141e-105,7.192346661886482875e-204,4.207085130096358043e-73,6.817249467383171660e-10,1.530115716218612452e-14,9.513855775084911165e-87,3.281983422176605706e-253,1.919760587435361613e-122,3.110820541417751056e-59,6.982164028957130898e-64,4.341325356336203532e-136,0.000000000000000000e+00,2.426777954470724341e-239,3.932402175373581497e-176,8.826184812246630340e-181,5.487888821603485218e-253
0.000000000000000000e+00,5.340188668224610101e-280,4.686059205197805297e-230,5.712965245756106729e-248,0.000000000000000000e+00,2.998742214068769314e-256,9.557552503220294209e-139,8.466883994921815013e-89,1.042555961830406971e-106,3.569069548948183171e-192,1.515668035337177953e-182,4.880966078920953902e-65,4.370466560095292057e-15,5.440897440110363119e-33,1.883573322913069264e-118,1.095378381922873016e-176,3.567144801527801693e-59,3.230372988091738337e-09,4.067463915328933732e-27,1.424115363744135482e-112,2.267952838187668823e-238,7.469659733206011376e-121,6.840506090816970350e-71,8.708131186183780361e-89,3.081696520336979286e-174
5.490664252929327562e-107,7.046387132472591839e-22,6.845153196868283482e-04,1.694346949228674449e-51,3.532941499049432152e-166,6.045810491483817469e-127,9.485125804899275909e-42,1.991114489010544619e-22,2.117194998615627464e-69,6.486902509315971900e-184,1.968502580550403359e-213,4.447450359781427059e-128,1.167186849013985194e-107,1.297366329809688352e-154,3.999960467613618175e-269,0.000000000000000000e+00,1.377166772924366593e-281,9.981359238398320412e-261,1.110894171663115950e-307,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.528206158438785490e-171,1.197624696911285970e-192,9.335463332846670651e-282,0.000000000000000000e+00,0.000000000000000000e+00,9.328592724324545961e-54,1.555599703641517102e-75,1.201626899957457772e-164,1.343060024351713237e-262,0.000000000000000000e+00,8.596494516789441199e-04,7.938617872653964397e-26,2.912677721196184119e-72,3.936228975640561067e-134,1.160591527613949368e-262,5.309363093188447053e-21,8.135685783180934619e-17,2.724329549208957353e-12,1.882028046928795589e-73,5.537745727699744090e-202,6.321060754873178226e-96,3.888594970559932197e-24,7.039445717968560329e-19,2.650424400352220231e-80,7.337851826386205490e-209
2.032830501989908482e-176,3.048874197799938418e-197,1.266762036677074335e-285,0.000000000000000000e+00,0.000000000000000000e+00,4.915337818055630574e-57,7.372108315115420893e-78,3.063001730474284135e-166,1.749954452501494530e-264,0.000000000000000000e+00,3.292477167535488744e-05,4.938113961354860195e-26,2.318229696834536231e-74,5.355799170500192651e-135,3.427751272120866587e-263,3.054776038589988694e-21,5.891970855373705060e-20,9.827458218169522968e-13,2.270434747896958835e-73,1.453095111974557370e-201,1.149287761296860080e-100,6.919305873970342441e-26,1.154099214750198679e-18,2.666311981713525716e-79,1.706459483680768460e-207
2.408777830306221731e-26,3.287861008648077649e-02,1.243218180684049653e-45,1.972287548805487761e-71,5.559845442422046636e-109,6.840185320847861947e-59,9.336510127828428702e-35,3.047865868129892878e-18,5.727681715109845060e-08,1.386621819350804811e-44,1.236384528192054729e-155,1.025069223724591005e-46,3.491977947979712366e-05,1.512338480694167150e-10,1.406404994920749124e-46,1.939650994547568442e-210,1.612421021953296949e-101,5.542509183204249122e-60,2.326920728911492798e-79,7.252865964536564680e-116,0.000000000000000000e+00,7.026640249666729657e-224,2.437422556074050852e-182,2.730107401944726458e-208,3.763594537371731459e-252
4.139618293997010731e-151,3.331535051149832063e-50,9.652227876578503026e-17,8.776146729601505226e-51,5.194544097098434216e-116,2.210415730310947707e-116,2.756099562746684467e-38,8.571167463564165548e-05,3.127429124903564652e-10,1.976407771687142427e-46,2.752364083449000489e-72,8.949297877579805772e-09,6.377004908864629255e-12,8.576723164820009357e-06,1.187847621303721139e-43,8.634477623768076412e-96,2.941496826145790021e-32,3.389719906808723252e-35,1.742596460077191244e-63,2.128508031340007432e-104,8.141013893494542349e-187,5.503058778301603564e-123,9.328333915328648965e-126,1.105092729449210633e-188,1.427263901647266778e-229
