seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
4	38575	421724	27360	0.00022513317865523077	0.00014838828419145398	0.005983283026980531	0.001770712231108037	0.020599116882836672
2	38870	421428	27693	0.00022501872331707963	0.0001483630097240321	0.005985953264337934	0.0017543212253098045	0.020515226035998462
5	38841	421461	27635	0.0002250904608887019	0.00014837174082964815	0.005983685838329113	0.0017573504982238291	0.02052436367655109
10	38702	421601	27468	0.0002252711491908067	0.00014847129864236448	0.005984453218167934	0.0017667266986150214	0.020574354427500708
9	38727	421575	27464	0.0002252200738478824	0.000148482153591272	0.005987492773890899	0.0017633294692764273	0.020564463399547882
8	38852	421453	27572	0.00022524084576382316	0.0001484362837050285	0.005982794288022681	0.0017568237311467174	0.02051374324409224
7	38874	421428	27566	0.0002252412763347148	0.0001484520413830852	0.005984092680359908	0.0017546783544103172	0.020504689953320138
6	38693	421610	27436	0.00022504622110348146	0.00014846274595975016	0.005993128917441335	0.0017653589499486435	0.02059706079615465
3	38724	421578	27341	0.00022522242588265056	0.00014849023252494253	0.005988068990456102	0.0017636508104737234	0.02056775292665579
1	38915	421378	27698	0.00022531063793158264	0.00014847661033487957	0.005983247117182415	0.0017541239534001945	0.02049685144390976
