seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
9	2944838	20494676	1659218	0.0018524820131992639	0.0012957780067613105	0.01917962354997809	0.011050441821996914	0.055039192136373476
4	2944901	20495074	1658520	0.0018527128322520044	0.0012959867078753014	0.019182041346069212	0.011052108684212355	0.055045791927853686
1	2940715	20497667	1654341	0.0018527701672262653	0.001296004277189838	0.01918175087134147	0.011067064771578173	0.055080273043541995
7	2941827	20496319	1655483	0.001852715786128323	0.001295933271378138	0.019180613526947315	0.011062283695018845	0.05506702799521278
10	2939228	20498601	1653213	0.0018524978582912747	0.0012957986540878827	0.019179953878732576	0.011071889566878941	0.055090953839630516
2	2945128	20493588	1658912	0.001852753705296601	0.0012960339464261942	0.019182736764799847	0.011051746204022802	0.05504595806471542
5	2943686	20494492	1658109	0.0018526364962546547	0.0012958985130685852	0.019180743259453823	0.01105522677887021	0.055051316112733076
6	2943360	20494957	1658592	0.001852628158005804	0.0012958928943928012	0.01918070585239654	0.01105575170841424	0.05505258221856921
8	2941054	20497637	1655385	0.0018528515270192134	0.0012960481806662644	0.019181831932066507	0.011066678011767386	0.055078628748526974
3	2943779	20495499	1658208	0.0018526888243988462	0.0012959631274179915	0.019181741182461708	0.011054964111073656	0.05505223976257662
