seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
4	3229245	20265850	1925535	0.0018541539197529041	0.0012968359181974886	0.019185337498264458	0.010082074561722096	0.052659211265689475
7	3233993	20261760	1931419	0.00185438968929615	0.001297016950436033	0.019186970913050376	0.010069105665598172	0.05262742292922101
5	3235553	20260865	1932445	0.0018543227153158992	0.0012970293759303917	0.01918816648537352	0.010065438407324856	0.05262131346619237
10	3237158	20259438	1934727	0.0018543828954456572	0.0012969657602393712	0.019185728871567713	0.01005996615151102	0.05260195949524709
9	3229769	20264587	1928710	0.0018542186255572123	0.0012968349097532373	0.019184468097695036	0.010081130981708878	0.05265439597473686
1	3235409	20260021	1933404	0.001854215502537372	0.0012969376816372134	0.01918718017371165	0.010063912625797262	0.052616590476399126
2	3226171	20268246	1925830	0.0018540653158670753	0.0012969101901108312	0.019188422450427706	0.010093011491381027	0.05269391081498985
6	3230903	20264119	1927724	0.0018541531093788995	0.0012968754011604647	0.01918637434912803	0.010076832007161227	0.05264813291848041
8	3227611	20267393	1928142	0.0018540006822970396	0.001296857210113246	0.019187887594555787	0.01008824383115475	0.05268151025400223
3	3233580	20262341	1932400	0.0018542487155355212	0.0012969428368542917	0.019186881413206933	0.010071131374152139	0.052633814009914986
