seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
8	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
10	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
2	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
9	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
3	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
4	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
7	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
5	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
1	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
6	3138214	20338782	1852392	0.001853301662280456	0.0012965175214753398	0.019188166474460772	0.010374407549914309	0.0534036704881044
