seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
2	38882	421416	27656	0.0002254511726945067	0.000148573916061657	0.005985503780457396	0.0017583776140197758	0.02052253330709611
1	38666	421633	27498	0.00022514016173479163	0.0001484033458460151	0.005984249445466076	0.001766268589206725	0.020575739263135256
9	38404	421893	27163	0.00022527438553303407	0.00014849683777161447	0.005986450842884229	0.001778165433077172	0.020645509047738365
7	38685	421614	27524	0.0002250503602000773	0.00014838259816668558	0.005986267674537132	0.0017633978497051737	0.02056756156197031
4	38602	421701	27386	0.00022518545045256333	0.00014845783227396855	0.0059869079932569035	0.001768600995546291	0.02059462523296851
6	38580	421713	27296	0.0002249388656683788	0.000148214192351656	0.0059768546971339515	0.0017657095469973281	0.020560101147344557
5	38643	421655	27334	0.00022516898328182072	0.00014840094583702624	0.005982844754411612	0.0017665944565424408	0.02057292779508819
10	38697	421607	27465	0.00022508155567398737	0.00014836854923864877	0.0059837912877415715	0.0017646039550624553	0.020566953441734686
8	38599	421702	27463	0.00022519089474230678	0.00014852409636848305	0.005992210743133757	0.001768079492432458	0.020605346419039557
3	38914	421384	27607	0.000225219333620336	0.00014845409397107193	0.005985180744379167	0.0017539251912474445	0.02050393092537057
