seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
5	3491973	20052520	2075200	0.0018614098508931713	0.0013010061875352932	0.019199183445883956	0.009347426498367168	0.050726264949090306
7	3513890	20034705	2096708	0.0018617470652672488	0.0013012016124949954	0.019199868599159963	0.009291756662641593	0.05057806610160916
2	3469687	20070243	2064629	0.0018608068261276526	0.0013006159955376152	0.019196900283794144	0.009405552273525889	0.05087995596523203
8	3469107	20070545	2068342	0.0018604295924289078	0.0013005249210079834	0.01919944685982819	0.009406701654668904	0.05089173304302475
9	3471944	20067649	2066862	0.0018608034601313122	0.0013007027699656548	0.019199198217743376	0.009401907265600555	0.05087496244247766
3	3481937	20059905	2070854	0.0018613634412821558	0.0013011079121404293	0.019202429786365983	0.00937493046247599	0.050805107241037595
4	3476167	20064406	2066470	0.00186135683137362	0.0013010556303603572	0.01920115800987687	0.00939135526211038	0.05084565618966328
1	3479062	20062589	2069737	0.001861107316619652	0.0013008589338991245	0.019199297946107204	0.009382513017015991	0.050821398979657637
10	3479226	20062675	2067285	0.0018611943955221006	0.0013008737949731961	0.019198550064567384	0.009382250036143666	0.05081837582534467
6	3450040	20086566	2055676	0.0018597475702333845	0.0013000703207024739	0.01919651928728247	0.009457721466331623	0.05102596094109052
