seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
1	42001	418300	30084	0.00022711707051889561	0.0001494435076484794	0.005988542312370627	0.001637664401766552	0.019762605528580196
9	41976	418333	30149	0.00022684195876457658	0.0001492611188128012	0.0059848024653219555	0.0016346423340672647	0.01974420012110173
3	41954	418352	30204	0.00022661612616077322	0.00014923246371924243	0.005991838641905185	0.0016349310373595122	0.019771199506341007
10	41857	418454	30116	0.0002270177315122802	0.00014940973307550894	0.005989870119713044	0.0016425066153529255	0.019798265583291667
6	41743	418563	30005	0.00022667406969675174	0.00014925780304132191	0.005991534886919822	0.0016459274662011462	0.01983441644712213
2	41474	418833	29647	0.00022686349394000898	0.00014929837406916095	0.005987014038287931	0.0016560439268332753	0.01987703396579115
7	41900	418407	29962	0.00022704310417645334	0.00014943388293411534	0.005990826350389394	0.0016413598673096896	0.019792971380046348
8	41649	418657	29772	0.0002267379345088098	0.0001492618822651763	0.005989209956352682	0.0016481666106462902	0.01983978779902304
5	41811	418493	29928	0.00022699374598304713	0.00014941118644022568	0.005990992384077003	0.001642427194414231	0.01980142589045645
4	41842	418459	29846	0.00022685378209823674	0.00014922055584667106	0.005980919496470877	0.0016417547394689314	0.0197765968192461
