seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
1	3622389	19944665	2151993	0.0018664579532150973	0.0013039569279016628	0.019210092337734644	0.009029752688987668	0.04985691783954629
9	3610775	19955615	2146847	0.0018656892626111666	0.0013035337992236878	0.019209111576342794	0.00905586349445032	0.04993225306349333
3	3600899	19962773	2147746	0.0018648574732489766	0.0013030962472276207	0.019208577531238287	0.009078766691296057	0.050000436033572536
10	3612743	19952610	2149718	0.0018658222784343234	0.001303649413988775	0.019210381906068913	0.00905207512198752	0.0499232799039716
6	3622519	19944727	2156743	0.00186598529776119	0.001303708035524385	0.01920978219558713	0.009027231001625505	0.049854225779595855
2	3584064	19977152	2137243	0.0018643173862402918	0.0013027419290930022	0.01920640777030005	0.009119105126068781	0.05010887579327026
7	3610482	19955275	2152434	0.0018652854871906435	0.0013031888739836767	0.019205411454771757	0.009054717213247786	0.04992606899097508
8	3565437	19991875	2122122	0.001863928918594555	0.0013025644936259864	0.01920685711064302	0.009164565292129095	0.050234185085306506
5	3609089	19955547	2146836	0.0018655297158229381	0.0013034156467647085	0.019208120587527723	0.009059305422221529	0.049941096435040015
4	3599145	19964649	2140924	0.0018650899417072583	0.001303161523857835	0.01920724662847179	0.009083331927331337	0.050007746075067326
