seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
6	2972112	20472242	1688399	0.0018525427264843933	0.0012958186433353845	0.019179888793649756	0.010949010202270229	0.05479604211064147
10	2971716	20472144	1688930	0.001852496663205777	0.0012958131781471858	0.019180347096745647	0.010949607610107048	0.05479895187276742
2	2971413	20473172	1687301	0.0018526021291900936	0.0012958826033558064	0.019180777540002882	0.010953691166806417	0.05480852160711864
1	2968760	20474894	1686328	0.0018522683364540643	0.001295726992346708	0.0191810822343523	0.010959355602511597	0.05482641894396291
7	2970907	20473766	1686177	0.0018527089236999841	0.0012961328681528935	0.019185891845077154	0.010956195915343789	0.054824212694905894
4	2974639	20470688	1691277	0.0018527102455451704	0.0012960038658638641	0.019182521134380258	0.01094124140060704	0.05478112254629118
9	2974029	20470439	1690129	0.0018526388752350717	0.0012959780047326192	0.019182778946918253	0.01094242732490368	0.05478529834087707
8	2971171	20472872	1688177	0.0018526401223163509	0.0012960125826426362	0.019183661612687333	0.010954006950356835	0.05481497881430257
5	2973037	20470964	1688838	0.0018526257443747087	0.0012959636214933503	0.01918257614601755	0.01094584339758546	0.054793221730602824
3	2975741	20469417	1692096	0.0018522940532015382	0.0012957425722642903	0.019181152125196915	0.01093425643112425	0.05476597401234092
