seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
9	36220	424086	24665	0.00022496047251605508	0.00014825881413657447	0.005979682031895824	0.0018832914733722813	0.021235319080852903
4	36233	424071	24659	0.0002248906122386132	0.00014820520380767543	0.005978121185283306	0.0018819456386429498	0.021226072135128855
1	36200	424095	24671	0.000224779390027897	0.000148109031393182	0.005974730127298913	0.0018817599138708525	0.021219837644660653
7	36039	424262	24556	0.00022498845685708737	0.00014841430638783107	0.005991498239417815	0.001893173756128352	0.021321646668363104
10	36049	424253	24574	0.00022485897211589522	0.00014829913942446518	0.005987291602366098	0.0018923322090966758	0.021310193976370444
2	35979	424319	24505	0.00022484080854979092	0.00014824204567915188	0.005983282184566363	0.0018952790412465432	0.021316394794117576
5	36086	424217	24633	0.00022490917583186325	0.00014829152264328436	0.005984558826819639	0.0018911962122880042	0.021294603179203647
6	36224	424079	24701	0.000224785637941642	0.00014819069214810362	0.005981296907531287	0.0018820063976330334	0.021238816420087528
8	36061	424243	24518	0.00022489097820696532	0.00014825864242446079	0.005982572414599305	0.0018917675736405148	0.021293050113494826
3	36297	424003	24776	0.00022506175932486804	0.0001483508626544445	0.0059831408986885945	0.0018793576727673927	0.021219033370752264
