seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
10	3198555	20289247	1906126	0.0018537017744318122	0.0012966240519062067	0.019185722054650866	0.010178323327219086	0.05290624758334075
4	3208478	20281746	1912854	0.0018539181984109294	0.0012967908638413478	0.0191872378963555	0.010147751667499625	0.05283048611718089
7	3215000	20276546	1918115	0.0018535580827952574	0.0012964967562332673	0.019184285522184995	0.010124381946351867	0.05276962746925924
5	3209570	20281200	1915729	0.0018538934920795638	0.0012967180032315319	0.019185665993440165	0.010145220112277486	0.05282119685093401
6	3208393	20281849	1912896	0.0018538335120782863	0.0012967329778270304	0.019186836773478416	0.010148287062821544	0.052831899868160004
9	3208995	20281790	1912778	0.00185362112459076	0.0012965570963333266	0.01918503254450972	0.010145488283412335	0.052823436561612806
2	3212970	20278834	1918017	0.0018538236548522795	0.0012967334970895087	0.019186978706948542	0.010132752303630638	0.052793330528653745
1	3200494	20289841	1905371	0.001853574549821419	0.0012965528821724695	0.01918552990890505	0.010172788927632225	0.052893338954243106
8	3211124	20279475	1916097	0.0018538044259889047	0.0012967788462398247	0.019188407903453455	0.010138503368468532	0.052810869549430144
3	3215040	20276739	1920455	0.0018539767310450435	0.0012968210132972197	0.019187258872339394	0.010127210491726575	0.05277838901956044
