seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
10	2869518	20553479	1591465	0.0018523073432858456	0.0012956459056613885	0.0191784654158149	0.011338919413270416	0.05572307756065798
6	2871469	20553123	1593015	0.0018524725711070785	0.0012957986962338884	0.019180284576074146	0.011332083515918794	0.05570906161454089
5	2868416	20555522	1591374	0.0018523635709753656	0.0012958059868566612	0.019181894802479883	0.011344909850192942	0.05574396415033138
4	2870948	20553164	1593394	0.001852603665917748	0.0012958766454263717	0.01918060260229938	0.011334072248566298	0.05571297592510088
2	2876659	20549105	1597638	0.001852227849150265	0.0012956210302260557	0.019178854809319554	0.011310878835558934	0.055658706751922186
9	2873714	20551396	1595523	0.001852701826250578	0.0012960390845173967	0.01918354644176905	0.011325156482427427	0.05569722386423985
3	2869332	20554978	1591478	0.0018522606626994406	0.0012956304571685516	0.01917867220475104	0.011339419479604958	0.05572522111653516
8	2872272	20552628	1594688	0.0018524871611926557	0.0012958442554019333	0.019181278958175594	0.011328644980976988	0.055702941726635875
1	2868218	20555867	1589199	0.0018525855192005885	0.0012958948219838212	0.01918131171202548	0.011346885185743224	0.05574488717904651
7	2872371	20551636	1594284	0.0018524817366331265	0.0012957886260465418	0.0191799032731292	0.011327419594837128	0.055697146156827956
