seed	segsites	monosites	singletons	heterozygosity	af_mean	af_sd	seg_af_mean	seg_af_sd
4	39327	420971	28086	0.0002255652377295013	0.0001486417528782041	0.005986404567246915	0.0017379305816049683	0.02040213949085475
7	39496	420802	28331	0.0002254370539236327	0.00014863498142369974	0.0059911903745566795	0.001728023457931144	0.020361163586927362
5	39700	420597	28542	0.00022542908327604684	0.00014852935132011235	0.005982704130565482	0.0017208958817489953	0.02029771656695421
10	39895	420402	28594	0.0002255229931384373	0.00014866005584771009	0.005989696108008057	0.0017144153505421827	0.020274597072533825
9	39517	420781	28321	0.00022547911270228704	0.00014857005600833178	0.0059840142542983595	0.0017276577209270408	0.020338947235038964
1	39205	421102	28074	0.0002254624106217477	0.0001487032676730683	0.005995827691017964	0.0017444418402008113	0.02046817303034956
2	39485	420816	28252	0.00022536881219310307	0.0001484660745912643	0.005979935310637415	0.0017305745598715947	0.02034918309945404
6	39260	421040	28063	0.00022532806998048314	0.00014855318896138012	0.005988913584381394	0.001739836075708264	0.020427975477005113
8	39228	421070	27942	0.00022541305838218455	0.00014859338928037357	0.005988721073313018	0.0017422318025229848	0.020438489652231683
3	39507	420794	28289	0.00022529007955373223	0.00014855300242692137	0.005990483674589664	0.0017298481279624037	0.020375067641827012
