w,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.1232846739442066,1,0,[1.],[-0.28999014  1.        ],"[1.0, 0.2899901420082654, 0.08409428246197392]","[1, 0.2899901420082654, 0.0908463634301058]","[0.0, 0.0, 0.006752080968131874]",0.006752080968131874,0.07432417449848394,3.4483930835535013,-3.4483930835535013,[1],,,0.0,[]
0.1353047774579807,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2826092845046715, 0.0864490086223306]","[0.0, 0.2826092845046715, 0.0864490086223306]",0.2826092845046715,1.0,,,,,,,
0.1353047774579807,0,1,[0.28260928 1.        ],[1.],"[1.0, 0.2826092845046715, 0.0]","[1, 0.2826092845046715, 0.0864490086223306]","[0.0, 0.0, 0.0864490086223306]",0.0864490086223306,1.0,,,,,,,
0.1353047774579807,1,0,[1.],[-0.28260928  1.        ],"[1.0, 0.2826092845046715, 0.07986800768824236]","[1, 0.2826092845046715, 0.0864490086223306]","[0.0, 0.0, 0.006581000934088241]",0.006581000934088241,0.07612581149239814,3.538454165625511,-3.538454165625511,[1],,,0.0,[]
0.1484968262254465,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2752323351390025, 0.0821623985581118]","[0.0, 0.2752323351390025, 0.0821623985581118]",0.2752323351390025,1.0,,,,,,,
0.1484968262254465,0,1,[0.27523234 1.        ],[1.],"[1.0, 0.2752323351390025, 0.0]","[1, 0.2752323351390025, 0.0821623985581118]","[0.0, 0.0, 0.0821623985581118]",0.0821623985581118,1.0,,,,,,,
0.1484968262254465,1,0,[1.],[-0.27523234  1.        ],"[1.0, 0.2752323351390025, 0.0757528383060682]","[1, 0.2752323351390025, 0.0821623985581118]","[0.0, 0.0, 0.006409560252043603]",0.006409560252043603,0.0780108707209935,3.6332940295512985,-3.6332940295512985,[1],,,0.0,[]
0.1629750834620644,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2678599505978332, 0.0779871804695046]","[0.0, 0.2678599505978332, 0.0779871804695046]",0.2678599505978332,1.0,,,,,,,
0.1629750834620644,0,1,[0.26785995 1.        ],[1.],"[1.0, 0.2678599505978332, 0.0]","[1, 0.2678599505978332, 0.0779871804695046]","[0.0, 0.0, 0.0779871804695046]",0.0779871804695046,1.0,,,,,,,
0.1629750834620644,1,0,[1.],[-0.26785995  1.        ],"[1.0, 0.2678599505978332, 0.07174895313427364]","[1, 0.2678599505978332, 0.0779871804695046]","[0.0, 0.0, 0.006238227335230967]",0.006238227335230967,0.07999042019053768,3.733294200077738,-3.733294200077738,[1],,,0.0,[]
0.1788649529057435,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2604928906048563, 0.0739221674643252]","[0.0, 0.2604928906048563, 0.0739221674643252]",0.2604928906048563,1.0,,,,,,,
0.1788649529057435,0,1,[0.26049289 1.        ],[1.],"[1.0, 0.2604928906048563, 0.0]","[1, 0.2604928906048563, 0.0739221674643252]","[0.0, 0.0, 0.0739221674643252]",0.0739221674643252,1.0,,,,,,,
0.1788649529057435,1,0,[1.],[-0.26049289  1.        ],"[1.0, 0.2604928906048563, 0.06785654605567364]","[1, 0.2604928906048563, 0.0739221674643252]","[0.0, 0.0, 0.006065621408651564]",0.006065621408651564,0.08205416070326713,3.8388763611860246,-3.8388763611860246,[1],,,0.0,[]
0.1963040650040271,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2531320443570395, 0.0699686605322062]","[0.0, 0.2531320443570395, 0.0699686605322062]",0.2531320443570395,1.0,,,,,,,
0.1963040650040271,0,1,[0.25313204 1.        ],[1.],"[1.0, 0.2531320443570395, 0.0]","[1, 0.2531320443570395, 0.0699686605322062]","[0.0, 0.0, 0.0699686605322062]",0.0699686605322062,1.0,,,,,,,
0.1963040650040271,1,0,[1.],[-0.25313204  1.        ],"[1.0, 0.2531320443570395, 0.06407583188037422]","[1, 0.2531320443570395, 0.0699686605322062]","[0.0, 0.0, 0.00589282865183198]",0.00589282865183198,0.0842209727470707,3.950507343074719,-3.950507343074719,[1],,,0.0,[]
0.2154434690031884,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2457784273466698, 0.0661266824034028]","[0.0, 0.2457784273466698, 0.0661266824034028]",0.2457784273466698,1.0,,,,,,,
0.2154434690031884,0,1,[0.24577843 1.        ],[1.],"[1.0, 0.2457784273466698, 0.0]","[1, 0.2457784273466698, 0.0661266824034028]","[0.0, 0.0, 0.0661266824034028]",0.0661266824034028,1.0,,,,,,,
0.2154434690031884,1,0,[1.],[-0.24577843  1.        ],"[1.0, 0.2457784273466698, 0.06040703534900224]","[1, 0.2457784273466698, 0.0661266824034028]","[0.0, 0.0, 0.005719647054400562]",0.005719647054400562,0.08649529730688917,4.0687053408048,-4.0687053408048,[1],,,0.0,[]
0.2364489412645408,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.2384332219564157, 0.0623965111249038]",0.2384332219564157,1.0,,,,,,,
0.2364489412645408,0,1,[0.23843322 1.        ],[1.],"[1.0, 0.2384332219564157, 0.0]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.0, 0.0623965111249038]",0.0623965111249038,1.0,,,,,,,
0.2364489412645408,1,0,[1.],[-0.23843322  1.        ],"[1.0, 0.2384332219564157, 0.05685040133251739]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.0, 0.005546109792386407]",0.005546109792386407,0.0888849343080151,4.194046415993131,-4.194046415993131,[1],,,0.0,[]
0.2595024211399737,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.2310977896426697, 0.058778687646918]",0.2310977896426697,1.0,,,,,,,
0.2595024211399737,0,1,[0.23109779 1.        ],[1.],"[1.0, 0.2310977896426697, 0.0]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.0, 0.058778687646918]",0.058778687646918,1.0,,,,,,,
0.2595024211399737,1,0,[1.],[-0.23109779  1.        ],"[1.0, 0.2310977896426697, 0.05340618837772761]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.0, 0.005372499269190388]",0.005372499269190388,0.09140216436036896,4.327172499339911,-4.327172499339911,[1],,,0.0,[]
0.2848035868435802,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2237736981169569, 0.0552731471685046]","[0.0, 0.2237736981169569, 0.0552731471685046]",0.2237736981169569,1.0,,,,,,,
0.2848035868435802,0,1,[0.2237737 1.       ],[1.],"[1.0, 0.2237736981169569, 0.0]","[1, 0.2237736981169569, 0.0552731471685046]","[0.0, 0.0, 0.0552731471685046]",0.0552731471685046,1.0,,,,,,,
