w,residues,poles,poly_type,pole_2,res_2,remainder,error_next,rel_error,total_deg
0.3764935806792469,-4.953220827029672,4.953220827029672,1_0,,,0.0,0.0046735334199476,0.1028673168339627,1
0.4132012400115338,,,0_0,,,,0.1946309412126037,1.0,0
0.4132012400115338,,,0_1,,,,0.042378833063126,1.0,1
0.4132012400115338,-5.137929220142122,5.137929220142122,1_0,,,0.0,0.004497629785822,0.1061291560133923,1
0.4534878508128584,,,0_0,,,,0.1873963888843918,1.0,0
0.4534878508128584,,,0_1,,,,0.0394387264873402,1.0,1
0.4534878508128584,-5.336282123434716,5.336282123434716,1_0,,,0.0,0.00432131992043,0.1095704731190328,1
0.4977023564332111,,,0_0,,,,0.1801886718528174,1.0,0
0.4977023564332111,,,0_1,,,,0.0366125876574242,1.0,1
0.4977023564332111,-5.549738447580239,5.549738447580239,1_0,,,0.0,0.0041446301933418,0.113202328994669,1
0.5462277217684343,,,0_0,,,,0.1730117415852518,1.0,0
0.5462277217684343,,,0_1,,,,0.0339006688983978,1.0,1
0.5462277217684343,-5.779954532780936,5.779954532780936,1_0,,,0.0,0.0039676061720358,0.1170362208464675,1
0.5994842503189411,,,0_0,,,,0.1658700588030826,1.0,0
0.5994842503189411,,,0_1,,,,0.0313032040317896,1.0,1
0.5994842503189411,-6.028815611545534,6.028815611545534,1_0,,,0.0,0.0037903276244515,0.121084334389614,1
0.6579332246575682,,,0_0,,,,0.1587686382337253,1.0,0
0.6579332246575682,,,0_1,,,,0.0288203606280774,1.0,1
0.6579332246575682,-6.298473118651351,6.298473118651351,1_0,,,0.0,0.0036128801414858,0.1253586028332384,1
0.7220809018385468,,,0_0,,,,0.1517130994659316,1.0,0
0.7220809018385468,,,0_1,,,,0.0264522638622798,1.0,1
0.7220809018385468,-6.591388637634143,6.591388637634143,1_0,,,0.0,0.0034353993127201,0.1298716559991272,1
0.7924828983539177,,,0_0,,,,0.1447097121125911,1.0,0
0.7924828983539177,,,0_1,,,,0.0241989717441932,1.0,1
0.7924828983539177,-6.910386216662169,6.910386216662169,1_0,,,0.0,0.0032580709644842,0.1346367522936595,1
0.8697490026177834,,,0_0,,,,0.1377654398991385,1.0,0
0.8697490026177834,,,0_1,,,,0.0220604153173256,1.0,1
0.8697490026177834,-7.258714527621186,7.258714527621186,1_0,,,0.0,0.0030810988867224,0.1396664043900684,1
0.9545484566618342,,,0_0,,,,0.1308879794969693,1.0,0
0.9545484566618342,,,0_1,,,,0.0200364164598414,1.0,1
0.9545484566618342,-7.6401209938698385,7.6401209938698385,1_0,,,0.0,0.0029047532830423,0.1449736927191689,1
1.0476157527896652,,,0_0,,,,0.1240857919613327,1.0,0
1.0476157527896652,,,0_1,,,,0.0181266122176872,1.0,1
1.0476157527896652,-8.058940384662392,8.058940384662392,1_0,,,0.0,0.002729328451016,0.1505702454622433,1
1.149756995397737,,,0_0,,,,0.1173681238264105,1.0,0
1.149756995397737,,,0_1,,,,0.016330466653833,1.0,1
1.149756995397737,-8.520200948930711,8.520200948930711,1_0,,,0.0,0.0025551901633013,0.1564676758763431,1
1.261856883066021,,,0_0,,,,0.1107450145859144,1.0,0
1.261856883066021,,,0_1,,,,0.0146472182693814,1.0,1
1.261856883066021,-9.029751846971084,9.029751846971084,1_0,,,0.0,0.002382760013747,0.1626766236376729,1
1.384886371393873,,,0_0,,,,0.1042272868795914,1.0,0
1.384886371393873,,,0_1,,,,0.0130758423049338,1.0,1
1.384886371393873,-9.594416490522775,9.594416490522775,1_0,,,0.0,0.0022125149746531,0.1692063060303445,1
1.5199110829529348,,,0_0,,,,0.0978265154893023,1.0,0
1.5199110829529348,,,0_1,,,,0.0116150169624744,1.0,1
1.5199110829529348,-10.222177443388077,10.222177443388077,1_0,,,0.0,0.0020449898296956,0.1760642998888952,1
1.6681005372000592,,,0_0,,,,0.0915549711079691,1.0,0
1.6681005372000592,,,0_1,,,,0.0102630812342116,1.0,1
1.6681005372000592,-10.922399820548447,10.922399820548447,1_0,,,0.0,0.0018807684996305,0.1832557354570157,1
1.8307382802953696,,,0_0,,,,0.0854255350117286,1.0,0
1.8307382802953696,,,0_1,,,,0.0090180071006132,1.0,1
1.8307382802953696,-11.706101692692984,11.706101692692984,1_0,,,0.0,0.0017204850685731,0.1907832905183832,1
2.009233002565048,,,0_0,,,,0.0794515811344389,1.0,0
2.009233002565048,,,0_1,,,,0.0078773632573212,1.0,1
2.009233002565048,-12.586281930726011,12.586281930726011,1_0,,,0.0,0.0015648095125588,0.1986463568383168,1
2.205130739903045,,,0_0,,,,0.0736468227788558,1.0,0
2.205130739903045,,,0_1,,,,0.0068382924184744,1.0,1
2.205130739903045,-13.578318279972054,13.578318279972054,1_0,,,0.0,0.0014144379130542,0.206840805642202,1
2.420128264794384,,,0_0,,,,0.0680251224382491,1.0,0
2.420128264794384,,,0_1,,,,0.005897487011777,1.0,1
2.420128264794384,-14.700451306173925,14.700451306173925,1_0,,,0.0,0.0012700697290382,0.2153577831544097,1
2.656087782946687,,,0_0,,,,0.0626002647713946,1.0,0
2.656087782946687,,,0_1,,,,0.0050511875534064,1.0,1
2.656087782946687,-15.974373329758714,15.974373329758714,1_0,,,0.0,0.0011323944039576,0.2241837967774592,1
2.9150530628251787,,,0_0,,,,0.0573856948784494,1.0,0
2.9150530628251787,,,0_1,,,,0.0042951841787212,1.0,1
2.9150530628251787,-17.425945649314418,17.425945649314418,1_0,,,0.0,0.0010020662020387,0.233299937870662,1
3.1992671377973845,,,0_0,,,,0.0523942265436215,1.0,0
3.1992671377973845,,,0_1,,,,0.0036248356432596,1.0,1
3.1992671377973845,-19.08607237798304,19.08607237798304,1_0,,,0.0,0.0008796806681552,0.2426815322761016,1
3.511191734215134,,,0_0,,,,0.0476377278976579,1.0,0
3.511191734215134,,,0_1,,,,0.0030351022887778,1.0,1
3.511191734215134,-20.9917652275176,20.9917652275176,1_0,,,0.0,0.0007657491695265,0.2522976482070608,1
3.8535285937105312,,,0_0,,,,0.043126794927282,1.0,0
3.8535285937105312,,,0_1,,,,0.0025205963076954,1.0,1
3.8535285937105312,-23.187440700987505,23.187440700987505,1_0,,,0.0,0.0006606758669955,0.2621109397718767,1
4.229242874389499,,,0_0,,,,0.03887042606673,1.0,0
4.229242874389499,,,0_1,,,,0.0020756475804756,1.0,1
4.229242874389499,-25.72649958308331,25.72649958308331,1_0,,,0.0,0.0005647375578664,0.2720777665624125,1
4.641588833612782,,,0_0,,,,0.0348757134601192,1.0,0
4.641588833612782,,,0_1,,,,0.0016943824599826,1.0,1
4.641588833612782,-28.67324853851412,28.67324853851412,1_0,,,0.0,0.0004780670706302,0.2821482645867154,1
5.09413801481638,,,0_0,,,,0.0311475680888991,1.0,0
5.09413801481638,,,0_1,,,,0.0013708148134884,1.0,1
5.09413801481638,-32.10523521919507,32.10523521919507,1_0,,,0.0,0.0004006438156357,0.2922669143151806,1
5.590810182512229,,,0_0,,,,0.0276884962993709,1.0,0
5.590810182512229,,,0_1,,,,0.001098944073552,1.0,1
5.590810182512229,-36.11608189870248,36.11608189870248,1_0,,,0.0,0.0003322912462317,0.3023732091822418,1
6.135907273413176,,,0_0,,,,0.0244984442779544,1.0,0
6.135907273413176,,,0_1,,,,0.0008728567132512,1.0,1
6.135907273413176,-40.81891848536185,40.81891848536185,1_0,,,0.0,0.0002726829412111,0.3124028687314314,1
6.7341506577508286,,,0_0,,,,0.0215747242281419,1.0,0
6.7341506577508286,,,0_1,,,,0.0006868249236894,1.0,1
6.7341506577508286,-46.35053451555167,46.35053451555167,1_0,,,0.0,0.000221356198169,0.3222891169702657,1
7.390722033525782,,,0_0,,,,0.018912031749815,1.0,0
7.390722033525782,,,0_1,,,,0.000535398012549,1.0,1
7.390722033525782,-52.87639177159176,52.87639177159176,1_0,,,0.0,0.0001777330676429,0.3319643769255178,1
8.111308307896872,,,0_0,,,,0.0165025581841855,1.0,0
8.111308307896872,,,0_1,,,,0.0004134812759932,1.0,1
8.111308307896872,-60.59666561020254,60.59666561020254,1_0,,,0.0,0.0001411468493707,0.3413621306835026,1
8.902150854450392,,,0_0,,,,0.0143361951027471,1.0,0
8.902150854450392,,,0_1,,,,0.0003163982167918,1.0,1
8.902150854450392,-69.75351499006734,69.75351499006734,1_0,,,0.0,0.0001108717267677,0.3504183047931878,1
9.770099572992256,,,0_0,,,,0.0124008213085835,1.0,0
9.770099572992256,,,0_1,,,,0.000239935064128,1.0,1
9.770099572992256,-80.63982014705978,80.63982014705978,1_0,,,0.0,8.61546950005814e-05,0.359075049383444,1
10.722672220103243,,,0_0,,,,0.0106826564904691,1.0,0
10.722672220103243,,,0_1,,,,0.0001803631739967,1.0,1
10.722672220103243,-93.60967479317382,93.60967479317382,1_0,,,0.0,6.624402430341803e-05,0.3672813182174362,1
11.768119524349991,,,0_0,,,,0.009166660800723,1.0,0
11.768119524349991,,,0_1,,,,0.0001344424966685,1.0,1
11.768119524349991,-109.09097890053128,109.09097890053128,1_0,,,0.0,5.041482643307228e-05,0.3749917450384054,1
12.91549665014884,,,0_0,,,,0.007836956743808,1.0,0
12.91549665014884,,,0_1,,,,9.940998880492052e-05,1.0,1
12.91549665014884,-127.60055116931744,127.60055116931744,1_0,,,0.0,3.799209780060283e-05,0.3821758583552151,1
14.174741629268064,,,0_0,,,,0.006677249216034,1.0,0
14.174741629268064,,,0_1,,,,7.294896240627823e-05,1.0,1
14.174741629268064,-149.76227000764203,149.76227000764203,1_0,,,0.0,2.8363305313251554e-05,0.3888102637469524,1
15.556761439304722,,,0_0,,,,0.0056712213309306,1.0,0
15.556761439304722,,,0_1,,,,5.315138269774914e-05,1.0,1
15.556761439304722,-176.3288613946422,176.3288613946422,1_0,,,0.0,2.098863131334689e-05,0.3948840133228692,1
17.07352647470692,,,0_0,,,,0.0048028874717314,1.0,0
17.07352647470692,,,0_1,,,,3.847173567890898e-05,1.0,1
17.07352647470692,-208.20808438376932,208.20808438376932,1_0,,,0.0,1.5404007612794537e-05,0.4003980413402388,1
18.73817422860385,,,0_0,,,,0.0040568901802889,1.0,0
18.73817422860385,,,0_1,,,,2.7677853156175985e-05,1.0,1
18.73817422860385,-246.49422477805103,246.49422477805103,1_0,,,0.0,1.1219495221251483e-05,0.4053600240576457,1
20.565123083486537,,,0_0,,,,0.0034187333168467,1.0,0
20.565123083486537,,,0_1,,,,1.9802732661570232e-05,1.0,1
20.565123083486537,-292.505997783518,292.505997783518,1_0,,,0.0,8.114995169852592e-06,0.4097916842356202,1
22.57019719633921,,,0_0,,,,0.0028749495677156,1.0,0
22.57019719633921,,,0_1,,,,1.4097845724579182e-05,1.0,1
22.57019719633921,-347.83218851194937,347.83218851194937,1_0,,,0.0,5.8325107076710666e-06,0.4137164515499169,1
24.77076355991712,,,0_0,,,,0.0024132052665248,1.0,0
24.77076355991712,,,0_1,,,,9.991860286823591e-06,1.0,1
24.77076355991712,-414.3866308729205,414.3866308729205,1_0,,,0.0,4.168300628440561e-06,0.4171696269549884,1
27.185882427329428,,,0_0,,,,0.0020223491805689,1.0,0
27.185882427329428,,,0_1,,,,7.053016667196749e-06,1.0,1
27.185882427329428,-494.47445060832354,494.47445060832354,1_0,,,0.0,2.963120459049049e-06,0.4201210062114816,1
29.836472402833405,,,0_0,,,,0.0016924142440581,1.0,0
29.836472402833405,,,0_1,,,,4.962403096604958e-06,1.0,1
29.836472402833405,-590.871888198118,590.871888198118,1_0,,,0.0,2.098137123114208e-06,0.4228066689200751,1
32.74549162877732,,,0_0,,,,0.0014145822484568,1.0,0
32.74549162877732,,,0_1,,,,3.4804770280064896e-06,1.0,1
32.74549162877732,-706.9224861904797,706.9224861904797,1_0,,,0.0,1.4794340903573937e-06,0.4250664717660177,1
35.938136638046295,,,0_0,,,,0.0011811214412172,1.0,0
35.938136638046295,,,0_1,,,,2.4346357240635757e-06,1.0,1
35.938136638046295,-846.6529902034918,846.6529902034918,1_0,,,0.0,1.0395878651605798e-06,0.4269993473296431,1
39.4420605943766,,,0_0,,,,0.0009853061359745,1.0,0
39.4420605943766,,,0_1,,,,1.6992285700281442e-06,1.0,1
39.4420605943766,-1014.9129935245631,1014.9129935245631,1_0,,,0.0,7.284003884391445e-07,0.4286653374872811,1
43.287612810830616,,,0_0,,,,0.0008213261086688,1.0,0
43.287612810830616,,,0_1,,,,1.1836105961294934e-06,1.0,1
43.287612810830616,-1217.5431773632442,1217.5431773632442,1_0,,,0.0,5.090340193484599e-07,0.4300688258562775,1
47.50810162102798,,,0_0,,,,0.0006841920242195,1.0,0
47.50810162102798,,,0_1,,,,8.20922400939192e-07,1.0,1
47.50810162102798,-1461.577984836584,1461.577984836584,1_0,,,0.0,3.528036749336152e-07,0.4297649504142941,1
52.140082879996896,,,0_0,,,,0.0005696415985005,1.0,0
52.140082879996896,,,0_1,,,,5.696939525591979e-07,1.0,1
52.140082879996896,-1755.4897722223182,1755.4897722223182,1_0,,,0.0,2.452024018169931e-07,0.4304107507469349,1
57.223676593502205,,,0_0,,,,0.0004740498250185,1.0,0
57.223676593502205,,,0_1,,,,3.956554788510138e-07,1.0,1
57.223676593502205,-2109.482900792073,2109.482900792073,1_0,,,0.0,1.709322422509433e-07,0.4320229376004894,1
62.8029144183426,,,0_0,,,,0.000394345404416,1.0,0
62.8029144183426,,,0_1,,,,2.754865886853524e-07,1.0,1
62.8029144183426,-2535.8479870735027,2535.8479870735027,1_0,,,0.0,1.1997829070133384e-07,0.4355140889938831,1
68.92612104349702,,,0_0,,,,0.0003279345899802,1.0,0
68.92612104349702,,,0_1,,,,1.9201120832461918e-07,1.0,1
68.92612104349702,-3049.3885992946884,3049.3885992946884,1_0,,,0.0,8.447011301913724e-08,0.439922824069363,1
75.64633275546291,,,0_0,,,,0.0002726329493191,1.0,0
75.64633275546291,,,0_1,,,,1.3342207920027306e-07,1.0,1
75.64633275546291,-3667.9352312238752,3667.9352312238752,1_0,,,0.0,5.909335414584213e-08,0.442905360942098,1
83.02175681319753,,,0_0,,,,0.0002266050484767,1.0,0
83.02175681319753,,,0_1,,,,9.243274370072349e-08,1.0,1
83.02175681319753,-4412.964347980191,4412.964347980191,1_0,,,0.0,4.1082895705595936e-08,0.4444625796093767,1
91.11627561154896,,,0_0,,,,0.0001883117140816,1.0,0
91.11627561154896,,,0_1,,,,6.393615654374746e-08,1.0,1
91.11627561154896,-5310.344100880925,5310.344100880925,1_0,,,0.0,2.8474854883397192e-08,0.4453638820768598,1
100.0,,,0_0,,,,0.0001564643460039,1.0,0
100.0,,,0_1,,,,4.33219649892964e-08,1.0,1
100.0,-6391.232415179585,6391.232415179585,1_0,,,0.0,1.8840873418868267e-08,0.434903481952476,1
